mass	cl	exp	ps1	ps2	ns1
5.0	5611.784511784512	26187.878787878788	1709689.5622895623	inf	18868.350168350167
7.0	37593.984962406015	486.7218045112782	38080.70676691729	38080.70676691729	384.6390977443609
10.0	18.92039165602384	18.16177096636867	52.992762877820354	2146.7271179225204	13.864623243933593
12.0	3.716989247311828	5.234121863799283	12.960143369175626	17.84817204301075	3.7091039426523293
14.0	1.1234160150984094	2.404489080614721	6.560730655163117	8.764828794823401	2.225330277702885
17.0	1.122959231271574	0.9691202537550144	2.811922753988245	3.7333395528189817	0.7258139751842523
21.0	0.05355335250735093	0.5659816507865096	1.59252534665874	2.0512074810803864	0.43511094686440543
33.0	0.058285248369292525	0.2508780732563974	0.662393376818866	31.61063723030607	0.18627069744104363
200.0	0.19113335567096665	0.17020229519182442	0.5289254900318311	26.347116351147598	0.12739256994471435
400.0	0.1574333179837767	0.29518082958449926	0.877714214870178	44.57274804293153	0.17500265665403275
