mass	cl	exp	ps1	ps2	ns1
5.0	381679.3893129771	6219.923664122137	387899.3129770992	387899.3129770992	5058.625954198473
7.0	22.133466135458168	140.1792828685259	10100.338645418327	10100.338645418327	123.2828685258964
10.0	658.7615283267457	5.018445322793149	14.533860342555997	663.7799736495389	3.027536231884058
12.0	1.065139241719791	1.5977088625796865	4.6561376599722	6.079566697023439	1.0651392417197911
14.0	1.179011604161161	0.840088412656464	2.4195276649929123	3.0824303870456236	0.6055065708862888
17.0	0.3775603533347775	0.41391676896045443	1.0743976701085518	1.442366476520567	0.36249308012612225
21.0	0.4532287595988304	0.2030033066433471	0.5942393353920149	0.8536605361681195	0.14878528680348702
33.0	0.020087730224509926	0.12582857258278993	0.3679788047009396	16.95818170188556	0.11018458358441593
200.0	0.029452596492299966	0.10596078191772826	0.25008400965347294	0.3548771422461636	0.0826145840758429
400.0	0.16111085983083812	0.11167900452807052	0.2722973550238465	0.38967037053789055	0.04825586362517023
