Energy  Quenched
0.1 0.011146699999999999
0.1662207357859532 0.013940685284280937
0.23244147157190637 0.016223522742474912
0.29866220735785953 0.017974134113712376
0.3648829431438127 0.01930625050167224
0.4311036789297659 0.020567872909698998
0.49732441471571903 0.021759647491638796
0.5635451505016722 0.022970549163879597
0.6297658862876254 0.024227232441471576
0.6959866220735786 0.02553899899665552
0.7622073578595319 0.02698600434782609
0.828428093645485 0.028514055852842817
0.8946488294314381 0.030138251839464884
0.9608695652173914 0.031930630434782614
1.0270903010033443 0.033816193645484945
1.0933110367892978 0.03581500033444816
1.159531772575251 0.03799091404682275
1.225752508361204 0.04026460301003345
1.2919732441471572 0.04266066789297658
1.3581939799331106 0.045234398996655524
1.4244147157190636 0.04790749130434783
1.4906354515050169 0.050708760869565224
1.5568561872909699 0.05368457892976589
1.623076923076923 0.0567599
1.6892976588628763 0.0599675
1.7555183946488295 0.06334476421404683
1.8217391304347827 0.06682084347826088
1.887959866220736 0.07043219130434784
1.954180602006689 0.074207164548495
2.020401337792642 0.07807972341137125
2.0866220735785954 0.08208978628762544
2.1528428093645484 0.0862571093645485
2.219063545150502 0.09052050167224081
2.2852842809364553 0.09492305484949834
2.351505016722408 0.09947615719063546
2.4177257525083613 0.10412374916387962
2.4839464882943143 0.10891217056856187
2.5501672240802677 0.11384457190635451
2.616387959866221 0.11886975250836121
2.682608695652174 0.12403695652173914
2.748829431438127 0.12934137123745823
2.81505016722408 0.1347367959866221
2.8812709030100336 0.1402754983277592
2.947491638795987 0.14594575250836123
3.01371237458194 0.15170559531772576
3.079933110367893 0.1576098361204014
3.146153846153846 0.16363915384615385
3.2123745819397995 0.16975638795986622
3.2785953177257525 0.1760195451505017
3.344816053511706 0.18240280936454853
3.4110367892976594 0.19071879832775931
3.477257525083612 0.20841158829431441
3.5434782608695654 0.2146600391304348
3.6096989966555184 0.21605159568561874
3.675919732441472 0.22402468484949836
3.7421404682274253 0.22819726003344482
3.808361204013378 0.23136361130363683
3.8745819397993313 0.24259521122844024
3.9408026755852843 0.2510624370277849
4.007023411371238 0.2652836420058041
4.073244147157191 0.2724431523462424
4.139464882943145 0.27767802530139846
4.205685618729097 0.2819197243651644
4.271906354515051 0.289477620023666
4.338127090301003 0.29938998327759203
4.404347826086957 0.3104181
4.47056856187291 0.3126357
4.536789297658863 0.32008473812709026
4.603010033444816 0.3315028093645485
4.6692307692307695 0.3383824153846154
4.735451505016723 0.34615380401337803
4.801672240802676 0.3547019919732442
4.867892976588629 0.3633582341137123
4.934113712374582 0.372825222742475
5.000334448160536 0.3867239488294315
5.066555183946488 0.3931884170568562
5.132775919732442 0.4002250217391305
5.198996655518394 0.40784543913043475
5.265217391304348 0.418227943478261
5.331438127090301 0.4281466304347826
5.397658862876255 0.437505143478261
5.463879598662208 0.44445156287625437
5.530100334448161 0.45389050401337794
5.596321070234114 0.46642655284280937
5.662541806020068 0.47503829096989975
5.728762541806021 0.4847396755852843
5.794983277591974 0.49616076588628766
5.861204013377926 0.5063920501672241
5.92742474916388 0.5165902575250837
5.993645484949833 0.526879635451505
6.0598662207357865 0.5408037157190636
6.12608695652174 0.550708391304348
6.1923076923076925 0.560556076923077
6.258528428093646 0.57120618729097
6.324749163879599 0.5820184347826087
6.390969899665553 0.5929256521739131
6.4571906354515045 0.613951413311519
6.523411371237458 0.6317587353722366
6.589632107023411 0.6407588855744076
6.655852842809365 0.6495126488294316
6.722073578595318 0.6595815337792644
6.788294314381271 0.672372135117057
6.854515050167224 0.6848569751211598
6.920735785953178 0.6966151350093782
6.986956521739131 0.7069230990977992
7.053177257525085 0.719961167520936
7.119397993311037 0.7304534139802222
7.18561872909699 0.7414966265607866
7.251839464882943 0.753600602274081
7.318060200668897 0.7660202860830883
7.38428093645485 0.778497125901654
7.450501672240803 0.790883725083612
7.516722408026756 0.8032548782608696
7.5829431438127095 0.8156634521739129
7.649163879598663 0.8306930508361207
7.715384615384616 0.8459630000000004
7.781605351170569 0.8590223913043478
7.847826086956522 0.8704451739130435
7.914046822742475 0.8816839444816054
7.980267558528428 0.8945772541806022
8.046488294314383 0.9062923809364549
8.112709030100335 0.9200273595317725
8.178929765886288 0.9310906591973244
8.24515050167224 0.9419343016722407
8.311371237458193 0.9531191204013377
8.377591973244147 0.9664440568561874
8.4438127090301 0.9812634448160537
8.510033444816054 0.9970255652173914
8.576254180602007 1.0137866956521742
8.642474916387961 1.0265122842809364
8.708695652173914 1.0371318695652176
8.774916387959868 1.0487443377926422
8.84113712374582 1.0632199498327763
8.907357859531773 1.0784831020865058
8.973578595317726 1.086080020865058
9.039799331103678 1.1156723311833603
9.106020066889633 1.1352780809467318
9.172240802675585 1.1482524161795409
9.23846153846154 1.1626938285058563
9.304682274247492 1.1781876666953064
9.370903010033446 1.1935986671003527
9.437123745819399 1.2070189762878814
9.503344481605353 1.219014487610315
9.569565217391304 1.2335599059146563
9.635785953177258 1.246893243557528
9.70200668896321 1.2593815026755855
9.768227424749163 1.2778219909699
9.834448160535118 1.294232380267559
9.90066889632107 1.308787328762542
9.966889632107025 1.3250063762541808
10.033110367892977 1.341556762207358
10.099331103678931 1.356586286622074
10.165551839464884 1.3814118779264217
10.231772575250837 1.3958133672240804
10.29799331103679 1.3988045578595318
10.364214046822742 1.4128730568561871
10.430434782608696 1.425925704347826
10.496655518394649 1.4373768588628764
10.562876254180603 1.4527648842809366
10.629096989966555 1.4743092769230774
10.69531772575251 1.5034411692307699
10.761538461538462 1.5186148461538465
10.827759197324417 1.530262578595318
10.893979933110367 1.538496464882943
