Wavelength  Distance
448.3977981116255 1642.274920256444
449.3971501644136 1682.5489798841509
450.3844745514464 1681.5422893634886
451.3761467889908 1678.184202866989
452.3721956601692 1724.4834634271422
453.3559396999742 1733.592039154647
454.36075505153116 1779.0435703790579
455.35317636605953 1804.0399388978171
456.3330117978779 1727.9784383611045
457.33407696597885 1748.8664530493922
458.3224652531952 1754.4991662014043
459.3151349938384 1699.182925001281
460.3121140675873 1776.8856643260754
461.2961296129613 1776.5611820645377
462.2843612583155 1733.592039154647
463.2768361581921 1760.2866911139229
464.2735817008266 1831.4180112873087
465.2570261376102 1800.9742831345773
466.262319939348 1859.8723220067945
467.25421668439446 1782.9686873029764
468.23251741596556 1942.8381788450731
469.23282340823255 1809.5163212435607
470.2194357366771 1898.180203866192
471.21020572348004 1903.3937943285869
472.2051597051597 1972.9288840381992
473.2043242411419 1995.3035504967622
474.1894444658622 1909.5871119658666
475.17867490824807 1980.151995811178
476.1720413456699 2053.5780885181175
477.1695697715017 2085.0701154021667
478.15269786969367 2033.2900342944897
479.15855083755355 2003.3050344223475
480.14990045672795 2091.22425647909
481.14536066343294 1988.2978442874494
482.1260583254939 2102.2609483063743
483.1297380101339 2059.7431316248303
484.11855000590384 1990.9583886601724
485.1114178662986 2056.745180537998
486.0891558646854 2038.3366929519666
487.0901314747347 2120.738786401758
488.07587000515855 2010.2413297060573
489.065606361829 2037.6415659799738
490.05936491493685 2043.876292873286
491.05717023315236 1975.8725035705843
492.0590470856503 2061.606590429075
493.0452559425983 2032.5929000583187
494.03542595493434 2073.583569828589
495.02958103593994 2159.7984510214324
496.0277452917692 2009.3736624407434
497.00985938257634 2133.9847560653
497.9958702781489 2100.9746064382816
498.98580121703856 2160.819382243582
499.9796756229421 2120.004099544814
500.9775171065493 2101.57392731384
501.9793494674122 2149.1609782989517
502.9646289102433 2115.6892253225756
503.95378375056333 2060.0730484017163
504.9468368980664 2066.66550658071
505.94381144337956 2079.094491146836
506.92383778437187 2112.543972257238
507.92864222001975 2160.1919487664245
508.9163804874012 2163.34510009172
509.9079678301965 2170.28722751934
510.90342679127724 2110.5286345447903
511.8814765491698 2086.4689911154337
512.8846634976233 2092.9257611779644
513.870320855615 2134.386913378165
514.8597739640018 2115.706921739489
515.8530447911425 2136.009084682192
516.8501554752501 2171.970665674715
517.8511283260357 2146.4982288894576
518.8340996330198 2147.968612105436
519.8208097371313 2035.444364989853
520.8112800101621 2147.968612105436
521.8055319871033 2129.284177651117
522.8035873677052 1995.2196090659047
523.8054680180564 2018.6639941335657
524.7888045055039 2027.7371504199948
525.7758399589638 2033.83500323979
526.7665952890792 1981.2635635813183
527.7610915644041 1930.1525837320985
528.7593500128966 1911.1742342960351
529.738576166071 1972.8468145955453
530.7443365695793 1995.2196090659047
531.7309355006051 2012.1603076433614
532.7212092338343 2031.1783168146153
533.7151783389742 2024.8099672562064
534.7128635395383 2079.094491146836
535.6909542267323 2074.643710213368
536.6960467754603 2097.4380227613196
537.6814128344116 2153.9375965199124
538.6704037838311 2025.0963603481396
539.6630396630397 1973.4984288502276
540.6593406593407 2079.094491146836
541.6593271093888 2047.7537264043979
542.6390788370759 2103.9629667858135
543.6464088397789 2047.7537264043979
544.6333687566419 1958.9379254783505
545.6239187330879 1973.4984288502276
546.6180783930317 1955.1423851415987
547.615867503673 1851.2693643723583
548.5928370723874 1800.371799116389
549.5978552278821 1833.059336419173
550.5819158460162 1856.3507155023856
551.5695067264573 1754.6046443490125
552.5606469002696 1838.8962844871785
553.5553555355535 1875.7054829956103
554.5536519386835 1819.5435659602776
555.5304638453547 1781.1231069896703
556.5359033527894 1782.1354010920043
557.5197171607289 1817.9698981772385
558.5070153929981 1810.4402046542257
559.4978165938865 1791.0782361284396
560.4921394395078 1792.0976486757484
561.4900027389757 1853.1184320351372
562.4914254355879 1746.6323261920124
563.4706124879747 1774.0276459901672
564.4791188618633 1790.9852354860056
565.4652445752115 1879.901567382807
566.4548217739707 1782.1354010920043
567.4478686104446 1824.5572999535273
568.4444033644514 1779.7696033163575
569.4180824961808 1798.6264464657438
570.4215554421927 1824.5572999535273
571.4020254575862 1869.0480653275076
572.4125093075205 1897.5536446263102
573.3998414992309 1851.3777652017513
574.3905855982068 1910.2360705632882
575.3847593207653 1960.4308949724395
576.3823805060919 2020.6475190960468
577.3563650018776 1938.8223068243935
578.3608407391733 1917.7721184657682
579.3415288964251 1886.6366676746893
580.3529300745494 1897.0887393343237
581.3403913413366 1966.9862963507167
582.3312186345989 1900.8096113572758
583.3254291947263 1877.1763916365621
584.3230403800475 1904.3825976217981
585.2962169878658 1901.9625671509261
586.3005863005862 1881.864304863632
587.2803666921315 1806.1525637682464
588.2915630380714 1820.1676838061217
589.2780146600873 1775.2519777347704
590.2677800172761 1751.1547951417447
591.2608758352161 1751.1547951417447
592.2573189522342 1725.1577942499255
593.2285135526189 1674.5475211049052
594.2316053915648 1634.7848819817743
595.2092910718607 1548.2460604193088
