x	y
35.554115	3.551195551681666
19.768352	3.4334758773804093
43.519648	3.49573902863251
84.639814	3.818088261641108
29.28833	3.703941044210036
3.89345	3.284296769773067
84.647418	3.908552010766325
19.972158	3.4300998141488446
79.19138	3.8438791216379586
51.159523	3.87897573731684
82.0552	3.910269732874682
81.286585	3.9533960984743075
71.180797	3.7436660083170272
12.339965	3.4083244821600003
27.39593	3.4520578904562025
89.78953	3.9430602650685604
78.740379	3.8263591811457425
45.789829	3.659982825520838
66.422882	4.074008027089273
41.352306	3.6958687318666508
25.767917	3.4730216488518497
74.349536	3.8149305223141754
28.84823	3.5014467836833836
44.508938	3.7195850825522228
74.940858	3.8835299540861654
14.298221	3.4988188072494872
29.500152	3.592365561363618
80.770093	3.9659845348568514
34.894152	3.612734547620669
54.701532	3.8337473613827653
74.716636	3.747814183976776
40.842154	3.6581520276461927
83.267578	3.926199201277752
29.047442	3.5908555298828326
16.88119	3.442006334255695
37.963731	3.6425697897645013
6.135607	3.3391761075460873
51.646831	3.8481326568869467
9.552404	3.417312427233019
33.806514	3.6773698536413106
30.661335	3.476469984755208
87.539771	3.9397386842640914
34.358729	3.7631292375945242
6.860749	3.4003999098040283
83.745846	3.9174011491268064
80.942905	3.848680834536933
53.102543	3.6976775856444224
34.629164	3.803274039218045
57.557177	3.6006346860205776
41.746729	3.7355812133339446
9.724473	3.3505212420312627
74.352859	3.97091916175353
56.709334	3.851366070301222
29.557405	3.6535337517207163
27.178203	3.5059435749635295
8.128195	3.2863437159466278
43.408612	3.5734943129756154
72.448477	3.9346981052081857
49.275727	3.9839928550595896
62.644488	3.778306749548553
8.335098	3.4840575039174975
72.102253	3.967446426718634
68.983541	3.814386005972452
15.376725	3.372874503151044
30.239492	3.512522902816046
46.982674	3.8058547848834916
67.78898	3.805853526929007
63.180196	3.782470468383327
9.058474	3.29534211409657
26.63098	3.5850857286505224
30.21902	3.5903659710194655
43.520426	3.5093514659799583
89.88551	3.9609131672378752
21.25506	3.486253112481721
6.526267	3.333069220593434
38.530006	3.7035788170551918
62.719966	3.6956339379580037
44.519112	3.7015004269785794
44.134781	3.786119853994396
4.733527	3.031271427370553
66.716708	3.8062891750692778
10.454576	3.383565414660577
5.150176	3.083019806668051
32.400198	3.479964793207585
10.499742	3.2902152652324954
26.123856	3.581675666901869
39.362463	3.4773766345285226
26.035742	3.6377041673029185
82.477104	3.922245272111957
87.932352	3.8846493960915662
11.791267	3.4500806707364107
27.016091	3.550015852044011
57.063129	3.5846864010805852
10.697104	3.4083455301480168
18.477708	3.275281913907556
76.100657	3.978937832242641
42.19788	3.5017193775407165
3.686409	3.365283580838184
66.068474	3.7815320929161595
36.128393	3.436817594942248
64.315206	3.789047781295809
39.565292	3.5716367961738427
41.328748	3.7260672827258223
13.514982	3.1482334108042176
34.293529	3.4634019443935378
46.377422	3.732943731880157
37.371954	3.5858732036850003
48.816385	3.812974975718437
68.92906	3.9130663484137607
16.443483	3.6038498200962445
40.254626	3.74114947348348
36.003152	3.54745324346897
14.42391	3.2133635556142055
73.588083	3.8770283152405955
81.313524	3.9019330033373425
19.453147	3.6011611108873844
72.046919	3.940779866561551
12.092821	3.284740821052499
54.690595	3.666130308608444
56.503112	3.8059655949899422
11.928587	3.3389085693591394
54.958897	3.5809140405500406
23.036157	3.4298072464195752
72.12257	3.8473214693013156
73.286274	3.923172619983089
73.062864	4.0130613389707905
80.995814	3.9374377317118254
28.157197	3.6320675736524364
3.792336	3.164362816184413
47.613549	3.7300853080710734
34.612933	3.48260619420084
27.615123	3.492728354507844
50.943839	3.5699818439783435
21.422389	3.4082111365319805
80.398694	3.895888679557287
58.298047	3.89982088191498
81.656613	3.873272708179142
76.985667	3.7926610853727425
62.211882	3.924213928148653
83.836625	3.7310611389522172
28.787323	3.5625550579927525
46.262895	3.7277403549231836
3.760915	3.141469748605832
60.927313	3.5992249923116524
46.76611	3.70754589537721
52.282846	3.7054724172037186
81.33843	4.000222433915065
35.57189	3.578484112103448
15.876753	3.4653381074418914
45.53152	3.5748485956927216
51.027001	3.8749314419396352
57.07309	3.7490799335899583
5.028002	3.3642956343056722
8.269394	3.3618951185778214
42.707916	3.815018416566165
54.010466	3.723997854535482
3.008395	3.2633316291616543
84.909968	3.7755576865040283
84.613589	3.8762130359513516
33.273699	3.544518243047303
44.138889	3.753397419991023
3.2176	3.4843345575957883
37.037025	3.56294102802339
85.60362	3.7674516509813567
43.345797	3.5986231341785135
76.780798	3.839368507195162
28.291912	3.5256584458728337
7.722615	3.2669471086215096
78.849899	3.809133598378466
51.686927	3.7136215588793493
50.505108	3.813399058465273
89.532829	3.890312794279784
82.302793	3.9727582769129905
13.236466	3.328356147844914
15.260272	3.582126517584141
42.565515	3.5070371398314744
84.351716	3.904777280096877
20.805776	3.4069613536858383
49.620906	3.569552861651525
8.746216	3.1071510936472797
50.757076	3.8262947959485696
54.383752	3.785173356223911
63.869547	3.773800901117098
52.494142	3.647172423887074
22.790239	3.4243577755450416
79.182376	3.928035315968556
