time 	 count 
0.0 	 0.0010330331388049307 
1.0 	 0.005194077120128443 
2.0 	 0.01034295261974944 
3.0 	 0.014614212240686889 
4.0 	 0.017854346583425242 
5.0 	 0.01982208466058059 
6.0 	 0.021097122579310134 
7.0 	 0.021809928653351268 
8.0 	 0.022131476544688333 
9.0 	 0.02220955207101938 
10.0 	 0.021869072332132113 
11.0 	 0.021584507584846598 
12.0 	 0.021160081979302647 
13.0 	 0.02064187768705656 
14.0 	 0.020147888548653747 
15.0 	 0.019803006054522253 
16.0 	 0.019139804356232797 
17.0 	 0.018583589610378176 
18.0 	 0.018194826322312504 
19.0 	 0.017518709875306633 
20.0 	 0.01715034601987257 
21.0 	 0.016635076897789303 
22.0 	 0.01619348054679285 
23.0 	 0.01564196207319874 
24.0 	 0.015174682983277602 
25.0 	 0.01482451718285303 
26.0 	 0.014381012971250742 
27.0 	 0.01387029336291985 
28.0 	 0.013511468810514954 
29.0 	 0.01309496816441062 
30.0 	 0.012659095395231669 
31.0 	 0.012385684294564872 
32.0 	 0.01197182530160708 
33.0 	 0.011579833326362305 
34.0 	 0.011368941350163598 
35.0 	 0.010996321497993445 
36.0 	 0.010640872391275794 
37.0 	 0.010346181306928543 
38.0 	 0.01007482482537572 
39.0 	 0.009840745004890728 
40.0 	 0.009539009512152705 
41.0 	 0.009301407487472328 
42.0 	 0.009015081638089116 
43.0 	 0.008753998252106168 
44.0 	 0.008458866892234494 
45.0 	 0.00830917321393061 
46.0 	 0.008051612032143048 
47.0 	 0.007723900283464058 
48.0 	 0.007600769895133708 
49.0 	 0.007366396557632433 
50.0 	 0.00711558626721936 
51.0 	 0.006954738942296756 
52.0 	 0.006837185377275766 
53.0 	 0.006597675491989554 
54.0 	 0.006389131651921106 
55.0 	 0.0062529397563662005 
56.0 	 0.006087689676199366 
57.0 	 0.005835118283688599 
58.0 	 0.005711841136850107 
59.0 	 0.005553782223582184 
60.0 	 0.005437255968118181 
61.0 	 0.005244121771404545 
62.0 	 0.005113946974683424 
63.0 	 0.004988028174698393 
64.0 	 0.004842150217606178 
65.0 	 0.00467513903534165 
66.0 	 0.0045976505430431695 
67.0 	 0.004492424692706029 
68.0 	 0.004336126881535798 
69.0 	 0.004289457675946941 
70.0 	 0.004130077936105749 
71.0 	 0.0040326302867000835 
72.0 	 0.003911407758975567 
73.0 	 0.0038438988452306785 
74.0 	 0.00373485727368187 
75.0 	 0.0036730719417544834 
76.0 	 0.003547740175802017 
77.0 	 0.0034065584909703157 
78.0 	 0.0033336195124242084 
79.0 	 0.0032865100313109277 
80.0 	 0.0032074071954228955 
81.0 	 0.0031045294812160115 
82.0 	 0.0030029725935823972 
83.0 	 0.002938252091492189 
84.0 	 0.0028639922863728123 
85.0 	 0.0027813672462893946 
86.0 	 0.0027666913954752883 
87.0 	 0.0026563289973532103 
88.0 	 0.00255946838198011 
89.0 	 0.002522044962404139 
90.0 	 0.002482860440730476 
91.0 	 0.0024037576048424438 
92.0 	 0.0023271496635928098 
93.0 	 0.0022589069573072163 
94.0 	 0.0021905174925134817 
95.0 	 0.0022095960985718194 
96.0 	 0.0020916022580264064 
97.0 	 0.0020610764883330656 
98.0 	 0.002007069357337155 
99.0 	 0.0019422020967388058 
100.0 	 0.001904191643130271 
101.0 	 0.0018657409139973128 
102.0 	 0.0018098259223955685 
103.0 	 0.0017700543666893409 
104.0 	 0.0017335114981622166 
105.0 	 0.0017050403475828506 
106.0 	 0.0016784770576093186 
107.0 	 0.0016008418068026971 
108.0 	 0.0015512374310510185 
109.0 	 0.0015466879172986454 
110.0 	 0.001518950559259985 
111.0 	 0.0014956159564655561 
112.0 	 0.0014344176585707337 
113.0 	 0.001423557528968295 
114.0 	 0.001375273979789886 
115.0 	 0.0012996933480972392 
116.0 	 0.0013079118245531386 
117.0 	 0.0013004271406379445 
118.0 	 0.001243631597987354 
119.0 	 0.0012266076110429907 
120.0 	 0.0012038600422811263 
121.0 	 0.0011668768982295787 
122.0 	 0.0011407538837804698 
123.0 	 0.0011121359746929628 
124.0 	 0.0010776477252798134 
125.0 	 0.001086453235768277 
126.0 	 0.00105504691502609 
127.0 	 0.0010163026688768497 
128.0 	 0.0010124869476651822 
129.0 	 0.000997370821326653 
130.0 	 0.000942483139281896 
131.0 	 0.0009433636903307423 
132.0 	 0.0009135717131781068 
133.0 	 0.0008953736581686153 
134.0 	 0.0008780561542079701 
135.0 	 0.0008578034800845036 
136.0 	 0.0008400457005994351 
137.0 	 0.0008219944040980846 
138.0 	 0.0007880931887174994 
139.0 	 0.0007920556684373081 
140.0 	 0.0007710692017731363 
141.0 	 0.0007615298987439673 
142.0 	 0.0007445059117996042 
143.0 	 0.000722492135578445 
144.0 	 0.0007122190400085707 
145.0 	 0.0007100176623864548 
146.0 	 0.0006853622330187564 
147.0 	 0.0007006251178654268 
148.0 	 0.0006665771439767006 
149.0 	 0.0006529286027195819 
150.0 	 0.0006428022656578487 
151.0 	 0.0006262185542379087 
152.0 	 0.0005973071281341197 
153.0 	 0.000593491406922452 
154.0 	 0.0005845391379258473 
155.0 	 0.0005683957020303305 
156.0 	 0.0005720646647338571 
157.0 	 0.0005769076955025121 
158.0 	 0.0005388972418939773 
159.0 	 0.0005319995920113474 
160.0 	 0.0005248084251124354 
161.0 	 0.0005177640167216644 
162.0 	 0.0005116001593797398 
163.0 	 0.0004939891384028124 
164.0 	 0.0004844498353736435 
165.0 	 0.0004775521854910136 
166.0 	 0.000464050402742036 
167.0 	 0.00046111523257921474 
168.0 	 0.0004518694465663279 
169.0 	 0.00044130283398017146 
170.0 	 0.0004392482148661966 
171.0 	 0.0004181149896938838 
172.0 	 0.00041209789086010026 
173.0 	 0.0004088692036809969 
174.0 	 0.0004135654759415109 
175.0 	 0.0003830397062481701 
176.0 	 0.0003818656381830416 
177.0 	 0.00039008411463894104 
178.0 	 0.0003845072913295807 
179.0 	 0.0003670430288607944 
180.0 	 0.0003605856545025877 
181.0 	 0.00034106677291982656 
182.0 	 0.00035794400135604864 
183.0 	 0.00034502925263963524 
184.0 	 0.0003425343580012372 
185.0 	 0.0003303534018255291 
186.0 	 0.00032008030625565477 
187.0 	 0.000325363612548733 
188.0 	 0.0003299131263011059 
189.0 	 0.0003040836288682791 
190.0 	 0.00029102212164372465 
191.0 	 0.00030320307781943275 
192.0 	 0.00029102212164372465 
193.0 	 0.0002808957845819914 
194.0 	 0.00029175591418442997 
195.0 	 0.00028940777805417294 
196.0 	 0.0002850050228099411 
197.0 	 0.0002756124782889132 
198.0 	 0.000270329171995835 
199.0 	 0.00026064311045852494 
200.0 	 0.0002465542936769831 
201.0 	 0.0002550662871491646 
202.0 	 0.0002478751202502526 
203.0 	 0.0002593222838852554 
204.0 	 0.0002483153957746758 
205.0 	 0.0002469945692014062 
206.0 	 0.00024171126290832803 
207.0 	 0.0002334927864524286 
208.0 	 0.00022791596314306826 
209.0 	 0.00022292617386627218 
210.0 	 0.00022116507176857944 
211.0 	 0.00021544148995107805 
212.0 	 0.0002126530782963979 
213.0 	 0.00021045170067428198 
214.0 	 0.00020619570393819119 
215.0 	 0.00020986466664171772 
216.0 	 0.00020164619018581828 
217.0 	 0.00019841750300671494 
218.0 	 0.00019151985312408504 
219.0 	 0.0002004721221206898 
220.0 	 0.00019225364566479035 
221.0 	 0.00018858468296126382 
222.0 	 0.00018741061489613533 
223.0 	 0.000184181927717032 
224.0 	 0.00017831158739138952 
225.0 	 0.00018198055009491606 
226.0 	 0.00017112042049247754 
227.0 	 0.0001810999990460697 
228.0 	 0.0001708269034761954 
229.0 	 0.00016348897806914232 
230.0 	 0.00016789173331337417 
231.0 	 0.0001667176652482457 
232.0 	 0.00016466304613427083 
233.0 	 0.0001605538079063211 
234.0 	 0.00015849918879234625 
235.0 	 0.00014895988576317726 
236.0 	 0.0001586459473004873 
237.0 	 0.00016451628762612978 
238.0 	 0.0001499871953201647 
239.0 	 0.00014705202515734347 
240.0 	 0.00013604513704676386 
241.0 	 0.00014661174963292027 
242.0 	 0.00014147520184798313 
243.0 	 0.00014030113378285465 
244.0 	 0.00013604513704676386 
245.0 	 0.00013751272212817448 
246.0 	 0.0001370724466037513 
247.0 	 0.0001336970009165069 
