time 	 count 
0.0 	 0.000990927267033547 
1.0 	 0.005084935058678223 
2.0 	 0.010072967285165874 
3.0 	 0.0140791055594852 
4.0 	 0.01710033877668113 
5.0 	 0.019152269935157222 
6.0 	 0.020424051173454975 
7.0 	 0.02116888904461472 
8.0 	 0.021368990655720115 
9.0 	 0.021364063393066356 
10.0 	 0.021126186101615485 
11.0 	 0.020915408754760282 
12.0 	 0.02047359753680665 
13.0 	 0.02000742374239833 
14.0 	 0.019607494257001642 
15.0 	 0.01900636821324317 
16.0 	 0.018625874041647415 
17.0 	 0.01799710057966508 
18.0 	 0.017573355991441893 
19.0 	 0.017060920675451063 
20.0 	 0.016723403183668644 
21.0 	 0.01612829934982032 
22.0 	 0.015790781858037898 
23.0 	 0.015208269917638068 
24.0 	 0.014844199954888173 
25.0 	 0.014376110002781167 
26.0 	 0.013870791843956877 
27.0 	 0.013573513663846813 
28.0 	 0.013214918437378872 
29.0 	 0.012831413160828043 
30.0 	 0.012427377623219889 
31.0 	 0.0120509895038356 
32.0 	 0.011718673011521035 
33.0 	 0.011455064459544985 
34.0 	 0.011077855129718402 
35.0 	 0.010724187165904219 
36.0 	 0.01049424824206218 
37.0 	 0.010130725752940481 
38.0 	 0.009896954513701074 
39.0 	 0.009717656900467105 
40.0 	 0.009328129414006127 
41.0 	 0.009094905648394916 
42.0 	 0.008848816252521116 
43.0 	 0.00861504501328171 
44.0 	 0.008338023357414874 
45.0 	 0.008225243790006635 
46.0 	 0.00790004445485861 
47.0 	 0.007690909528887993 
48.0 	 0.007452211026994829 
49.0 	 0.007222819576780987 
50.0 	 0.0070479017525725786 
51.0 	 0.006937859553305318 
52.0 	 0.006679999474425317 
53.0 	 0.006500701861191347 
54.0 	 0.006331806246893087 
55.0 	 0.006234082204260221 
56.0 	 0.006117744058268713 
57.0 	 0.005866179926112959 
58.0 	 0.005701664100840263 
59.0 	 0.005571091640515676 
60.0 	 0.0054115030778967375 
61.0 	 0.005237680200944721 
62.0 	 0.00515911773529869 
63.0 	 0.004976809017109646 
64.0 	 0.004881548605803658 
65.0 	 0.004709641886550325 
66.0 	 0.004600420897725357 
67.0 	 0.004470669647843063 
68.0 	 0.0044088051278569915 
69.0 	 0.004206239885424719 
70.0 	 0.004071561372888668 
71.0 	 0.0040630755316516404 
72.0 	 0.003961245436807309 
73.0 	 0.003817533609406035 
74.0 	 0.0037381499333177123 
75.0 	 0.003694899516690281 
76.0 	 0.0035908795273331684 
77.0 	 0.0034592121197521914 
78.0 	 0.0033587507089783484 
79.0 	 0.0032484347728969896 
80.0 	 0.0032095641452951212 
81.0 	 0.0031594703083152485 
82.0 	 0.003097879525143274 
83.0 	 0.00295060911915873 
84.0 	 0.002922961700934866 
85.0 	 0.0028219528165328274 
86.0 	 0.002806897291757456 
87.0 	 0.0026935702507210227 
88.0 	 0.0026651016220548655 
89.0 	 0.002602689628440598 
90.0 	 0.0025482160024351626 
91.0 	 0.002423665752020725 
92.0 	 0.002404230438219791 
93.0 	 0.002343460865490109 
94.0 	 0.0022739317147093025 
95.0 	 0.002264624663029982 
96.0 	 0.0022044025639284958 
97.0 	 0.002127756255981149 
98.0 	 0.002066986683251468 
99.0 	 0.001988424217605438 
100.0 	 0.001998826216541149 
101.0 	 0.0019325819075295143 
102.0 	 0.0019342243284141004 
103.0 	 0.0017957135004806819 
104.0 	 0.0018345841280825502 
105.0 	 0.0017428822953598326 
106.0 	 0.0017097601408540151 
107.0 	 0.0016974419842196201 
108.0 	 0.0016796490913032719 
109.0 	 0.0016284603070670085 
110.0 	 0.0015964330998175817 
111.0 	 0.0015334736325751188 
112.0 	 0.0015362110007160956 
113.0 	 0.0014814636378965625 
114.0 	 0.0014894020055053949 
115.0 	 0.0014143981184426347 
116.0 	 0.0013714214386293011 
117.0 	 0.0013207801280212333 
118.0 	 0.0013862032265905752 
119.0 	 0.0013109256027137174 
120.0 	 0.0012679489229003838 
121.0 	 0.0012624741866184305 
122.0 	 0.001222234874946074 
123.0 	 0.001178710721504545 
124.0 	 0.001195134930350405 
125.0 	 0.0011417562516013605 
126.0 	 0.0011135613597493008 
127.0 	 0.0011154775174479846 
128.0 	 0.0010727745744487488 
129.0 	 0.0010700372063077721 
130.0 	 0.0010421160512698103 
131.0 	 0.0010237756847252667 
132.0 	 0.0009870949516361798 
133.0 	 0.000976145479072273 
134.0 	 0.0009389172723549906 
135.0 	 0.0009342637465153304 
136.0 	 0.0008934769612147783 
137.0 	 0.0008740416474138441 
138.0 	 0.0009099011700606382 
139.0 	 0.0008532376495424215 
140.0 	 0.000839003335209343 
141.0 	 0.0008086185488445022 
142.0 	 0.0007905519191140563 
143.0 	 0.0007880882877871773 
144.0 	 0.0007932892872550329 
145.0 	 0.000765368132217071 
146.0 	 0.0007382681876214023 
147.0 	 0.0007505863442557972 
148.0 	 0.0007473015024866252 
149.0 	 0.0007368995035509139 
150.0 	 0.0006952915078080689 
151.0 	 0.0006602531956035678 
152.0 	 0.0006922804028529945 
153.0 	 0.0006443764603859032 
154.0 	 0.0006410916186167312 
155.0 	 0.0006082432009250114 
156.0 	 0.0006397229345462429 
157.0 	 0.0006271310410977503 
158.0 	 0.0006093381481814021 
159.0 	 0.0006079694641109137 
160.0 	 0.0005658139947398733 
161.0 	 0.0005721099414641197 
162.0 	 0.0005847018349126122 
163.0 	 0.0005647190474834827 
164.0 	 0.0005628028897847991 
165.0 	 0.0005373453660737162 
166.0 	 0.0005302282089071769 
167.0 	 0.0005425463655415718 
168.0 	 0.000520373683599661 
169.0 	 0.0005173625786445867 
170.0 	 0.0005023070538692151 
171.0 	 0.000515446420945903 
172.0 	 0.00045549805865851444 
173.0 	 0.00045933037405588174 
174.0 	 0.00047329095157486265 
175.0 	 0.0004683636889211047 
176.0 	 0.0004609727949404677 
177.0 	 0.0004582354267994911 
178.0 	 0.0004330516399025059 
179.0 	 0.0004319566926461152 
180.0 	 0.00042648195636416195 
181.0 	 0.00042264964096679465 
182.0 	 0.0004136163261015717 
183.0 	 0.0004136163261015717 
184.0 	 0.0003917173809737585 
185.0 	 0.0003900749600891725 
186.0 	 0.00037310327761511726 
187.0 	 0.00039691838044161415 
188.0 	 0.00037775680345477757 
189.0 	 0.00036872348858955467 
190.0 	 0.00036872348858955467 
191.0 	 0.00037255580398692196 
192.0 	 0.00036160633142301533 
193.0 	 0.00035531038469876905 
194.0 	 0.00035394170062828074 
195.0 	 0.00034353970169256947 
196.0 	 0.0003410760703656905 
197.0 	 0.0003314952818722722 
198.0 	 0.00031534480984051 
199.0 	 0.0002942670751549898 
200.0 	 0.00032246196700704927 
201.0 	 0.00032766296647490493 
202.0 	 0.0003057640213470917 
203.0 	 0.00031014381037265437 
204.0 	 0.0003027529163920174 
205.0 	 0.0003016579691356267 
206.0 	 0.00030138423232152907 
207.0 	 0.00027291560365537193 
208.0 	 0.00026388228879014897 
209.0 	 0.00025922876295048867 
210.0 	 0.0002830438657769855 
211.0 	 0.0002699044987002976 
212.0 	 0.00029070849657172014 
213.0 	 0.00027182065639898127 
214.0 	 0.0002652509728606373 
215.0 	 0.00024389950136101944 
216.0 	 0.00025731260525180505 
217.0 	 0.0002491005008288751 
218.0 	 0.0002496479744570704 
219.0 	 0.00023459244968169883 
220.0 	 0.00024855302720067974 
221.0 	 0.00024116213322004278 
222.0 	 0.00023787729145087082 
223.0 	 0.0002269278188869642 
224.0 	 0.00023596113375218717 
225.0 	 0.0002206318721627179 
226.0 	 0.00022638034525876888 
227.0 	 0.00022145308260501092 
228.0 	 0.00021324097818208097 
229.0 	 0.00021406218862437396 
230.0 	 0.00020749250508603 
231.0 	 0.00021159855729749498 
232.0 	 0.00020420766331685802 
233.0 	 0.00021132482048339733 
234.0 	 0.000208313715528323 
235.0 	 0.0002061238210155417 
236.0 	 0.00019134203305426776 
237.0 	 0.00018696224402870514 
238.0 	 0.00018203498137494718 
239.0 	 0.00017957135004806817 
240.0 	 0.00019052082261197478 
241.0 	 0.00018039256049036119 
242.0 	 0.0001850460863300215 
243.0 	 0.00018422487588772848 
244.0 	 0.00018449861270182616 
245.0 	 0.00019709050615031873 
246.0 	 0.00017738145553528687 
247.0 	 0.00016588450934318494 
248.0 	 0.0001801188236762635 
249.0 	 0.00017272792969562657 
250.0 	 0.0001754652978366032 
251.0 	 0.0001724541928815289 
252.0 	 0.00017354914013791955 
253.0 	 0.00016971682474055226 
254.0 	 0.00015876735217664565 
255.0 	 0.00016013603624713397 
256.0 	 0.00015493503677927833 
257.0 	 0.0001653370357149896 
258.0 	 0.00014644919554225073 
259.0 	 0.00015329261589469237 
260.0 	 0.00016205219394581762 
261.0 	 0.00013768961749112545 
262.0 	 0.000156851194477962 
263.0 	 0.00015192393182420402 
264.0 	 0.00014863909005503206 
265.0 	 0.00014015324881800443 
266.0 	 0.00014206940651668808 
267.0 	 0.0001379633543052231 
268.0 	 0.0001341310389078558 
269.0 	 0.00013467851253605114 
270.0 	 0.00013905830156161377 
271.0 	 0.0001294775130681955 
272.0 	 0.0001327623548373675 
273.0 	 0.00013385730209375813 
274.0 	 0.00013002498669639084 
275.0 	 0.0001333098284655628 
276.0 	 0.0001264664081131212 
277.0 	 0.00013303609165146515 
278.0 	 0.00011743309324789825 
279.0 	 0.00011496946192101926 
280.0 	 0.00012619267129902352 
281.0 	 0.00012619267129902352 
