bin value xlow xhigh ylow yhigh
0.98 92.86789046042733 12.5 12.5 0.455383033589396 0.4381606168386898
2.94 92.86789046042733 12.5 12.5 0.455383033589396 0.4381606168386898
4.9 92.86789046042733 12.5 12.5 0.455383033589396 0.4381606168386898
6.859999999999999 92.59705085765874 12.5 12.5 0.46306023304562016 0.4459474103698069
8.82 91.66415889256696 12.5 12.5 0.4882007525789711 0.47146338818009337
10.780000000000001 91.09238639783328 12.5 12.5 0.5027063119761976 0.48620060102450013
12.74 90.37014745711707 12.5 12.5 0.5201597980705852 0.5039438166334675
14.7 89.8585615407764 12.5 12.5 0.5319836914836507 0.5159735865955084
16.66 89.10622931086368 12.5 12.5 0.5486300173106584 0.5329221198402512
18.62 88.35389708095094 12.5 12.5 0.5644638937576496 0.5490586249338958
20.580000000000002 87.60156485103822 12.5 12.5 0.5795532343750964 0.5644513892869241
22.54 86.93951248871502 12.5 12.5 0.5922634565207474 0.5774268536019478
24.5 86.27746012639182 12.5 12.5 0.604475671263327 0.5899064307314905
26.46 85.64550105326512 12.5 12.5 0.6156979174879895 0.601382067692946
28.419999999999998 85.22419500451399 12.5 12.5 0.6229547905018618 0.6088079196030383
30.38 84.80288895576287 12.5 12.5 0.6300394549893618 0.6160614877096293
32.339999999999996 84.56214264219079 12.5 12.5 0.6340123295138445 0.6201317776733273
34.3 84.23111646102919 12.5 12.5 0.6393887051594049 0.6256411771786041
36.26 84.05055672585013 12.5 12.5 0.6422795297801986 0.6286049868253984
38.22 83.65934396629552 12.5 12.5 0.6484451574540362 0.6349278455508811
40.18 83.17785133915136 12.5 12.5 0.6558543222656255 0.642529411667847
42.13999999999999 82.66626542281071 12.5 12.5 0.6635151589113653 0.6503968252674408
44.099999999999994 82.24495937405959 12.5 12.5 0.6696672595613129 0.6567178133651819
46.059999999999995 81.85374661450496 12.5 12.5 0.6752561902894527 0.6624638487184975
48.019999999999996 81.3120674089678 12.5 12.5 0.6828037051571312 0.6702293143027171
49.98 80.86066807102016 12.5 12.5 0.6889294402446899 0.6765355843444953
51.94 80.61992175744808 12.5 12.5 0.6921368897042535 0.6798393519554136
53.9 80.43936202226904 12.5 12.5 0.69451510022982 0.6822910795191373
55.85999999999999 80.0180559735179 12.5 12.5 0.6999780074272821 0.6879226667296345
57.81999999999999 79.59674992476677 12.5 12.5 0.7053197280444956 0.6934346490832022
59.779999999999994 79.35600361119471 12.5 12.5 0.7083197722241419 0.6965307633442053
61.739999999999995 78.81432440565754 12.5 12.5 0.7149319907288842 0.7033591961594143
63.699999999999996 78.42311164610291 12.5 12.5 0.7195899666171734 0.7081757774023201
65.66 78.18236533253085 12.5 12.5 0.7224092906805368 0.7110919237159896
67.62 78.00180559735179 12.5 12.5 0.7244998546557135 0.7132560908220009
69.58 77.7008727053867 12.5 12.5 0.727941589074832 0.7168173463064309
71.54 77.30965994583208 12.5 12.5 0.7323339038913024 0.7213663382633961
73.5 76.79807402949143 12.5 12.5 0.7379406293309798 0.7271799732617823
75.46000000000001 76.37676798074028 12.5 12.5 0.7424458563366265 0.7318528230789156
77.42 76.10592837797171 12.5 12.5 0.7452877403590907 0.7348048207897917
79.38000000000001 75.62443575082757 12.5 12.5 0.7502400455595581 0.7399507771919667
81.34 75.32350285886248 12.5 12.5 0.7532713370294708 0.7431015542970765
83.3 75.02256996689738 12.5 12.5 0.7562525714325474 0.746204369735437
85.26 74.72163707493229 12.5 12.5 0.7591857847344841 0.7492583735708269
87.22 74.21005115859164 12.5 12.5 0.7640623441936834 0.7543410852359211
89.18 73.90911826662654 12.5 12.5 0.7668679144615331 0.7572669194856552
91.14 73.63827866385796 12.5 12.5 0.7693533320198176 0.7598604275640852
93.10000000000001 73.4577189286789 12.5 12.5 0.7709889165230632 0.7615694214479496
95.06 73.24706590430334 12.5 12.5 0.7728775918278252 0.7635412566985078
