bin value xlow xhigh ylow yhigh
1170.0 82.3051459524526 12.5 12.5 0.6687970522848308 0.6558232213801918
1186.0 82.45561239843515 12.5 12.5 0.6666087764236162 0.6535747218920251
1202.0 82.48570568763166 12.5 12.5 0.6661691066528252 0.6531227662257888
1218.0 82.48570568763166 12.5 12.5 0.6661691066528252 0.6531227662257888
1234.0 82.51579897682817 12.5 12.5 0.6657284877102931 0.6526703295515968
1250.0 82.5759855552212 12.5 12.5 0.6648452518645875 0.651763151960727
1266.0 82.66626542281071 12.5 12.5 0.6635151589113653 0.6503968252674408
1282.0 82.75654529040024 12.5 12.5 0.6621783342917076 0.64902419975289
1298.0 82.81673186879325 12.5 12.5 0.6612840041449242 0.6481049507203185
1314.0 82.84682515798977 12.5 12.5 0.6608355649505127 0.6476444075299348
