mass	ucl	median	nsig1	psig1	nsig2	psig2
5 25047.0820249388 64845.89234134686 42538.12260964238 99794.78805899364 25329.383955752575 151570.3262558048
7 376.0189108497957 896.6097030882177 557.9592138741947 1709.026025498486 380.0770121854537 2585.074079576257
10 41.1168200643585 59.98598430721245 33.887360648866874 108.213728914066 20.517887214939247 164.85742291286678
12 11.40387319629476 22.65794521089187 11.793680278558002 41.936482231687734 7.295124639563388 64.61652073314721
14 4.734188610634075 11.831556312017497 6.252706625824972 21.275970523256248 3.5988172392545597 31.940177679123973
21 1.046350300627265 3.83656908019837 1.9426104659370869 7.129196014121511 1.094446548233391 11.059430872576716
33 1.0203549429791894 2.4312267848073703 1.169550393341382 4.392234402350931 0.5841025471050718 6.858014287419144
50 1.7704364372683308 2.19903877040071 1.1066273863681866 4.220354503398096 0.5681925178904603 6.562419369920822
100 3.571430349170026 3.2325453893390175 1.4662951561359945 6.037335369574535 0.8023292323282223 8.815062168919505
200 7.129161791854967 5.806442263054694 2.5820027193879604 10.520142080530515 1.2777152622066827 15.993624847918431
400 13.97876984275725 10.929231066811806 5.275656943173607 19.946658122882866 2.566595589243368 29.98382761147496
1000 35.39093941156871 27.223208414752783 12.23571716988652 48.888135525772206 6.256533767795497 71.77463730237287
4000 141.4838160797072 103.95366273001818 47.426087875558395 190.23307883703762 22.684095545850937 280.2764715520185
10000 346.891747479154 258.97422732934575 119.57225210767702 482.0917148871133 58.544701058896365 703.8959704295955
