mass	ucl	median	nsig1	psig1	nsig2	psig2
5 8.287420210979196 21.088397909972446 14.555207250761827 35.10653118116474 8.40716468511013 51.42439157563601
7 0.17490802944121267 0.4227673582493556 0.2787590775471397 0.7744406448602642 0.18152042780732788 1.1872250121831265
10 0.028107355409236416 0.03841179795199962 0.023665692517914356 0.07306715620713504 0.01442170958904979 0.11132930131183266
12 0.009842543650250538 0.017463571324869052 0.00948053215262031 0.03240163018471052 0.006354295216103338 0.048068516878623395
14 0.004533336336754906 0.010767780035089592 0.005575790314933389 0.01915851190877261 0.003353174992596166 0.0294261184175791
21 0.0012749373625356056 0.004417923394232889 0.0023214608529589934 0.008479982712053876 0.0012654771340338809 0.01316205962086803
33 0.0013630153109599815 0.0035452363020877617 0.001672517311891463 0.00630217432111434 0.0008356058280907842 0.009374446545823947
50 0.002606344757552667 0.0036172201836777483 0.0016448982649908941 0.006369028531159825 0.0008266956502245635 0.010164811174064847
100 0.005680830939175832 0.005129031053918686 0.0023629996481104375 0.00987425787853155 0.001210060377050092 0.014598178844265541
200 0.011771840914604636 0.009137585748719182 0.004284098725748522 0.017398899096869154 0.0022524748342484893 0.026536142301813344
400 0.023046986459626623 0.017632322992576905 0.008745916281366846 0.033121310814756576 0.004230510290778994 0.051811778251635875
1000 0.056793497400625344 0.04345515818750997 0.020785932390944433 0.08069202644059492 0.009731043062421525 0.11930514137438465
4000 0.23532099103564894 0.17661125767497887 0.08038957352405768 0.3213958624378276 0.04000397960308283 0.4778890336107018
10000 0.5643467926314538 0.4388475697264718 0.1961038401844477 0.789926822220726 0.1055417430346795 1.1936419583748403
