mass	ucl	median	nsig1	psig1	nsig2	psig2
5 3197.7375441945155 8300.55764405986 5631.605799808183 13476.4752105892 3273.6517476747126 19872.943377815587
7 31.521571187344932 73.95146444267814 47.48959746848809 135.78745760983958 32.73123566787236 210.5497238496607
10 1.9086394973400092 2.799725341685679 1.6598276894400836 5.456348730500663 1.0035789789576268 7.927484353831508
12 0.4190255417424981 0.832628473698658 0.4491544877833466 1.5387670536388078 0.25748303432082603 2.2650213804834904
14 0.12500287982135946 0.34791950513306313 0.1890210374681779 0.6390819766381788 0.10968625509334186 0.9970479784166588
21 0.020801163934648897 0.07480908856104977 0.03633212012821484 0.1349435890347929 0.019583683178810513 0.21502938922900963
33 0.03403503878654875 0.024397398022135437 0.011527851673848798 0.044504564183614856 0.005661851786296826 0.06533668049232762
50 0.02792722474431536 0.013306868645214222 0.006299887384114574 0.024178045196722595 0.0029536516091596835 0.035423093263631154
100 0.02877327336305211 0.011882183392173439 0.0056045521236120065 0.021154462917939043 0.0029262923072668565 0.032708775015600586
200 0.04549545351226205 0.017247848787320587 0.008281251465844476 0.033186102177296534 0.004416375374553578 0.05141405768980534
400 0.08350309857054238 0.03367810328283041 0.015405026893572375 0.06070471457759085 0.008646957706362481 0.09421367546536821
1000 0.1950838752176289 0.07660033953013388 0.03624142344381571 0.1437254094962854 0.019896763766564962 0.21267746471810367
4000 0.7477534192647831 0.3072656764360907 0.14529189250414323 0.5577276770766569 0.07404772078658907 0.8277900307815095
10000 1.8821448265871374 0.7357845791284786 0.35598117374915034 1.3657161458865765 0.19305089351132426 2.101129029167914
