mass	ucl	median	nsig1	psig1	nsig2	psig2
5 55.81519960397964 141.46329721481888 102.60721791237121 212.27932661558143 56.63550787374249 334.8112813953911
7 0.9546159116830285 2.2696313264731685 1.2772616063039923 3.8801750503755716 0.9598063527575733 6.25650251093189
10 0.13032374400801716 0.1754190502877192 0.1086538520613605 0.3287138106431474 0.0657255510532971 0.4978270475965684
12 0.04437869257319256 0.0725493674337034 0.042740811522054424 0.13807195857688573 0.02513124073080997 0.20344522113353436
14 0.018491626907056708 0.04246577147513865 0.02108482579581539 0.077101679846482 0.013891870526829983 0.11770476451279972
21 0.004919592288116746 0.016473052257966185 0.00814921633815309 0.029510353059772492 0.004961468360893814 0.045481705252363135
33 0.0041478946383250006 0.011010352756997818 0.005284827099488623 0.020565527396679825 0.00281605168087628 0.030770577631359132
50 0.007265993197608588 0.01083626475758537 0.005054413121793749 0.019362110057316397 0.0024992548532191718 0.03169297252553165
100 0.015419045172057281 0.015920700775357618 0.007201251256663413 0.02819065176424631 0.0035730827686762316 0.04367145787608562
200 0.032490584938216646 0.030020519688082826 0.014183117568761946 0.05170233632411084 0.006266483087238189 0.07999050912968442
400 0.06442132243130534 0.053889290028317084 0.02491707379236522 0.09837196208255222 0.012961992272582138 0.14908832365860156
1000 0.14730516024374635 0.12776318590207433 0.05927324978552536 0.23896934743832682 0.026454184419873197 0.35078282056913046
4000 0.611267482174706 0.5020596571053173 0.2311327553056624 0.9116955373811356 0.11735017428323362 1.387491824517378
10000 1.4664224975371212 1.2245650470228462 0.5775822094133923 2.3594119986117668 0.3033953164840303 3.4645687271425687
