mass	ucl	median	nsig1	psig1	nsig2	psig2
5 90418254.11957252 223222378.5677676 157483965.94191054 370701884.39937323 91407441.40758371 564901929.7896968
7 877102.5759862273 1960853.5429981216 1320144.8606235415 3836874.4394649426 895402.8684670295 5759052.863686825
10 53548.419511114786 77777.25812487594 43269.53912741097 143815.44379500984 27321.248048300928 219149.785916158
12 11441.502755950514 22340.51346300587 12239.084229852067 40897.48280829433 7292.823101053999 59369.870761235805
14 3067.4717003133774 9501.489503782695 4916.947153859045 16827.908334998723 2692.9792862643844 25989.16615266076
21 519.0158399819776 1850.9493113166193 902.0196679105421 3372.58439954099 478.43427342635823 5196.109586932005
33 897.6110717670839 539.8063751378243 242.9442500217919 951.3737409410099 118.80661149835312 1381.7510538475096
50 532.8995758769514 240.325195931175 110.75746065025999 425.42460443616505 56.28064273816979 625.3602588914245
100 475.0612692922369 172.83561795547143 86.61755507575418 309.9197798920609 47.65106794860239 505.5572845651732
200 737.8535377954191 268.60346529845975 140.30211323348684 505.93620100692965 72.73019610731156 775.6340515864116
400 1317.9666531982798 485.21024951579767 223.5341410358559 912.3351289514335 127.40713332648781 1388.9813810800742
1000 3040.339705354596 1176.3558804182449 546.3458430586817 2015.459313497272 299.5661033976068 3270.061195953811
4000 11864.698513093414 4374.807035435429 2146.819633696922 7871.668742776353 1190.8904285019548 12397.335678418152
10000 30064.234904974477 10807.466987124024 5709.684258668232 19622.59418275178 2774.1372069301196 31190.979582362874
