mass	ucl	median	nsig1	psig1	nsig2	psig2
5 11836.54398389016 29929.6078331507 20397.85040553029 46957.62913578728 11877.431572217845 70625.6810132736
7 173.72815917078609 411.6094991798147 257.83562007103654 738.6651108909946 178.61465079670532 1151.606956496729
10 16.164698864168855 24.282565567924948 13.673281684348877 44.44224449211747 8.553510283698651 66.88395169295701
12 4.606368677577036 8.425402481558692 4.595566783760004 16.244131162164447 2.724094365447215 24.22685455525473
14 1.5816690967508225 4.225218763599301 2.144072959641577 7.832802969561167 1.2282481942894423 12.288053090875376
21 0.319905196905413 1.3050177683111392 0.6276315804732144 2.369506559756825 0.319915658393666 3.4313739882605905
33 0.601104002327747 0.6163997057039834 0.27965330480191153 1.145244665260817 0.14764450400636608 1.6542295845740294
50 0.7568054862969344 0.42150149370381124 0.18787071966273794 0.7595527390614234 0.09238614796555875 1.109617452687269
100 0.8692784042208346 0.4009332593373996 0.1958133233430088 0.735124691504844 0.09424733274582091 1.1083530878436978
1000 6.583259644256849 2.824309982895659 1.3130838837251746 4.896415862549275 0.6866094724385003 7.714209621393883
4000 25.45483126122654 10.726680457986754 5.180296615415988 19.576442772209553 2.7363821205641137 29.99208127752316
10000 62.5579801070808 27.88321451436124 13.34833286117204 50.120887921874036 6.663345643264343 77.47307746927864
