mass	ucl	median	nsig1	psig1	nsig2	psig2
5 17869396.607183296 46540283.89944197 30338141.991277643 74937832.07892929 18238704.922940083 114686376.85527189
7 105615.3513011009 287258.3608877969 188489.5632831445 544537.3781491026 115498.52646880179 819307.6282179292
10 4891.249827638706 7389.825926591993 4119.8547152659985 13570.92967824731 2644.0788056199617 20930.989235497535
12 865.5780215495344 1757.6502424675102 966.5375832547101 3182.9201628371543 582.0829463040474 4787.558376848132
14 202.09347668050273 627.0082164942132 323.9061555383871 1142.1548719419734 197.65908220405598 1808.2310664045378
21 26.348066877659356 85.58947299926717 43.07972496898911 150.65383763748622 20.693653442736018 246.74364579189972
33 31.433691553714763 15.81741702932785 7.504617553146439 28.912533499372064 4.002178991805431 44.300785894510874
50 15.280674582062975 6.171089543801953 2.797434642373638 11.074289863761475 1.547853102486415 16.89825170325329
100 12.399536182803113 4.373847745215858 2.1874568836550488 8.107172773957181 1.2725860911527842 12.694389271105182
1000 80.43556339400514 28.034994338788124 15.35524112962865 50.6472523023956 7.759610076138711 79.75372587583888
4000 312.8008135267502 112.09972784067018 55.622457889115935 195.43015398352634 32.11498570902618 307.4194387859349
10000 777.5792095227498 275.9690180484669 135.7629032459939 490.9227245137961 70.60406069915297 779.2917482711096
