mass	ucl	median	nsig1	psig1	nsig2	psig2
5 115466.33029632915 315870.11695905525 211551.3468023413 461545.9377735019 116742.39031837683 714332.5255808841
7 1355.695504177917 3225.2709849698244 2034.4879165258697 5992.590388449001 1407.5262044394542 8918.209195013047
10 116.11283211200453 168.82619538268628 99.66555507723577 314.23337086345316 62.311892823523785 483.81109631812996
12 32.849804266299294 58.0996833024003 32.28252744993449 109.78071233926225 20.179627173875097 163.01992299545824
14 11.708603862257753 27.181157749679524 14.342647747063552 51.53905803297886 8.826271045570556 77.01520675974075
21 2.2372755326846656 7.822322771591528 3.7507181622919874 14.63354804584113 2.3140571924213 21.75604199737342
33 2.3950162122964245 3.9511013118701235 1.9076652691946139 7.397232126941255 0.9876074017523097 11.526589103799413
50 4.075869896055917 3.2199265496889167 1.493109348618389 5.861730996058274 0.7338512066193364 8.621551948437531
100 6.424821750344707 3.6147939113562497 1.7146106595322401 6.525168386862819 0.8013669657204688 9.502447235296735
200 10.831162872688331 6.001615938844662 2.75517789136609 10.524524937060828 1.3474395668480859 15.723452898930924
400 20.135578278229296 10.923427596551454 4.863159611183986 19.02209297008936 2.2884808306414546 29.18726830165077
1000 48.42479852467115 25.905853064990755 11.755183101410372 44.08266048563645 5.976285140499594 67.11371110940063
4000 190.89542704634644 100.52374967073284 46.37768472753287 176.60534588954457 23.660101721932133 260.7623098055274
10000 485.00700201371535 243.74102177571373 111.17749204852885 448.8011885356183 56.62418944750723 663.2190473043022

