Wavelength	Rate
306.79999999999995	0.005540467137425313
307.59999999999997	0.005649103747963064
308.4	0.00619228680065182
309.2	0.006735469853340576
310.0	0.005649103747963064
310.79999999999995	0.00619228680065182
311.59999999999997	0.007713199348180337
312.4	0.00619228680065182
313.2	0.006735469853340576
314.0	0.004997284084736557
314.79999999999995	0.005105920695274308
315.59999999999997	0.005540467137425313
316.4	0.005975013579576317
317.2	0.005975013579576317
318.0	0.005649103747963064
318.79999999999995	0.005649103747963064
319.59999999999997	0.005214557305812059
320.4	0.0045627376425855515
321.2	0.004780010863661054
322.0	0.004128191200434546
322.79999999999995	0.004019554589896795
323.59999999999997	0.00532319391634981
324.4	0.004780010863661054
325.2	0.004780010863661054
326.0	0.004888647474198805
326.79999999999995	0.005214557305812059
327.59999999999997	0.005105920695274308
328.4	0.005214557305812059
329.2	0.004888647474198805
330.0	0.005105920695274308
330.79999999999995	0.005540467137425313
331.6	0.003367734926670288
332.4	0.005431830526887561
333.2	0.004888647474198805
334.0	0.003910917979359044
334.79999999999995	0.0036936447582835417
335.6	0.004128191200434546
336.4	0.004888647474198805
337.2	0.005540467137425313
338.0	0.006844106463878327
338.79999999999995	0.005866376969038566
339.6	0.006083650190114068
340.4	0.004997284084736557
341.2	0.005540467137425313
342.0	0.005757740358500815
342.79999999999995	0.005105920695274308
343.6	0.007821835958718088
344.4	0.005866376969038566
345.2	0.005866376969038566
346.0	0.006735469853340576
346.79999999999995	0.00879956545355785
347.6	0.006518196632265073
348.4	0.006844106463878327
349.2	0.010537751222161868
350.0	0.010429114611624117
350.79999999999995	0.013905486148832157
351.6	0.013470939706681152
352.4	0.014557305812058663
353.2	0.0133623030961434
354.0	0.018902770233568712
354.79999999999995	0.021184139054861488
355.6	0.022379141770776753
356.4	0.025529603476371537
357.2	0.024551873981531778
358.0	0.03030961434003259
358.79999999999995	0.033460076045627375
359.6	0.03595871808799565
360.4	0.03215643671917436
361.2	0.03302552960347637
362.0	0.034220532319391636
362.79999999999995	0.034220532319391636
363.6	0.03682781097229766
364.4	0.03465507876154264
365.2	0.03335143943508963
366.0	0.03574144486692015
366.79999999999995	0.03650190114068441
367.6	0.034546442151004886
368.4	0.0356328082563824
369.2	0.03791417707767518
370.0	0.03769690385659968
370.79999999999995	0.040195545898967955
371.6	0.04410646387832699
372.4	0.049972840847365564
373.2	0.053231939163498096
374.0	0.058881042911461165
374.79999999999995	0.05736013036393264
375.6	0.057577403585008145
376.4	0.067246061922868
377.2	0.06648560564910375
378.0	0.07376425855513308
378.79999999999995	0.08093427485062465
379.6	0.0844106463878327
380.4	0.0926670287887018
381.2	0.09896795219989137
382.0	0.11450298750678979
382.79999999999995	0.11721890277023357
383.6	0.13840304182509505
384.4	0.14807170016295493
385.2	0.16664856056491037
386.0	0.17588267246061923
386.79999999999995	0.20879956545355785
387.6	0.24182509505703423
388.4	0.2780010863661054
389.2	0.32927756653992396
390.0	0.3810972297664313
390.79999999999995	0.4283541553503531
391.6	0.4872351982618142
392.4	0.5501357957631722
393.2	0.6206409560021727
394.0	0.6871265616512765
394.79999999999995	0.7527430744160782
395.6	0.7832699619771863
396.4	0.8723519826181423
397.2	0.9493753394894079
398.0	0.9588267246061923
398.79999999999995	0.9863117870722433
399.6	0.9904399782726779
400.4	0.9990222705051602
401.2	0.9880499728408474
402.0	1.0
402.79999999999995	0.9634980988593156
403.6	0.9493753394894079
404.4	0.9108093427485062
405.2	0.8725692558392178
406.0	0.860727865290603
406.79999999999995	0.8510592069527431
407.6	0.8322650733297121
408.4	0.8121673003802281
409.2	0.792612710483433
410.0	0.7740358500814775
410.79999999999995	0.7906572514937534
411.6	0.7854426941879413
412.4	0.7875067897881586
413.2	0.7832699619771863
414.0	0.8095600217273221
414.79999999999995	0.8161868549701249
415.6	0.8379141770776751
416.4	0.8596414991852254
417.2	0.8630092341118957
418.0	0.8776751765344921
418.79999999999995	0.886040195545899
419.6	0.86811515480717
420.4	0.8995111352525801
421.2	0.8837588267246062
422.0	0.9036393264530147
422.79999999999995	0.8682237914177078
423.6	0.8695274307441608
424.4	0.8428028245518739
425.2	0.8450841933731668
426.0	0.8122759369907658
426.79999999999995	0.7931558935361217
427.6	0.7780554046713742
428.4	0.7424225964149919
429.2	0.70917979359044
430.0	0.6848451928299837
430.79999999999995	0.6590983161325367
431.6	0.6230309614340033
432.4	0.5928299837045085
433.2	0.5946768060836501
434.0	0.556328082563824
434.79999999999995	0.5456816947311244
435.6	0.5322107550244433
436.4	0.5198261814231396
437.2	0.5072243346007604
438.0	0.4731124388919066
438.79999999999995	0.4725692558392178
439.6	0.445844649646931
440.4	0.4474741988049973
441.2	0.4372623574144487
442.0	0.44236827810972296
442.79999999999995	0.4358500814774579
443.6	0.42270505160239
444.4	0.4193373166757197
445.2	0.41825095057034223
446.0	0.4143400325909832
446.79999999999995	0.397827267789245
447.6	0.4129277566539924
448.4	0.4071700162954916
449.2	0.38815860945138514
450.0	0.39250407387289515
450.79999999999995	0.3765344921238457
451.6	0.37599130907115696
452.4	0.36556219445953286
453.2	0.355893536121673
454.0	0.3523085279739272
454.79999999999995	0.34274850624660513
455.6	0.34557305812058664
456.4	0.31841390548614884
457.2	0.3024443237370994
458.0	0.28234655078761545
458.8	0.2915806626833243
459.59999999999997	0.26431287343834875
460.4	0.25486148832156436
461.2	0.24693101575230852
462.0	0.2343291689299294
462.8	0.2345464421510049
463.59999999999997	0.22455187398153179
464.4	0.20901683867463336
465.2	0.200434546442151
466.0	0.1919608908202064
466.8	0.18142313959804454
467.59999999999997	0.1770776751765345
468.4	0.17642585551330797
469.2	0.16653992395437262
470.0	0.1641499185225421
470.8	0.15469853340575773
471.59999999999997	0.15535035306898426
472.4	0.1458989679521999
473.2	0.1414448669201521
474.0	0.1425312330255296
474.8	0.13753394894079304
475.59999999999997	0.13970668115154808
476.4	0.13221075502444324
477.2	0.12743074416078218
478.0	0.12743074416078218
478.8	0.12417164584464965
479.59999999999997	0.11569799022270505
480.4	0.11721890277023357
481.2	0.110483432916893
482.0	0.10874524714828897
482.8	0.10537751222161869
483.59999999999997	0.10939706681151548
484.4	0.10092341118957089
485.2	0.09918522542096686
486.0	0.09386203150461706
486.8	0.09092884302009778
487.59999999999997	0.09538294405214558
488.4	0.08517110266159696
489.2	0.08375882672460619
490.0	0.07865290602933188
490.8	0.07387289516567083
491.59999999999997	0.0759369907658881
492.4	0.07441607821835959
493.2	0.06963606735469853
494.0	0.07354698533405758
494.8	0.06550787615426398
495.59999999999997	0.06116241173275394
496.4	0.05985877240630092
497.2	0.05594785442694188
498.0	0.052145573058120585
498.8	0.05149375339489408
499.59999999999997	0.051602390005431834
500.4	0.04497555676262901
501.2	0.048669201520912544
502.0	0.04584464964693102
502.8	0.041281912004345465
503.59999999999997	0.04063009234111896
504.4	0.037805540467137425
505.2	0.04084736556219446
506.0	0.03878326996197719
506.8	0.03650190114068441
507.6	0.03389462248777838
508.4	0.03030961434003259
509.2	0.030744160782183595
510.0	0.033460076045627375
510.8	0.03172189027702336
511.6	0.030744160782183595
512.4	0.027050516023900056
513.1999999999999	0.026290059750135795
514.0	0.028028245518739815
514.8000000000001	0.025203693644758284
515.6	0.02476914720260728
516.4	0.027159152634437807
517.1999999999999	0.022270505160239002
518.0	0.022487778381314504
518.8000000000001	0.023465507876154264
519.6	0.024443237370994023
520.4	0.022270505160239002
521.1999999999999	0.020640956002172733
522.0	0.021944595328625745
522.8000000000001	0.019337316675719717
523.6	0.02042368278109723
524.4	0.018033677349266704
525.1999999999999	0.01607821835958718
526.0	0.01977186311787072
526.8000000000001	0.018142313959804455
527.6	0.016295491580662683
528.4	0.013796849538294405
529.1999999999999	0.012819120043454644
530.0	0.013688212927756654
530.8000000000001	0.014774579033134167
531.6	0.013905486148832157
532.4	0.01510048886474742
533.1999999999999	0.01423139598044541
534.0	0.01162411732753938
534.8000000000001	0.01510048886474742
535.6	0.011298207495926128
536.4	0.01075502444323737
537.1999999999999	0.008582292232482346
538.0	0.008690928843020097
538.8000000000001	0.008473655621944595
539.6	0.009560021727322107
540.4	0.0089082020640956
541.1999999999999	0.011189570885388377
542.0	0.009560021727322107
542.8000000000001	0.010103204780010864
543.6	0.007821835958718088
544.4	0.0074959261271048344
545.1999999999999	0.006626833242802824
546.0	0.008582292232482346
546.8000000000001	0.008690928843020097
547.6	0.006844106463878327
548.4	0.007713199348180337
549.1999999999999	0.006844106463878327
550.0	0.0038022813688212928
550.8000000000001	0.0
551.6	0.0
552.4	0.0
553.1999999999999	0.0
554.0	0.0
554.8000000000001	0.0
555.6	0.0
556.4	0.0
557.1999999999999	0.0
558.0	0.0
558.8000000000001	0.0
559.6	0.0
560.4	0.0
561.1999999999999	0.0
562.0	0.0
562.8000000000001	0.0
563.6	0.0
564.4	0.0
565.1999999999999	0.0
566.0	0.0
566.8000000000001	0.0
567.6	0.0
568.4	0.0
569.1999999999999	0.0
570.0	0.0
570.8000000000001	0.0
571.6	0.0
572.4	0.0
573.1999999999999	0.0
574.0	0.0
574.8000000000001	0.0
575.6	0.0
576.4	0.0
577.1999999999999	0.0
578.0	0.0
578.8000000000001	0.0
579.6	0.0
580.4	0.0
581.1999999999999	0.0
582.0	0.0
582.8000000000001	0.0
583.6	0.0
584.4	0.0
585.1999999999999	0.0
586.0	0.0
586.8000000000001	0.0
587.6	0.0
588.4	0.0
589.1999999999999	0.0
590.0	0.0
590.8000000000001	0.0
591.6	0.0
592.4	0.0
593.1999999999999	0.0
594.0	0.0
594.8000000000001	0.0
595.6	0.0
596.4	0.0
597.1999999999999	0.0
598.0	0.0
598.8000000000001	0.0
