0.1    1.3928133597250067e-12
0.2    5.717968327656402e-12
0.30000000000000004    1.3245416181540382e-11
0.4    2.408070680915304e-11
0.5    3.8190241416593556e-11
0.6    5.5425748457845565e-11
0.7000000000000001    7.554740519519976e-11
0.8    9.824521081104693e-11
0.9    1.2315836463433214e-10
1.    1.498925201607265e-10
1.1    1.7803487686857317e-10
1.2000000000000002    2.0716714153104154e-10
1.3000000000000003    2.368764424445656e-10
1.4000000000000001    2.667643141728588e-10
1.5000000000000002    2.9645310594746443e-10
1.6    3.2559005851070367e-10
1.7000000000000002    3.5385254773080495e-10
1.8000000000000003    3.809511520226813e-10
1.9000000000000001    4.066313688563757e-10
2.    4.3067437241857773e-10
2.1    4.5289696210353473e-10
2.2    4.731508408584033e-10
2.3000000000000003    4.913213506967011e-10
2.4000000000000004    5.073257804578098e-10
2.5000000000000004    5.211113485478834e-10
2.6    5.326529512674414e-10
2.7    5.41950755651329e-10
2.8000000000000003    5.490277046889766e-10
2.9000000000000004    5.53926992473682e-10
3.0000000000000004    5.567095573217475e-10
3.1    5.574516322432914e-10
3.2    5.562423843462855e-10
3.3000000000000003    5.531816678023641e-10
3.4000000000000004    5.483779088694983e-10
3.5000000000000004    5.419461361133306e-10
3.6    5.340061643480973e-10
3.7    5.246809368766292e-10
3.8000000000000003    5.140950272910312e-10
3.9000000000000004    5.023732993441293e-10
4.    4.896397211600536e-10
4.1    4.760163282650638e-10
4.2    4.6162232853404006e-10
4.3    4.4657334111387467e-10
4.3999999999999995    4.3098076065550586e-10
4.5    4.149512377183798e-10
4.6    3.9858626596496303e-10
4.7    3.819818667027163e-10
4.8    3.652283614242697e-10
4.9    3.4841022321451613e-10
5.    3.316059982104009e-10
5.1    3.148882886928366e-10
5.2    2.9832378984091703e-10
5.3    2.8197337266949534e-10
5.4    2.658922061878028e-10
5.5    2.5012991234704264e-10
5.6    2.3473074787837164e-10
5.7    2.1973380765127068e-10
5.8    2.0517324469892436e-10
5.9    1.9107850255669757e-10
6.    1.774745560377844e-10
6.1    1.6438215702360888e-10
6.2    1.5181808227328227e-10
6.3    1.3979538065508702e-10
6.4    1.283236175726159e-10
6.5    1.1740911469886603e-10
6.6    1.0705518344329043e-10
6.7    9.726235086034497e-11
6.8    8.802857696417831e-11
6.9    7.934946264405069e-11
7.    7.121844758003023e-11
7.1    6.362699773997843e-11
7.2    5.6564782198212254e-11
7.3    5.0019839155197723e-11
7.4    4.397873115750575e-11
7.5    3.842668961982436e-11
7.6    3.334774883737309e-11
7.7    2.872486974923717e-11
7.8    2.4540053772136488e-11
7.9    2.0774447071527575e-11
8.    1.7408435673784656e-11
8.1    1.4421731850751857e-11
8.2    1.1793452227428459e-11
8.3    9.502188075734616e-12
8.4    7.526068263413907e-12
8.5    5.8428153277829765e-12
8.6    4.429795140285482e-12
8.7    3.264060620047696e-12
8.8    2.3223899439214634e-12
8.9    1.5813196869490856e-12
9.    1.0171733117450746e-12
9.1    6.060854081973231e-13
9.2    3.2402206646280365e-13
9.3    1.467977471425997e-13
9.4    5.008899280102921e-14
9.5    9.445304917679737e-15
9.6    2.976587794271573e-16
