energy barns
66.13743 21.70367
66.1563 24.60048
66.17518 28.15849
66.19405 32.53993
66.21292 37.94555
66.23179 44.60893
66.25066 52.79746
66.26953 62.80832
66.2884 74.96048
66.30727 89.58181
66.32786 108.7267
66.34845 131.5578
66.36904 158.3519
66.38962 189.2297
66.41021 224.1669
66.43079 262.8377
66.45138 304.7142
66.47196 348.8991
66.51314 439.4699
66.55431 522.7018
66.59196 581.0775
66.61078 600.909
66.6296 613.3591
66.65 617.9286
66.6551 617.5861
66.67181 612.3179
66.68851 600.8689
66.72192 561.0923
66.75614 501.6539
66.79035 430.49
66.8588 282.6258
66.89302 217.6761
66.91013 189.0136
66.92724 163.1358
66.94358 141.0587
66.95991 121.5216
66.97624 104.4014
66.99257 89.54327
67.0089 76.76076
67.02523 65.84973
67.04156 56.59947
67.05789 48.80198
67.07423 42.2552
67.09056 36.78317
67.10689 32.21512
67.12322 28.40357
67.13955 25.22018
67.15588 22.55507
67.17221 20.31543
67.18854 18.42391
67.2041 16.8869
67.21965 15.56341
67.23521 14.4146
67.25076 13.41173
67.28187 11.74744
67.31298 10.42485
67.34409 9.348199
67.3752 8.453846
67.40631 7.698569
67.43741 7.052397
67.46852 6.493206
67.49963 6.005132
67.56185 5.196072
67.62407 4.55554
67.68628 4.038664
67.7485 3.614714
67.81072 3.262176
67.87294 2.965368
67.93515 2.712762
67.99737 2.495668
68.05959 2.307632
68.18402 1.999812
68.30846 1.760338
68.43289 1.570335
68.55732 1.417142
68.68175 1.29193
68.88085 1.133422
69.07994 1.011361
69.27904 0.9157393
69.47813 0.839569
69.67723 0.7780173
69.87632 0.7281533
70.2745 0.651704
70.67269 0.596746
71.07088 0.5571548
71.46907 0.5285331
71.86725 0.5081524
72.46453 0.4905645
73.06181 0.4827172
73.6591 0.4855752
74.25638 0.4981377
74.85366 0.5191205
75.45094 0.5541099
76.04823 0.6056748
76.34687 0.6395653
76.64551 0.6804327
76.94415 0.7300582
77.24279 0.7905951
77.54143 0.8638761
77.84007 0.9565458
78.08565 1.05152
78.33122 1.168747
78.5768 1.315793
78.82237 1.503829
78.94516 1.618249
79.06795 1.749963
79.19074 1.902537
79.31352 2.080371
79.43631 2.289652
79.5591 2.539425
79.68189 2.841788
79.80467 3.212344
79.90538 3.582177
80.00609 4.029618
80.1068 4.579791
80.20751 5.269397
80.25787 5.682524
80.30822 6.152631
80.35858 6.691326
80.40893 7.31295
80.45929 8.036637
80.50964 8.887106
80.55999 9.898415
80.61034 11.11799
80.64133 12.00072
80.67232 13.00967
80.70331 14.17364
80.73429 15.53064
80.7769 17.81249
80.79821 19.18856
80.81951 20.76482
80.84082 22.58697
80.86212 24.70897
80.88342 27.20141
80.90472 30.15128
80.92603 33.66777
80.94733 37.87866
80.96864 42.94558
80.98994 49.04988
81.01125 56.41265
81.03255 65.26986
81.05385 75.8906
81.07515 88.5559
81.09646 103.5572
81.11776 121.1502
81.13907 141.5854
81.16037 165.0164
81.18168 191.5485
81.20298 221.1218
81.22429 253.5839
81.24559 288.5568
81.29981 384.8871
81.35403 479.9345
81.37753 516.1396
81.40102 547.0756
81.42451 571.3567
81.448 587.8378
81.48 596.3767
81.488 595.9084
81.51588 586.2033
81.54375 564.6354
81.57163 532.7206
81.5995 492.6406
81.63003 442.3741
81.66055 388.8829
81.7216 284.9168
81.74935 243.3247
81.7771 207.0534
81.80485 176.7931
81.8326 152.8782
81.84648 143.3292
81.86035 135.3884
81.87423 129.0308
81.8881 124.2472
81.90198 121.0096
81.91585 119.2996
81.92973 119.0902
81.9436 120.3559
81.96442 124.9611
81.98523 132.7092
82.00604 143.4596
82.02685 157.023
82.04767 173.1538
82.06848 191.502
82.08929 211.6488
82.1101 233.0717
82.16005 285.8532
82.21 332.2922
82.24075 353.2278
82.2715 365.8988
82.3 369.1503
82.3057 368.7749
82.32184 365.8554
82.33797 360.2505
82.37024 341.5377
82.41213 304.9199
82.45401 259.3725
82.52792 174.8335
82.56487 137.1941
82.58335 120.4125
82.60182 105.1543
82.6203 91.44067
82.63878 79.26629
82.65726 68.57538
82.67573 59.285
82.69421 51.27546
82.71268 44.43254
82.73116 38.62016
82.74963 33.71644
82.76811 29.59298
82.78659 26.13804
82.80507 23.24757
82.82354 20.83046
82.84202 18.80374
82.86049 17.10087
82.87897 15.66199
82.89744 14.44039
82.91962 13.20395
82.94179 12.16813
82.96396 11.28971
82.98613 10.53595
83.03048 9.307726
83.07482 8.345894
83.11917 7.567845
83.16351 6.923339
83.20785 6.379502
83.25219 5.914146
83.34088 5.16
83.42956 4.577447
83.51825 4.116748
83.60693 3.746253
83.68577 3.475031
83.7646 3.247119
83.92226 2.890013
84.07993 2.63018
84.23759 2.442503
84.39526 2.311555
84.55292 2.227462
84.71059 2.184403
84.86825 2.179777
85.03578 2.217222
85.2033 2.302008
85.37082 2.442141
85.53834 2.651233
85.70586 2.950902
85.78962 3.145306
85.87338 3.378169
85.95714 3.658778
86.0409 3.999289
86.12466 4.415884
86.20842 4.930803
86.28233 5.491736
86.35623 6.184588
86.43014 7.054735
86.50404 8.170273
86.541 8.851848
86.57795 9.639903
86.6149 10.56007
86.65185 11.64678
86.68881 12.9481
86.72576 14.53096
86.76271 16.49343
86.79966 18.97843
86.83415 21.95281
86.8514 23.7519
86.86864 25.80703
86.88589 28.16591
86.90313 30.87846
86.92038 34.00856
86.93762 37.62173
86.95487 41.80016
86.97211 46.62553
86.98936 52.19819
87.0066 58.61334
87.02385 65.98543
87.04109 74.41557
87.05833 84.01675
87.07557 94.89316
87.09652 109.9615
87.11746 127.1797
87.1384 146.6401
87.15934 168.3597
87.18028 192.269
87.20122 218.1965
87.22216 245.8572
87.2431 274.846
87.2973 352.0184
87.35149 422.2301
87.39279 462.5225
87.41344 476.4313
87.43409 485.4932
87.46 489.533
87.46864 489.0219
87.49474 481.8816
87.52084 466.7125
87.54694 444.3647
87.57303 416.0586
87.60158 379.9688
87.63013 340.5342
87.68723 259.5411
87.73555 196.6193
87.75971 168.8465
87.78387 143.9696
87.80803 122.0868
87.83219 103.149
87.85635 86.9955
87.8805 73.39427
87.90466 62.05319
87.92882 52.68053
87.95298 44.98249
87.97714 38.68399
88.0013 33.53774
88.02546 29.32863
88.04962 25.87457
88.07377 23.02592
88.09793 20.65796
88.12209 18.67404
88.14625 16.99669
88.17041 15.56514
88.19457 14.33194
88.21873 13.26011
88.26704 11.49165
88.31317 10.15133
88.35929 9.058318
88.40541 8.151321
88.45153 7.388077
88.49765 6.738312
88.54377 6.179708
88.58989 5.695436
88.63601 5.272544
88.72826 4.572342
88.8205 4.020128
88.91274 3.576781
89.00498 3.215457
89.12358 2.841182
89.24218 2.542469
89.36078 2.299974
89.47937 2.100685
89.59797 1.935329
89.71657 1.797032
89.83517 1.680642
89.95376 1.582322
90.19096 1.427507
90.42815 1.312432
90.66534 1.226953
90.90253 1.164569
91.11337 1.124553
91.32421 1.096595
91.74589 1.070954
92.07972 1.075849
92.41355 1.102125
92.74738 1.15131
93.0812 1.227453
93.41503 1.338145
93.74886 1.496354
93.91578 1.599056
94.08269 1.72282
94.2496 1.874896
94.41651 2.064035
94.54829 2.247272
94.68006 2.469578
94.81184 2.742959
94.94361 3.084296
95.07539 3.519058
95.14128 3.783336
95.20716 4.087874
95.27305 4.441932
95.33894 4.857318
95.40483 5.349649
95.47071 5.939948
95.5366 6.657846
95.60249 7.545856
95.66838 8.668327
95.70132 9.34725
95.73426 10.12784
95.76721 11.03488
95.80015 12.10096
95.8331 13.37234
95.86604 14.91169
95.89899 16.80889
95.93193 19.18725
95.96487 22.22
95.98134 24.05263
95.99781 26.14317
96.01538 28.70504
96.03295 31.66647
96.05052 35.09358
96.06809 39.06058
96.08566 43.64959
96.10323 48.95007
96.1208 55.05773
96.13837 62.07285
96.15594 70.09796
96.17351 79.23469
96.19108 89.58002
96.20865 101.2217
96.22622 114.2329
96.24379 128.6668
96.26136 144.5505
96.27893 161.8786
96.31627 203.2494
96.35361 249.8021
96.42828 349.1468
96.47659 407.3911
96.50075 431.4848
96.5249 450.8649
96.55745 468.1103
96.59 473.9505
96.61281 470.9539
96.63562 462.2274
96.65843 448.1236
96.68124 429.1991
96.71064 398.8802
96.74004 363.5864
96.79884 285.8796
96.84784 222.3153
96.87234 193.098
96.89684 166.275
96.92134 142.1302
96.94584 120.7837
96.97034 102.2171
96.99483 86.31053
97.01933 72.84875
97.04383 61.58917
97.06833 52.26006
97.09283 44.58772
97.11733 38.31122
97.14183 33.19222
97.16633 29.02028
97.19082 25.61614
97.21532 22.82586
97.23982 20.52683
97.26432 18.61885
97.28882 17.02215
97.31332 15.67385
97.33782 14.52477
97.38681 12.67989
97.43908 11.18917
97.49134 10.03803
97.54361 9.128873
97.59587 8.399779
97.64814 7.808614
97.7004 7.326281
97.75266 6.931439
97.80492 6.608387
97.90945 6.133313
98.01398 5.837009
98.11851 5.682469
98.22303 5.649016
98.30143 5.697258
98.37983 5.807264
98.45823 5.980867
98.53662 6.222517
98.61502 6.539697
98.69341 6.943266
98.77181 7.448858
98.8502 8.078237
98.92533 8.826252
99.00046 9.755069
99.07559 10.91974
99.11316 11.61439
99.15072 12.40069
99.18829 13.29581
99.22585 14.32044
99.26342 15.50243
99.30098 16.87705
99.33855 18.49333
99.37611 20.41678
99.41368 22.74169
99.43246 24.09376
99.45124 25.60005
99.46921 27.20974
99.48718 29.01178
99.50515 31.03878
99.52311 33.32818
99.54108 35.92855
99.55904 38.89127
99.57701 42.28343
99.59497 46.17555
99.61294 50.65797
99.6309 55.82416
99.64887 61.79155
99.66683 68.67846
99.6848 76.63071
99.70276 85.78952
99.72073 96.32548
99.73869 108.3944
99.76319 127.6478
99.78769 150.5064
99.81219 177.3562
99.83669 208.506
99.86119 244.1429
99.88569 284.2847
99.91019 328.7346
99.93468 377.0215
100 518.1903
100.0488 624.0049
100.0975 715.2953
100.1232 753.0291
100.1488 781.1575
100.1744 798.5268
100.2 804.3055
100.2272 797.4455
100.2544 777.5749
100.2816 745.7715
100.3088 703.7097
100.3379 649.7592
100.367 589.4163
100.4252 461.355
100.4786 349.6187
100.5053 299.5242
100.5319 254.5304
100.5586 214.647
100.5853 180.0869
100.612 150.6365
100.6386 125.9907
100.6641 106.3074
100.6896 90.00073
100.7151 76.58907
100.7405 65.65209
100.766 56.68595
100.7914 49.39469
100.8169 43.40569
100.8423 38.50384
100.8678 34.43479
100.8933 31.04543
100.9188 28.19722
100.9442 25.78993
100.9697 23.71968
100.9951 21.93691
101.046 19.0092
101.0848 17.21421
101.1236 15.70127
101.1867 13.69467
101.2497 12.10695
101.3128 10.82121
101.3758 9.766856
101.4389 8.888488
101.5019 8.151572
101.565 7.526179
101.628 6.993491
101.7541 6.141736
101.8802 5.50387
102.0063 5.020275
102.1323 4.652709
102.2875 4.323081
102.4427 4.102117
102.5979 3.971154
102.753 3.919615
102.9179 3.947416
103.0828 4.062954
103.2477 4.276916
103.4126 4.609945
103.5775 5.097044
103.66 5.416178
103.7424 5.799502
103.8249 6.263221
103.9073 6.826524
103.9897 7.517578
104.0309 7.922576
104.0721 8.375272
104.1109 8.852044
104.1619 9.566629
104.1874 9.967536
104.2128 10.40015
104.2383 10.8718
104.2637 11.38337
104.2892 11.94426
104.3146 12.55642
104.3401 13.23231
104.3656 13.97886
104.3911 14.80737
104.4165 15.72792
104.442 16.76512
104.4674 17.93258
104.4929 19.26734
104.5183 20.79445
104.545 22.6626
104.5584 23.72229
104.5717 24.86827
104.5851 26.1298
104.5984 27.50167
104.6117 29.00827
104.625 30.66711
104.6384 32.51248
104.6517 34.53939
104.6651 36.80396
104.6784 39.30086
104.6918 42.09971
104.7051 45.19402
104.7184 48.64232
104.7317 52.48711
104.7451 56.80874
104.7584 61.59319
104.7718 66.96719
104.7851 72.90827
104.7985 79.56731
104.8118 86.9085
104.8251 95.04416
104.8384 104.0406
104.8518 114.0427
104.8651 124.9668
104.8785 137.0413
104.8918 150.1453
104.9185 180.0255
104.9451 214.7912
104.9645 243.3777
104.9839 274.6626
105.0033 308.531
105.0227 344.7727
105.0615 423.0182
105.1003 505.6273
105.1537 616.4735
105.1804 665.9847
105.207 708.5168
105.2303 738.6444
105.2535 760.8606
105.2768 774.5091
105.3 778.9485
105.325 773.3232
105.3499 757.2451
105.3749 731.3076
105.3998 696.8444
105.4267 651.6102
105.4535 600.3191
105.5072 487.6899
105.5565 384.3619
105.5811 336.1643
105.6057 291.3975
105.6303 250.6159
105.6549 214.1198
105.6795 181.9877
105.7041 154.1156
105.7276 131.2467
105.7511 111.7525
105.7746 95.29258
105.7981 81.5063
105.8216 70.03375
105.8451 60.53199
105.8686 52.68579
105.8921 46.21384
105.9156 40.87136
105.9391 36.44986
105.9626 32.77496
105.9861 29.70313
106.0096 27.11773
106.0331 24.92499
106.0566 23.05016
106.08 21.44037
106.1158 19.37142
106.1516 17.67269
106.1919 16.09585
106.2322 14.79179
106.2725 13.70043
106.3127 12.78115
106.3933 11.33149
106.4738 10.28101
106.5544 9.532316
106.6349 9.034797
106.7154 8.765918
106.7959 8.735831
106.8675 8.956016
106.9033 9.183908
106.9391 9.519884
106.9749 10.00091
107.0107 10.68272
107.0465 11.64792
107.0823 13.01614
107.1002 13.90165
107.1181 14.95524
107.136 16.20717
107.1539 17.69182
107.1718 19.44775
107.1897 21.51754
107.2076 23.94742
107.2255 26.78662
107.2434 30.08643
107.2613 33.89887
107.2792 38.27503
107.2971 43.26303
107.315 48.90568
107.3329 55.23775
107.3508 62.28316
107.3687 70.052
107.3889 79.67875
107.409 90.12406
107.4493 113.3331
107.5298 164.2551
107.5791 193.137
107.6037 205.2675
107.6283 215.2097
107.6586 223.8314
107.6888 227.9217
107.7 228.2304
107.7331 225.2905
107.7661 216.8751
107.8029 201.8631
107.8397 182.2925
107.9763 97.95268
108.0158 77.10139
108.0355 67.93277
108.0552 59.6322
108.0749 52.20126
108.0946 45.6187
108.1143 39.84512
108.134 34.82769
108.1538 30.48424
108.1735 26.79136
108.1932 23.65662
108.2129 21.0122
108.2326 18.79331
108.2523 16.93968
108.272 15.39647
108.2917 14.11477
108.3233 12.49969
108.3548 11.30645
108.3863 10.41861
108.4178 9.754049
108.4494 9.251779
108.4809 8.872371
108.544 8.365343
108.6071 8.08522
108.6701 7.959164
108.7752 7.998611
108.8803 8.293648
108.9854 8.829978
109.0905 9.630416
109.1957 10.75413
109.2483 11.46724
109.3008 12.30344
109.3534 13.29105
109.4059 14.45973
109.4585 15.85938
109.511 17.54769
109.5689 19.85683
109.6267 22.81153
109.6556 24.62071
109.6845 26.72065
109.7134 29.18469
109.7423 32.11046
109.7713 35.64138
109.8002 39.92634
109.8291 45.20415
109.858 51.77132
109.8869 60.00763
109.9014 64.91443
109.9158 70.38948
109.9303 76.58545
109.9447 83.49962
109.9592 91.31829
109.9736 100.0294
109.9881 109.8562
110.0026 120.8495
110.0171 133.1206
110.0315 146.6834
110.046 161.8389
110.0604 178.4871
110.0749 196.9641
110.0893 217.1106
110.1182 263.2689
110.1471 317.4299
110.176 379.6907
110.2049 449.6559
110.2391 541.0075
110.2732 638.6054
110.3415 836.186
110.3968 973.0529
110.4244 1025.154
110.452 1062.9
110.476 1082.537
110.5 1089.079
110.5254 1081.461
110.5507 1059.351
110.576 1023.722
110.6013 976.1045
110.6526 851.2127
110.7038 705.0891
110.7528 562.9663
110.8017 432.563
110.8262 374.3302
110.8506 321.8659
110.8751 274.9735
110.8995 234.0142
110.9228 200.046
110.9461 170.7792
110.9694 145.8107
110.9927 124.6909
111.016 106.9544
111.0393 92.14381
111.0626 79.82694
111.0859 69.60867
111.1092 61.1372
111.1325 54.10641
111.1558 48.25518
111.1791 43.36448
111.2024 39.2533
111.2257 35.77382
111.249 32.80659
111.2722 30.26594
111.3002 27.64315
111.3281 25.41651
111.356 23.49821
111.3839 21.82911
111.4445 18.85959
111.5051 16.5468
111.5657 14.69839
111.6262 13.19424
111.6868 11.94742
111.7473 10.90479
111.8079 10.02138
111.8684 9.269245
111.929 8.62232
111.9895 8.064427
112.1106 7.156611
112.2317 6.46084
112.3528 5.922138
112.446 5.591512
112.5392 5.321096
112.7255 4.928638
112.9118 4.697805
113.0981 4.604735
113.2565 4.628771
113.4149 4.753049
113.5733 4.993139
113.7317 5.378157
113.8109 5.639653
113.8901 5.959084
113.9693 6.34956
114.0485 6.829108
114.1277 7.422645
114.2069 8.165174
114.2861 9.107506
114.3652 10.32542
114.4211 11.41835
114.477 12.78047
114.5329 14.52141
114.5609 15.58809
114.5888 16.82074
114.6133 18.07594
114.6378 19.53073
114.6623 21.23152
114.6867 23.22795
114.7112 25.60949
114.7356 28.4471
114.7601 31.87571
114.7845 36.00204
114.809 41.02149
114.8334 47.08125
114.8579 54.44772
114.8823 63.30142
114.9068 73.97695
114.9312 86.65916
114.9557 101.7242
114.9801 119.302
115.0058 140.8289
115.0314 165.5136
115.057 193.4977
115.0826 224.7042
115.1082 258.8856
115.1338 295.6018
115.185 373.8589
115.2363 452.1827
115.2875 520.6279
115.3136 548.531
115.3397 570.1368
115.3658 584.5128
115.3918 591.0139
115.4 591.3893
115.4083 590.945
115.4358 583.6023
115.4632 567.6569
115.4906 543.8781
115.518 513.3937
115.5752 434.4002
115.6324 346.2567
115.6896 261.5906
115.7182 223.446
115.7468 189.0164
115.7754 158.6183
115.804 132.3127
115.8326 109.9566
115.8611 91.32002
115.8819 79.79794
115.8975 72.19722
115.9131 65.41002
115.9287 59.36576
115.9443 53.99547
115.9599 49.23282
115.9755 45.01493
115.9911 41.2829
116.0067 37.98217
116.0379 32.47915
116.0691 28.16006
116.1003 24.7477
116.1315 22.02561
116.1627 19.82819
116.1939 18.03071
116.2251 16.54026
116.2563 15.28797
116.2875 14.22284
116.3187 13.30693
116.381 11.81786
116.4486 10.57522
116.5162 9.606362
116.5838 8.83725
116.6513 8.219903
116.7189 7.718899
116.7865 7.311205
116.9216 6.709521
117.0568 6.317022
117.1919 6.076361
117.3271 5.952729
117.4622 5.926293
117.587 5.978015
117.7117 6.097709
117.8365 6.284065
117.9612 6.538221
118.1068 6.926591
118.2523 7.424154
118.3979 8.049224
118.5434 8.828156
118.689 9.801541
118.7618 10.37725
118.8345 11.02239
118.9073 11.74907
118.9801 12.56899
119.0529 13.49745
119.1256 14.55168
119.214 16.03845
119.3024 17.80072
119.3908 19.90939
119.435 21.12252
119.4791 22.45795
119.5233 23.9399
119.5675 25.58729
119.6117 27.42641
119.6559 29.48919
119.7001 31.81484
119.7443 34.45183
119.7885 37.46103
119.8326 40.91138
119.8898 46.21939
119.9184 49.30828
119.947 52.74962
119.9756 56.6033
120.0042 60.94296
120.0328 65.85973
120.0614 71.46685
120.09 77.90536
120.1186 85.35106
120.1472 94.02244
120.1758 104.1897
120.2044 116.1844
120.233 130.4083
120.2616 147.3416
120.2901 167.4703
120.3109 184.5755
120.3317 204.0232
120.3525 226.104
120.3733 251.1202
120.4019 290.8737
120.4305 337.531
120.4591 391.7846
120.4877 454.1687
120.5163 524.9713
120.5449 604.1414
120.5735 691.1985
120.602 784.8188
120.6852 1080.57
120.7268 1226.032
120.7683 1356.184
120.8013 1442.004
120.8342 1506.801
120.8671 1547.117
120.9 1560.55
120.9471 1531.743
120.9942 1450.041
121.0413 1325.155
121.0883 1171.302
121.1932 798.512
121.2457 629.7902
121.2719 554.7719
121.2981 486.6477
121.3171 441.6652
121.3434 385.4808
121.3696 336.2858
121.3958 293.4338
121.422 256.3965
121.4483 224.4735
121.4745 197.2979
121.5007 174.1424
121.5269 154.4451
121.5532 137.633
121.5794 123.3746
121.6056 111.2009
121.6318 100.7691
121.658 91.78917
121.6842 84.01851
121.7104 77.25616
121.7366 71.33661
121.7819 62.70532
121.8272 55.66094
121.8725 49.82141
121.9178 44.91344
121.9631 40.7387
122.0084 37.1507
122.0537 34.03921
122.0989 31.32552
122.1895 26.81312
122.28 23.24447
122.3706 20.36336
122.4611 18.00689
122.5517 16.04999
122.6422 14.40973
122.7328 13.01715
122.8233 11.82575
122.9139 10.79508
123.0044 9.898715
123.095 9.112543
123.1855 8.420879
123.3666 7.263746
123.5477 6.34117
123.7288 5.593667
123.9099 4.979555
124.0881 4.476771
124.2662 4.054663
124.4444 3.696669
124.6225 3.388935
124.8007 3.121439
124.9788 2.888511
125.3351 2.50592
125.6914 2.208185
126.0477 1.972734
126.404 1.784535
126.7602 1.632935
127.1579 1.499357
127.5555 1.392104
127.9532 1.306818
128.3508 1.24003
128.7485 1.189496
129.1461 1.153421
129.5438 1.130009
129.9414 1.118724
130.4656 1.122427
130.9898 1.148047
131.514 1.198411
132.0381 1.278486
132.5623 1.394835
132.8244 1.473599
133.0865 1.569573
133.3486 1.687635
133.6107 1.835697
133.8728 2.027146
134.0038 2.147567
134.1348 2.294895
134.2794 2.512304
134.3517 2.662911
134.424 2.87142
134.4602 3.012716
134.4963 3.19149
134.5325 3.42357
134.5686 3.727301
134.6048 4.129552
134.6409 4.658757
134.6771 5.353439
134.7132 6.248031
134.7494 7.38522
134.7855 8.790569
134.8217 10.49164
134.8578 12.47949
134.894 14.73962
134.9301 17.20325
135.0024 22.38156
135.0522 25.69147
135.1019 28.34185
135.1299 29.41392
135.1578 30.11882
135.19 30.44271
135.2115 30.35837
135.2426 29.81859
135.2737 28.8182
135.3245 26.35914
135.3753 23.20186
135.4414 18.72653
135.5074 14.57049
135.5405 12.77437
135.5735 11.22181
135.6065 9.916492
135.6395 8.851888
135.6802 7.842883
135.7208 7.125617
135.7615 6.642913
135.8021 6.345628
135.8428 6.187269
135.8834 6.132383
135.9647 6.229702
136.0459 6.501138
136.1374 6.944275
136.2288 7.509764
136.3203 8.203749
136.4117 9.045873
136.5032 10.07338
136.5489 10.67144
136.5946 11.33736
136.6403 12.08214
136.686 12.9195
136.7317 13.86681
136.7774 14.94639
136.8333 16.49043
136.8892 18.35246
136.9172 19.43822
136.9451 20.64633
136.9731 22.01012
137.001 23.55116
137.029 25.32089
137.0569 27.35839
137.0849 29.7452
137.1128 32.54984
137.1408 35.90222
137.1687 39.91681
137.1966 44.77732
137.2245 50.69692
137.2436 55.49155
137.2626 60.96789
137.2817 67.29011
137.3007 74.50848
137.3198 82.82636
137.3388 92.29203
137.3579 103.1486
137.3769 115.4292
137.396 129.4124
137.415 145.0969
137.4341 162.7859
137.4531 182.4176
137.4722 204.3026
137.4912 228.288
137.5293 283.1667
137.5751 360.7066
137.6208 448.6596
137.7122 637.6792
137.7681 742.5679
137.796 786.1455
137.8239 821.5946
137.862 854.3966
137.9 867.0811
137.924 864.371
137.948 853.5155
137.996 809.4094
138.0275 766.8258
138.0589 716.5029
138.1217 603.7755
138.1875 489.5231
138.2204 441.1686
138.2533 401.7783
138.2743 382.1251
138.2952 367.2172
138.3162 357.1577
138.3371 352.2059
138.3536 351.9203
138.37 354.8147
138.3865 360.9023
138.4029 370.0572
138.4194 382.3087
138.4359 397.4964
138.4524 415.4746
138.4688 435.9329
138.4928 470.0859
138.5167 508.3773
138.5645 594.0342
138.6663 779.6102
138.6992 828.184
138.732 866.0027
138.766 891.6977
138.8 902.1592
138.8085 902.319
138.8385 895.1161
138.8685 876.3594
138.8985 847.2587
138.9285 809.5115
138.9618 759.9582
138.995 705.4158
139.0615 592.0729
139.1341 479.1341
139.1856 412.0989
139.2113 382.9107
139.237 356.2848
139.243 350.4038
139.2573 336.8521
139.2715 323.9919
139.3 299.721
139.3282 277.3339
139.3688 247.1428
139.4094 218.6158
139.4457 194.1843
139.4819 170.8194
139.5543 127.9195
139.5845 111.9697
139.6147 97.38666
139.6449 84.26695
139.6751 72.65242
139.7053 62.5298
139.7355 53.83654
139.7657 46.47083
139.7958 40.32222
139.822 35.8285
139.8482 32.0318
139.8744 28.8372
139.9005 26.16462
139.9267 23.91207
139.9528 22.02466
139.979 20.42496
140.0051 19.07188
140.0575 16.90889
140.1098 15.27541
140.1621 13.99305
140.2144 12.95263
140.2668 12.08454
140.3191 11.34892
140.4237 10.16545
140.5283 9.261437
140.6329 8.56084
140.7939 7.778037
140.9549 7.269666
141.1159 6.981568
141.2768 6.887855
141.4217 6.965555
141.5666 7.207798
141.7115 7.640972
141.8563 8.31172
141.9288 8.759956
142.0012 9.300484
142.0737 9.953866
142.1461 10.74376
142.2186 11.70694
142.291 12.88846
142.3634 14.3573
142.4358 16.2137
142.5002 18.31542
142.5324 19.57868
142.5646 21.02268
142.5848 22.03836
142.6049 23.14733
142.625 24.36879
142.6451 25.71988
142.6653 27.22884
142.6854 28.9051
142.7055 30.78458
142.7256 32.90152
142.7387 34.42801
142.7518 36.08524
142.7649 37.88747
142.778 39.85049
142.7911 41.99176
142.8042 44.33052
142.8173 46.88793
142.8303 49.66482
142.8434 52.72902
142.8565 56.0876
142.8696 59.77029
142.8826 63.77687
142.8957 68.20309
142.9088 73.05616
142.9219 78.3749
142.9349 84.15375
142.9571 95.29608
142.9792 108.1722
143.0013 123.0533
143.0234 140.1669
143.0456 159.8292
143.0677 182.0706
143.0898 207.1534
143.1119 235.2171
143.1341 266.495
143.1562 300.7221
143.1784 338.1415
143.2005 378.2541
143.2448 466.071
143.289 560.4318
143.3414 673.6881
143.3937 777.5664
143.4391 850.8999
143.4845 900.9896
143.5123 917.8314
143.54 923.2619
143.5493 922.4925
143.5771 912.4719
143.6048 891.3589
143.6326 859.8571
143.6603 819.428
143.695 758.4123
143.7296 689.2798
143.7989 540.0273
143.8544 424.0443
143.8822 370.5729
143.9099 321.4359
143.9377 276.7392
143.9654 237.0143
143.9931 202.0886
144.0208 171.7894
144.0463 147.7311
144.0717 127.1194
144.0971 109.5249
144.1225 94.60574
144.1479 82.02286
144.1733 71.45282
144.1987 62.59629
144.2241 55.18334
144.2496 48.95347
144.275 43.74876
144.3004 39.36711
144.3258 35.66126
144.3512 32.50906
144.3766 29.81027
144.402 27.48324
144.4274 25.46192
144.4783 22.12827
144.5291 19.50972
144.58 17.39279
144.6308 15.65255
144.6817 14.19205
144.7325 12.95455
144.7833 11.89216
144.8341 10.97176
144.9358 9.460785
145.0374 8.282501
145.1391 7.343785
145.2407 6.585536
145.3239 6.068104
145.4071 5.625266
145.5734 4.914799
145.7398 4.381363
145.9061 3.981736
146.0725 3.687807
146.2388 3.483421
146.4052 3.360672
146.5715 3.320357
146.7009 3.352075
146.8303 3.450009
146.9597 3.632825
147.0891 3.93347
147.1538 4.144959
147.2185 4.411602
147.2832 4.75015
147.3479 5.18615
147.4126 5.761071
147.445 6.121816
147.4773 6.546576
147.5097 7.056226
147.542 7.672295
147.5744 8.432198
147.6067 9.376337
147.6345 10.38346
147.6622 11.61703
147.6899 13.14105
147.7176 15.03011
147.7454 17.38349
147.7731 20.2907
147.8008 23.88161
147.8285 28.29324
147.8459 31.55033
147.8632 35.20568
147.8806 39.33997
147.8979 43.9433
147.9153 49.10521
147.9326 54.79974
147.9499 61.08425
147.9672 67.98271
148.0019 83.73143
148.0365 101.9861
148.0712 122.7063
148.1058 145.4148
148.1798 197.8173
148.2537 247.5667
148.3033 273.8841
148.3528 290.7936
148.4 296.2401
148.4069 296.1054
148.4286 294.1294
148.4502 289.8692
148.4935 274.9219
148.5435 248.7568
148.5934 216.1768
148.678 156.0594
148.7203 127.6276
148.7625 102.1148
148.7837 90.61105
148.8048 80.09865
148.826 70.49292
148.8471 61.8762
148.8683 54.13913
148.8894 47.31185
148.9105 41.30162
148.9316 36.04655
148.9528 31.46002
148.9739 27.51675
148.9951 24.11088
149.0162 21.20881
149.0374 18.72065
149.0585 16.61252
149.0796 14.8198
149.1007 13.29598
149.1314 11.47594
149.1564 10.27616
149.1814 9.278476
149.2064 8.44403
149.2314 7.741175
149.2564 7.144399
149.2814 6.633298
149.3313 5.808052
149.3813 5.169031
149.4312 4.660702
149.4812 4.244187
