pulsearea weight xerror yerror
5.0 0.00025578716304153204 5.0 0.00018086884893077617
15.0 0.013045146130025387 5.0 0.001291661939592067
25.0 0.026601865887641907 5.0 0.0018445075801981864
35.0 0.0415654182434082 5.0 0.002305634475247733
45.0 0.06931832432746887 5.0 0.0029774770325176995
55.0 0.052564267069101334 5.0 0.002592803998672726
65.0 0.054354775696992874 5.0 0.0026365938934784943
75.0 0.05985419824719429 5.0 0.0027667613702972793
85.0 0.0804450660943985 5.0 0.003207554908572816
95.0 0.09297863394021988 5.0 0.0034483868658654326
105.0 0.11702264100313187 5.0 0.003868648961193862
115.0 0.13313722610473633 5.0 0.0041264267638357055
125.0 0.13543930649757385 5.0 0.004161949026828838
135.0 0.13032357394695282 5.0 0.0040825909532612534
145.0 0.13339301943778992 5.0 0.004130388768362267
155.0 0.12635886669158936 5.0 0.004020011071339319
165.0 0.12021997570991516 5.0 0.003921143205924217
175.0 0.10819797217845917 5.0 0.003719923068724551
185.0 0.11676684767007828 5.0 0.0038644186166139926
195.0 0.10512853413820267 5.0 0.0036667785794981616
205.0 0.09489703923463821 5.0 0.0034837800634547524
215.0 0.0982222780585289 5.0 0.0035442911219594917
225.0 0.09080445021390915 5.0 0.003407830230851897
235.0 0.08543292433023453 5.0 0.0033054988324795506
245.0 0.08134032785892487 5.0 0.003225353605933304
255.0 0.08389819413423538 5.0 0.003275674173119544
265.0 0.08658396452665329 5.0 0.0033276919123973333
275.0 0.08146821707487106 5.0 0.003227888265346826
285.0 0.08146821707487106 5.0 0.003227888265346826
295.0 0.07878245413303375 5.0 0.003174235416312333
305.0 0.09067656099796295 5.0 0.003405429504783695
315.0 0.09285075217485428 5.0 0.0034460143944006457
325.0 0.09169970452785492 5.0 0.0034245881904406404
335.0 0.10090804100036621 5.0 0.0035924214302602473
345.0 0.09783859550952911 5.0 0.0035373619049272518
355.0 0.10691904276609421 5.0 0.0036978723524023057
365.0 0.101035937666893 5.0 0.0035946972755504535
375.0 0.10819797217845917 5.0 0.003719923068724551
