x   y
26.5 3.720623338536194
27.5 3.718319162422458
28.5 3.718868949592796
29.5 3.719992081587698
30.5 3.720639318493039
31.499999999999996 3.72453061969084
32.5 3.7242006948646513
32.57500078998279 3.724999949336052
33.5 3.7313980716402604
34.5 3.7359794057793057
35.5 3.744118842540775
36.43105189280551 3.754999950528145
36.5 3.755590048585916
37.5 3.7657015896338155
38.5 3.7829810709462137
38.67201108866155 3.7849999517202377
39.5 3.7977867304918367
40.03424395973809 3.8149999529123306
40.12918615789505 3.8449999541044235
39.77916370087418 3.8749999552965164
39.5 3.8852487850026742
38.53105821333605 3.9049999564886093
38.5 3.9054131198825734
37.5 3.9225929950667906
36.57379108291741 3.9349999576807027
36.5 3.9360378372441995
35.5 3.951148400175926
34.5 3.9581664936451944
33.602708904356575 3.964999958872795
33.5 3.9663988639014867
32.5 3.9765384541882485
31.5 3.9842145147847368
30.5 3.9896219317098747
29.5 3.9929996960569296
29.085073230636482 3.994999960064888
28.5 4.001650122768319
27.5 4.006423944068914
26.5 4.011502715841232
25.5 4.014767903707203
24.5 4.017175994278508
23.5 4.019661506820868
22.5 4.020101436722819
21.5 4.020700433194083
20.5 4.021483454312665
19.5 4.0204816028817945
18.5 4.019906729143593
17.5 4.017851208677954
16.5 4.01487715766962
15.5 4.010511349870191
14.5 4.00159453618185
14.005129886921061 3.994999960064888
13.5 3.987599356808146
12.500000000000002 3.9652956206771237
12.489109598037718 3.9649999588727955
12.018823547650761 3.9349999576807018
12.098760569663202 3.9049999564886093
12.5 3.8877036029699275
12.734493151603392 3.8749999552965164
13.5 3.853083032396484
13.893331940132061 3.8449999541044235
14.5 3.8313407276334566
15.448784057542184 3.8149999529123306
15.5 3.8140081356468736
16.5 3.7958879639063388
17.5 3.7862502915564162
17.6494114031799 3.7849999517202377
18.5 3.77121422146877
19.5 3.7607294855710482
20.5 3.7555489344744464
20.585454752473865 3.754999950528145
21.5 3.7444388887441864
22.5 3.7373024120738374
23.5 3.730803023139814
24.5 3.7292003356020738
25.5 3.7256827516419575
25.7273248548263 3.724999949336052
26.5 3.720623338536194
