mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	1.5532117367168914	1.5532117367168914	0.4351506740681999	2.7512886597938144	0.17264076130055514	4.051209357652657
7.0	0.06191861402095085	0.06191861402095085	0.021062852538275587	0.11191941982272362	0.007247381144238518	0.16135213537469784
10.0	0.0037634107285828664	0.0037634107285828664	0.0012617293835068056	0.006855484387510008	0.00061128903122498	0.01035876701361089
12.0	0.0013919220055710305	0.0013919220055710305	0.0005123955431754875	0.0025673398328690806	0.0002903899721448468	0.0039061629526462396
14.0	0.0007627572427572428	0.0007627572427572428	0.00028775224775224776	0.0012887512487512486	0.00014175824175824176	0.0020334865134865134
17.0	0.0004179974355985546	0.0004179974355985546	0.00016813148385592724	0.0007262618020748339	8.801725142790535e-05	0.0011395150949994172
21.0	0.00029875862068965515	0.00029875862068965515	0.00011622988505747126	0.0005001226053639847	6.367049808429118e-05	0.0007840306513409962
33.0	0.00019180956892468024	0.00019180956892468024	7.004263382283278e-05	0.0003479346281383231	3.275698720985315e-05	0.0005200994789199432
50.0	0.00018808312128922814	0.00018808312128922814	6.647158608990669e-05	0.0003282273112807464	3.299830364715861e-05	0.0005029431721798134
100.0	0.00021405265875064534	0.00021405265875064534	7.783169850283944e-05	0.00039841507485802787	3.8595766649457926e-05	0.0006202632937532266
200.0	0.000321456154465004	0.000321456154465004	0.00012069187449718423	0.0005697747385358004	5.3628318584070795e-05	0.0008978600160901045
400.0	0.0005189586305278174	0.0005189586305278174	0.00021009985734664766	0.0008956776034236804	7.38231098430813e-05	0.0014961768901569188
1000.0	0.001225841947315772	0.001225841947315772	0.0004970323441147048	0.0021597199066355453	0.00020506835611870623	0.003216005335111704
4000.0	0.00463464770523594	0.00463464770523594	0.0018893341952165481	0.008230122818358112	0.0007816418875242405	0.012447058823529412
