mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	2809.5340501792116	2809.5340501792116	861.3978494623657	5253.906810035843	305.19713261648747	7679.032258064516
7.0	62.25	62.25	16.914285714285715	113.75625	7.359821428571428	169.6107142857143
10.0	2.2218663721700715	2.2218663721700715	0.8028161236885698	4.003589177250138	0.4238542241855328	6.186195472114854
12.0	0.6591668266461894	0.6591668266461894	0.2808600499136111	1.1590324438471875	0.14430792858514113	1.7856210405068151
14.0	0.31578125	0.31578125	0.13361213235294117	0.5626102941176471	0.06744485294117647	0.8580698529411764
17.0	0.145993135993136	0.145993135993136	0.06103389103389104	0.26152724152724155	0.02986700986700987	0.4073745173745174
21.0	0.0856408559452901	0.0856408559452901	0.03360026472534745	0.15226119567615268	0.01540922126626958	0.21965144495918817
33.0	0.03435942492012779	0.03435942492012779	0.011799520766773163	0.06213817891373802	0.005264376996805112	0.09717891373801917
50.0	0.020019607843137253	0.020019607843137253	0.007724153297682709	0.03613591800356506	0.0033284313725490196	0.05458778966131907
100.0	0.008885615251299828	0.008885615251299828	0.004104563835932987	0.014628538417099943	0.002128249566724437	0.023183997689197
200.0	0.007797096973440396	0.007797096973440396	0.004272390364422483	0.011409512044471895	0.0018817171093267447	0.01853335392217418
400.0	0.011082147774208352	0.011082147774208352	0.006394676457090408	0.015616337769619092	0.002976135842129417	0.02432400183570445
1000.0	0.023360703812316717	0.023360703812316717	0.013825024437927663	0.03000097751710655	0.00604496578690127	0.050235581622678396
4000.0	0.08239272727272727	0.08239272727272727	0.050083636363636365	0.1149490909090909	0.021254545454545457	0.1705309090909091
