mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	0.014698005171776874	0.014698005171776874	0.0038400443295160697	0.026451606944957518	0.0017148134466198745	0.038519578869597344
7.0	0.0003386195601310248	0.0003386195601310248	0.00010111839026672905	0.0005831539541413195	4.0318203088441744e-05	0.0008933738886289191
10.0	1.1762570663493008e-05	1.1762570663493008e-05	4.4602796786670635e-06	2.20481999404939e-05	2.221065159178816e-06	3.3639988098780125e-05
12.0	3.800843437005799e-06	3.800843437005799e-06	1.5283078545071165e-06	6.579230363732209e-06	8.232999472851871e-07	9.904269899841855e-06
14.0	1.8087493566649512e-06	1.8087493566649512e-06	7.544004117344313e-07	3.1023674729799276e-06	3.927946474523932e-07	4.750386001029336e-06
17.0	8.117355781133944e-07	8.117355781133944e-07	3.408764545679624e-07	1.5158455063134438e-06	1.1609309234959148e-07	2.2841049764793268e-06
21.0	4.970423661071143e-07	4.970423661071143e-07	1.9159339195310419e-07	8.867039701572075e-07	7.948308020250466e-08	1.34367172928324e-06
33.0	2.444864559819413e-07	2.444864559819413e-07	8.566027088036118e-08	4.3525395033860043e-07	3.9774266365688484e-08	6.79176072234763e-07
50.0	1.7973767885532592e-07	1.7973767885532592e-07	6.517885532591415e-08	3.355723370429253e-07	3.2333068362480124e-08	4.920747217806041e-07
100.0	1.9293400588482556e-07	1.9293400588482556e-07	6.632198402690207e-08	3.405296343001261e-07	3.30390920554855e-08	5.39693148381673e-07
200.0	2.7848284960422164e-07	2.7848284960422164e-07	1.0297493403693931e-07	5.048416886543535e-07	5.0468337730870714e-08	7.643337730870713e-07
400.0	5.170474937193444e-07	5.170474937193444e-07	1.9103959803804284e-07	9.444790046656298e-07	9.552578059576504e-08	1.3966503170235674e-06
1000.0	1.1439704209328783e-06	1.1439704209328783e-06	4.372298065984073e-07	2.1181740614334472e-06	2.1757679180887372e-07	3.262514220705347e-06
4000.0	4.596506841695405e-06	4.596506841695405e-06	1.7177661586383358e-06	8.285015018355769e-06	8.266770497274446e-07	1.2759595060629658e-05
