mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	9.757718805817811	9.757718805817811	2.765756570553713	17.40265373819852	1.1440418474100535	25.074381219698903
7.0	0.3571971066907776	0.3571971066907776	0.1169258589511754	0.6366184448462929	0.04117992766726944	0.9364918625678119
10.0	0.019466587112171838	0.019466587112171838	0.006073190135242641	0.035015910898965795	0.003052505966587112	0.05300636435958631
12.0	0.0066666121380664165	0.0066666121380664165	0.002552429249141175	0.01227596924586946	0.0014487158514640932	0.018319319483068874
14.0	0.003515197841726619	0.003515197841726619	0.0013047661870503597	0.006175449640287769	0.0007123201438848921	0.009386780575539568
17.0	0.0017679	0.0017679	0.0007487500000000001	0.003271	0.00037305	0.00486125
21.0	0.0011679937304075235	0.0011679937304075235	0.00046291536050156734	0.002054921630094044	0.00022526645768025078	0.0030306896551724138
33.0	0.0007272694781987134	0.0007272694781987134	0.00026622587562544675	0.0012403145103645462	0.00011090064331665476	0.0019186204431736954
50.0	0.0006632806506061072	0.0006632806506061072	0.00023254564983888294	0.0011887218045112781	0.000118674236611938	0.0018221881233696485
100.0	0.0008627295097482492	0.0008627295097482492	0.0002909142532651902	0.0015609123604012872	0.00011955328411887186	0.0022789702820367216
200.0	0.0014222291407222914	0.0014222291407222914	0.0004600560398505604	0.002548163138231631	0.00023119551681195517	0.0039047322540473224
400.0	0.002602467010900746	0.002602467010900746	0.0009545611015490533	0.0046675846242111305	0.0003965576592082616	0.006930464716006885
1000.0	0.006323165704863975	0.006323165704863975	0.0020605935696619954	0.010887469084913438	0.0009719703215169003	0.017260785930200605
4000.0	0.024280862533692722	0.024280862533692722	0.008430188679245283	0.042877628032345017	0.003950943396226415	0.0659622641509434
