mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	964.7607361963192	964.7607361963192	316.02453987730064	1819.2760736196321	115.34969325153376	2678.6625766871166
7.0	11.803380281690142	11.803380281690142	3.15924882629108	21.79173708920188	1.6052582159624413	31.927323943661975
10.0	0.2712692589875275	0.2712692589875275	0.10923697725605282	0.4713939838591342	0.05859134262655906	0.7198826118855465
12.0	0.06623266404471123	0.06623266404471123	0.02945352929000207	0.11729662595735872	0.01353549989650176	0.18219830262885528
14.0	0.025968147527242247	0.025968147527242247	0.01216932103939648	0.049699916177703266	0.0050980720871751884	0.07513914501257335
17.0	0.010991077119184192	0.010991077119184192	0.0046191841937539835	0.019151370299553855	0.0019034416826003825	0.030263862332695984
21.0	0.0048567274649748875	0.0048567274649748875	0.0018921490880253766	0.009111683848797252	0.000824742268041237	0.013625429553264604
33.0	0.0015491307147456536	0.0015491307147456536	0.0004955247907276239	0.0026584030907920156	0.0002448808757244044	0.003971216999356085
50.0	0.0006107325632402398	0.0006107325632402398	0.000217253984500658	0.001095116245065068	0.00010770580494224303	0.001713993273870449
100.0	0.0003177502477700694	0.0003177502477700694	0.000142794846382557	0.0005735084241823588	7.279484638255698e-05	0.0009031714568880079
200.0	0.0003757688843134732	0.0003757688843134732	0.0001806331231501737	0.0006069360442671471	9.064470467121349e-05	0.0010097928194569554
400.0	0.0006128172043010753	0.0006128172043010753	0.00030440860215053765	0.0009855913978494624	0.00015109677419354839	0.001577978494623656
1000.0	0.0013738130200685267	0.0013738130200685267	0.0006887420460107684	0.002213264806656877	0.00038325991189427314	0.0034133137542829172
4000.0	0.005093468468468469	0.005093468468468469	0.002622184684684685	0.008486486486486488	0.0012672672672672674	0.012936561561561562
