mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	2069395.2997095326	2069395.2997095326	643332.453129126	3630710.3247953523	245075.25745973067	5303195.141272776
7.0	79239.88439306358	79239.88439306358	24477.842003853562	139396.91714836223	9028.901734104047	202748.5549132948
10.0	4382.5131810193325	4382.5131810193325	1413.444639718805	7958.9630931458705	638.1370826010545	12129.08611599297
12.0	1548.3357988165683	1548.3357988165683	532.9881656804735	2750.5177514792904	245.45118343195267	4297.226331360947
14.0	824.9273557492735	824.9273557492735	309.1324200913242	1435.9277708592776	171.71025321710252	2260.502283105023
17.0	431.1555396882066	431.1555396882066	171.14125907414015	775.0208258955134	96.37034392478876	1211.8053076282279
21.0	284.63206816421376	284.63206816421376	110.24786986831914	528.8226181254842	47.86212238574748	780.8210689388071
33.0	195.5609756097561	195.5609756097561	73.66829268292683	334.7804878048781	33.84390243902439	526.4878048780487
50.0	188.68784530386742	188.68784530386742	69.12523020257828	334.05156537753226	32.90055248618785	503.80755064456724
100.0	267.29780564263325	267.29780564263325	96.60188087774296	491.80564263322884	49.38557993730407	714.8652037617555
200.0	442.6981627296588	442.6981627296588	161.92125984251967	771.7795275590552	71.79002624671915	1162.761154855643
400.0	765.9313255323231	765.9313255323231	282.927297141761	1362.209859965471	120.02685593708038	2085.478611164397
1000.0	1858.7085038653934	1858.7085038653934	681.1277853569804	3200.9095043201455	339.4724874943156	4912.050932241928
4000.0	7033.859244814749	7033.859244814749	2655.5575252614785	12595.639071086687	1395.319978727176	18997.340897004076
