mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	28125514.40329218	28125514.40329218	7948216.735253772	50265432.09876544	3182441.70096022	73643347.05075446
7.0	320764.4305772231	320764.4305772231	95709.82839313573	596469.0587623505	44680.1872074883	887228.2891315651
10.0	6724.213899459242	6724.213899459242	2830.3625075105147	12552.17304225916	1504.7065892249148	19057.280192269176
12.0	1752.9608938547487	1752.9608938547487	786.3128491620112	3266.4804469273745	368.37988826815644	4826.256983240223
14.0	683.7723214285714	683.7723214285714	310.6696428571429	1314.732142857143	117.79017857142857	1940.870535714286
17.0	288.95348837209303	288.95348837209303	118.64617940199336	515.0	54.16112956810631	798.1478405315614
21.0	124.26622296173045	124.26622296173045	50.69217970049917	226.40931780366057	23.09484193011647	353.936772046589
33.0	33.8114926419061	33.8114926419061	11.05395935529082	58.86124737210932	5.264190609670638	90.57323055360897
50.0	8.961623075042777	8.961623075042777	3.647763383035932	15.624541676851626	1.6482522610608652	24.094597897824492
100.0	2.0470198675496687	2.0470198675496687	1.1584437086092716	2.926407284768212	0.494453642384106	4.315480132450332
200.0	1.18984375	1.18984375	0.7638221153846154	1.6646634615384617	0.45829326923076924	2.461598557692308
400.0	1.5366742596810934	1.5366742596810934	1.0264996203492789	2.090205011389522	0.7908883826879272	2.9712224753227034
1000.0	2.738857313790009	2.738857313790009	2.020939276099312	3.9608136404427166	1.6503140891414896	5.55504038288962
4000.0	9.733727810650887	9.733727810650887	7.403980634749866	14.124260355029586	6.336740182894029	18.15277030661646
