mass	ucl	median	nsig1	psig1	nsig2	psig2
5.0	6465835.22297808	6465835.22297808	1978080.1209372636	11497278.911564626	707558.5789871505	16416250.944822371
7.0	48572.676727561564	48572.676727561564	13316.123907863384	86162.03335980937	6779.98411437649	129793.48689436061
10.0	669.8638613861386	669.8638613861386	296.45214521452147	1244.8432343234324	157.19884488448847	1927.1452145214523
12.0	144.46234012316438	144.46234012316438	68.81572714353388	257.75461866414025	34.77498815727143	388.706774040739
14.0	47.99967840488824	47.99967840488824	22.095192153079275	90.77986814600418	9.073806078147612	137.38543174143754
17.0	17.126643935703846	17.126643935703846	6.962006819288845	30.320019483682415	2.943010228933268	46.09303458353628
21.0	6.45572590738423	6.45572590738423	2.3343241551939924	11.506883604505632	0.9984355444305382	17.227158948685858
33.0	1.018552543132422	1.018552543132422	0.34942863544700875	1.832287698857271	0.18456195384270668	2.7955187093883036
50.0	0.2361415683553088	0.2361415683553088	0.10181124219292159	0.43267175572519084	0.0532824427480916	0.6681609993060375
100.0	0.09147689216342934	0.09147689216342934	0.04708640321500335	0.14769591426657736	0.0239919624916276	0.23444407233757536
200.0	0.09239693542502736	0.09239693542502736	0.05121488507843852	0.1331776723823422	0.020587376869755564	0.21032834731849692
400.0	0.13325786858089453	0.13325786858089453	0.07710657095527333	0.18820541137493096	0.03440088348978465	0.2964991717283269
1000.0	0.27133364973896534	0.27133364973896534	0.1635500711912672	0.3739558614143331	0.07338633127669672	0.5841124822021831
4000.0	1.0034528552456838	1.0034528552456838	0.5950863213811421	1.3916334661354581	0.2972111553784861	2.1112439132359455
