Time 	 Efficiency 	 EfficiencyError 
0.0 	 0.0 	 10 
20.0 	 72.19890261592258 	 10 
40.0 	 79.91072367084084 	 10 
60.0 	 84.49857396130425 	 10 
80.0 	 87.6211432135274 	 10 
100.0 	 89.96307015269475 	 10 
120.0 	 91.76891866323763 	 10 
140.0 	 93.16622635824055 	 10 
160.0 	 94.25029606945895 	 10 
180.0 	 95.0505595537585 	 10 
200.0 	 95.64129695941921 	 10 
220.0 	 96.12972397216598 	 10 
240.0 	 96.49832168910254 	 10 
260.0 	 96.78493094048478 	 10 
280.0 	 97.02529028822099 	 10 
300.0 	 97.19697553660399 	 10 
320.0 	 97.33572524754209 	 10 
340.0 	 97.45555454335228 	 10 
360.0 	 97.57328157081491 	 10 
380.0 	 97.67419045149717 	 10 
400.0 	 97.7533758925881 	 10 
420.0 	 97.81294016243527 	 10 
440.0 	 97.8619930905447 	 10 
460.0 	 97.91244753088583 	 10 
480.0 	 97.94608382444657 	 10 
500.0 	 97.97761784965978 	 10 
520.0 	 98.0021443137145 	 10 
540.0 	 98.02877304611675 	 10 
560.0 	 98.04839421736054 	 10 
580.0 	 98.05890555909826 	 10 
600.0 	 98.0708184130677 	 10 
620.0 	 98.08483353538467 	 10 
640.0 	 98.0981479015858 	 10 
660.0 	 98.10375395051261 	 10 
680.0 	 98.1079584872077 	 10 
700.0 	 98.11286378001864 	 10 
720.0 	 98.11776907282959 	 10 
740.0 	 98.12407587787222 	 10 
760.0 	 98.13248495126241 	 10 
780.0 	 98.13458721960995 	 10 
800.0 	 98.1394925124209 	 10 
820.0 	 98.143697049116 	 10 
840.0 	 98.1479015858111 	 10 
860.0 	 98.14930309804278 	 10 
880.0 	 98.15210612250618 	 10 
900.0 	 98.15490914696959 	 10 
920.0 	 98.15490914696959 	 10 
940.0 	 98.15701141531713 	 10 
960.0 	 98.15771217143298 	 10 
980.0 	 98.15771217143298 	 10 
