Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 75.63499010897361 	 10 
40 	 80.78452726408007 	 10 
60 	 83.6512017424749 	 10 
80 	 85.53359847257738 	 10 
100 	 86.88387866088598 	 10 
120 	 87.90882334695792 	 10 
140 	 88.73870458571419 	 10 
160 	 89.3755901875504 	 10 
180 	 89.90357110855315 	 10 
200 	 90.31230829674458 	 10 
220 	 90.6369545288494 	 10 
240 	 90.88509177631806 	 10 
260 	 91.11117237956728 	 10 
280 	 91.30830363727848 	 10 
300 	 91.4875138715614 	 10 
320 	 91.62123227714174 	 10 
340 	 91.7446116307442 	 10 
360 	 91.85282704144582 	 10 
380 	 91.9403643481917 	 10 
400 	 92.0389299770473 	 10 
420 	 92.11543896168347 	 10 
440 	 92.18712305539664 	 10 
460 	 92.24502174647266 	 10 
480 	 92.31050240899911 	 10 
500 	 92.35737277796541 	 10 
520 	 92.40355387679986 	 10 
540 	 92.43594957299716 	 10 
560 	 92.45869548734844 	 10 
580 	 92.48557702249089 	 10 
600 	 92.50694439657846 	 10 
620 	 92.52693323040234 	 10 
640 	 92.55036841488547 	 10 
660 	 92.5758714097642 	 10 
680 	 92.59172462279692 	 10 
700 	 92.60757783582963 	 10 
720 	 92.62412031899422 	 10 
740 	 92.64135207229064 	 10 
760 	 92.65031258400481 	 10 
780 	 92.65927309571894 	 10 
800 	 92.66616579703751 	 10 
820 	 92.67099068796053 	 10 
840 	 92.6792619295428 	 10 
860 	 92.68684390099324 	 10 
880 	 92.6971829529711 	 10 
900 	 92.70407565428968 	 10 
920 	 92.70958981534453 	 10 
940 	 92.71441470626753 	 10 
960 	 92.71855032705868 	 10 
980 	 92.72406448811353 	 10 
