Time 	 Efficiency 	 EfficiencyError 
0.0 	 0.0 	 10 
20.0 	 66.38262685437587 	 10 
40.0 	 74.42660630820656 	 10 
60.0 	 79.11816850381562 	 10 
80.0 	 82.21831356033161 	 10 
100.0 	 84.52380118147481 	 10 
120.0 	 86.26518012935958 	 10 
140.0 	 87.61203338402136 	 10 
160.0 	 88.66106528944732 	 10 
180.0 	 89.44661289531405 	 10 
200.0 	 90.01702837361513 	 10 
220.0 	 90.49214102016076 	 10 
240.0 	 90.84812512701205 	 10 
260.0 	 91.14594647624787 	 10 
280.0 	 91.37158994555125 	 10 
300.0 	 91.54047216947086 	 10 
320.0 	 91.67641885594556 	 10 
340.0 	 91.80325571291424 	 10 
360.0 	 91.92308500872441 	 10 
380.0 	 92.02049010882743 	 10 
400.0 	 92.10247857438176 	 10 
420.0 	 92.16554662480817 	 10 
440.0 	 92.2131980406859 	 10 
460.0 	 92.26365248102702 	 10 
480.0 	 92.29518650624023 	 10 
500.0 	 92.32531901922174 	 10 
520.0 	 92.3505462393923 	 10 
540.0 	 92.37647421567871 	 10 
560.0 	 92.39679614303834 	 10 
580.0 	 92.40870899700778 	 10 
600.0 	 92.42412563155645 	 10 
620.0 	 92.43884150998927 	 10 
640.0 	 92.45285663230625 	 10 
660.0 	 92.45846268123306 	 10 
680.0 	 92.46406873015984 	 10 
700.0 	 92.47037553520249 	 10 
720.0 	 92.47598158412927 	 10 
740.0 	 92.48088687694022 	 10 
760.0 	 92.4892959503304 	 10 
780.0 	 92.49279973090965 	 10 
800.0 	 92.49840577983645 	 10 
820.0 	 92.50190956041568 	 10 
840.0 	 92.50541334099493 	 10 
860.0 	 92.50681485322663 	 10 
880.0 	 92.51242090215342 	 10 
900.0 	 92.51662543884852 	 10 
920.0 	 92.51802695108022 	 10 
940.0 	 92.52082997554362 	 10 
960.0 	 92.52082997554362 	 10 
980.0 	 92.52082997554362 	 10 
