Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 62.74824658545589 	 10 
40 	 73.73661867847915 	 10 
60 	 80.0879783437923 	 10 
80 	 84.14882490463886 	 10 
100 	 87.14747139165743 	 10 
120 	 89.3890734588409 	 10 
140 	 91.10557401255076 	 10 
160 	 92.37326196628523 	 10 
180 	 93.322874369386 	 10 
200 	 94.04577334809893 	 10 
220 	 94.61609449981543 	 10 
240 	 95.04368155530946 	 10 
260 	 95.3875968992248 	 10 
280 	 95.66598991017595 	 10 
300 	 95.88962716869693 	 10 
320 	 96.07142857142857 	 10 
340 	 96.22554448135844 	 10 
360 	 96.33382551987204 	 10 
380 	 96.43472376030515 	 10 
400 	 96.51285837332348 	 10 
420 	 96.58330257167466 	 10 
440 	 96.63990402362495 	 10 
460 	 96.69004552725482 	 10 
480 	 96.73095853328412 	 10 
500 	 96.76541159099298 	 10 
520 	 96.79648086624832 	 10 
540 	 96.8213978097699 	 10 
560 	 96.8392395717977 	 10 
580 	 96.85431278454534 	 10 
600 	 96.87153931339978 	 10 
620 	 96.88784299249416 	 10 
640 	 96.89860957302818 	 10 
660 	 96.91245231942906 	 10 
680 	 96.92321889996308 	 10 
700 	 96.93121693121694 	 10 
720 	 96.93952257905745 	 10 
740 	 96.94413682785776 	 10 
760 	 96.947828226898 	 10 
780 	 96.95213485911161 	 10 
800 	 96.95705672449859 	 10 
820 	 96.96074812353882 	 10 
840 	 96.9638242894057 	 10 
860 	 96.96659283868586 	 10 
880 	 96.9702842377261 	 10 
900 	 96.97151470407285 	 10 
920 	 96.97336040359296 	 10 
940 	 96.97612895287314 	 10 
960 	 96.97766703580658 	 10 
980 	 96.98043558508674 	 10 
