Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 62.79212792127922 	 10 
40 	 72.07872078720787 	 10 
60 	 77.82902829028289 	 10 
80 	 81.15006150061501 	 10 
100 	 83.82533825338253 	 10 
120 	 85.48585485854858 	 10 
140 	 86.93111931119311 	 10 
160 	 88.16113161131611 	 10 
180 	 89.11439114391145 	 10 
200 	 89.66789667896678 	 10 
220 	 90.25215252152522 	 10 
240 	 90.55965559655597 	 10 
260 	 90.83640836408364 	 10 
280 	 91.02091020910208 	 10 
300 	 91.14391143911439 	 10 
320 	 91.35916359163592 	 10 
340 	 91.38991389913899 	 10 
360 	 91.48216482164821 	 10 
380 	 91.5129151291513 	 10 
400 	 91.69741697416974 	 10 
420 	 91.88191881918819 	 10 
440 	 92.03567035670358 	 10 
460 	 92.22017220172202 	 10 
480 	 92.34317343173431 	 10 
500 	 92.40467404674047 	 10 
520 	 92.52767527675276 	 10 
540 	 92.55842558425584 	 10 
560 	 92.58917589175891 	 10 
580 	 92.58917589175891 	 10 
600 	 92.68142681426814 	 10 
620 	 92.68142681426814 	 10 
640 	 92.80442804428044 	 10 
660 	 92.83517835178353 	 10 
680 	 92.83517835178353 	 10 
700 	 92.89667896678966 	 10 
720 	 92.89667896678966 	 10 
740 	 92.92742927429273 	 10 
760 	 92.98892988929889 	 10 
780 	 93.01968019680197 	 10 
800 	 93.01968019680197 	 10 
820 	 93.05043050430506 	 10 
840 	 93.05043050430506 	 10 
860 	 93.05043050430506 	 10 
880 	 93.05043050430506 	 10 
900 	 93.08118081180811 	 10 
920 	 93.1119311193112 	 10 
940 	 93.1119311193112 	 10 
960 	 93.1119311193112 	 10 
980 	 93.1119311193112 	 10 
1000 	 93.1119311193112 	 10 
1020 	 93.14268142681426 	 10 
1040 	 93.14268142681426 	 10 
1060 	 93.14268142681426 	 10 
1080 	 93.14268142681426 	 10 
1100 	 93.14268142681426 	 10 
1120 	 93.14268142681426 	 10 
1140 	 93.14268142681426 	 10 
1160 	 93.14268142681426 	 10 
1180 	 93.14268142681426 	 10 
1200 	 93.14268142681426 	 10 
1220 	 93.14268142681426 	 10 
1240 	 93.14268142681426 	 10 
1260 	 93.14268142681426 	 10 
1280 	 93.14268142681426 	 10 
1300 	 93.14268142681426 	 10 
1320 	 93.14268142681426 	 10 
1340 	 93.14268142681426 	 10 
1360 	 93.14268142681426 	 10 
1380 	 93.14268142681426 	 10 
1400 	 93.14268142681426 	 10 
1420 	 93.14268142681426 	 10 
1440 	 93.14268142681426 	 10 
1460 	 93.14268142681426 	 10 
1480 	 93.14268142681426 	 10 
1500 	 93.14268142681426 	 10 
1520 	 93.14268142681426 	 10 
1540 	 93.14268142681426 	 10 
1560 	 93.14268142681426 	 10 
1580 	 93.14268142681426 	 10 
1600 	 93.14268142681426 	 10 
1620 	 93.14268142681426 	 10 
1640 	 93.14268142681426 	 10 
1660 	 93.14268142681426 	 10 
1680 	 93.14268142681426 	 10 
1700 	 93.14268142681426 	 10 
1720 	 93.14268142681426 	 10 
1740 	 93.14268142681426 	 10 
1760 	 93.14268142681426 	 10 
1780 	 93.14268142681426 	 10 
1800 	 93.14268142681426 	 10 
1820 	 93.14268142681426 	 10 
1840 	 93.14268142681426 	 10 
1860 	 93.14268142681426 	 10 
1880 	 93.14268142681426 	 10 
1900 	 93.14268142681426 	 10 
1920 	 93.14268142681426 	 10 
1940 	 93.14268142681426 	 10 
1960 	 93.14268142681426 	 10 
1980 	 93.14268142681426 	 10 
