Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 84.63479022063537 	 10 
40 	 88.17557088798671 	 10 
60 	 90.15515470668109 	 10 
80 	 91.45718598575968 	 10 
100 	 92.40562168719542 	 10 
120 	 93.13831583735983 	 10 
140 	 93.73177742088902 	 10 
160 	 94.1784244663326 	 10 
180 	 94.54304836608515 	 10 
200 	 94.84563795397054 	 10 
220 	 95.0758541780109 	 10 
240 	 95.25506441229382 	 10 
260 	 95.42393559459887 	 10 
280 	 95.56247889110222 	 10 
300 	 95.68930459536396 	 10 
320 	 95.78718095408772 	 10 
340 	 95.87885388162475 	 10 
360 	 95.95811994678834 	 10 
380 	 96.01739717812808 	 10 
400 	 96.09735251342354 	 10 
420 	 96.1545619343677 	 10 
440 	 96.20694646438885 	 10 
460 	 96.24554559177287 	 10 
480 	 96.29793012179402 	 10 
500 	 96.33101508812318 	 10 
520 	 96.36823567524348 	 10 
540 	 96.39236012985849 	 10 
560 	 96.40821334289122 	 10 
580 	 96.42889144684693 	 10 
600 	 96.44543393001152 	 10 
620 	 96.4633549534398 	 10 
640 	 96.48334378726366 	 10 
660 	 96.50333262108754 	 10 
680 	 96.51573948346096 	 10 
700 	 96.5295248860981 	 10 
720 	 96.5426210186034 	 10 
740 	 96.5557171511087 	 10 
760 	 96.56260985242726 	 10 
780 	 96.57157036414141 	 10 
800 	 96.57639525506441 	 10 
820 	 96.58053087585556 	 10 
840 	 96.58604503691042 	 10 
860 	 96.59155919796527 	 10 
880 	 96.60051970967942 	 10 
900 	 96.60672314086614 	 10 
920 	 96.61085876165728 	 10 
940 	 96.61430511231657 	 10 
960 	 96.61844073310772 	 10 
980 	 96.62464416429442 	 10 
