Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 94.50117228652266 	 10 
40 	 95.6593001797426 	 10 
60 	 96.3470736032752 	 10 
80 	 96.8162281891113 	 10 
100 	 97.13155766521801 	 10 
120 	 97.38041357596585 	 10 
140 	 97.56783543353004 	 10 
160 	 97.73701905655533 	 10 
180 	 97.85988716292263 	 10 
200 	 97.94747868406338 	 10 
220 	 98.02643104147518 	 10 
240 	 98.09890402609027 	 10 
260 	 98.16249787020617 	 10 
280 	 98.21097317779639 	 10 
300 	 98.2544089732114 	 10 
320 	 98.29040548874869 	 10 
340 	 98.32064256180001 	 10 
360 	 98.34943977422985 	 10 
380 	 98.3767971260382 	 10 
400 	 98.39959491921182 	 10 
420 	 98.41735320021023 	 10 
440 	 98.43583141151937 	 10 
460 	 98.44855018034254 	 10 
480 	 98.46006906531449 	 10 
500 	 98.4744676715294 	 10 
520 	 98.48214692817734 	 10 
540 	 98.49054611513606 	 10 
560 	 98.49918527886501 	 10 
580 	 98.50734448905347 	 10 
600 	 98.51358388507992 	 10 
620 	 98.51982328110638 	 10 
640 	 98.52462281651137 	 10 
660 	 98.52846244483534 	 10 
680 	 98.53230207315931 	 10 
700 	 98.53734158533453 	 10 
720 	 98.54046128334777 	 10 
740 	 98.543580981361 	 10 
760 	 98.54598074906349 	 10 
780 	 98.54862049353622 	 10 
800 	 98.55030033092797 	 10 
820 	 98.55150021477921 	 10 
840 	 98.5543799360222 	 10 
860 	 98.55677970372469 	 10 
880 	 98.55773961080567 	 10 
900 	 98.55845954111642 	 10 
920 	 98.56013937850815 	 10 
940 	 98.5603793552784 	 10 
960 	 98.56109928558917 	 10 
980 	 98.5622991694404 	 10 
