Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 93.17578058443942 	 10 
40 	 94.52181028876406 	 10 
60 	 95.32189284077302 	 10 
80 	 95.86520024861593 	 10 
100 	 96.23188475355585 	 10 
120 	 96.5227365990972 	 10 
140 	 96.74375520449621 	 10 
160 	 96.93717648131661 	 10 
180 	 97.07732291514182 	 10 
200 	 97.18027294957848 	 10 
220 	 97.27386388997546 	 10 
240 	 97.35617592217073 	 10 
260 	 97.42864890678582 	 10 
280 	 97.48312363363226 	 10 
300 	 97.53375873215472 	 10 
320 	 97.57383485278625 	 10 
340 	 97.60791155416155 	 10 
360 	 97.64078837168562 	 10 
380 	 97.67294525889893 	 10 
400 	 97.70102254101803 	 10 
420 	 97.72022068263793 	 10 
440 	 97.7413386384198 	 10 
460 	 97.75621719817522 	 10 
480 	 97.76965589730914 	 10 
500 	 97.7852543873753 	 10 
520 	 97.794613481415 	 10 
540 	 97.80445252899518 	 10 
560 	 97.8133316694944 	 10 
580 	 97.8226907635341 	 10 
600 	 97.8291701363308 	 10 
620 	 97.83684939297876 	 10 
640 	 97.84236885869447 	 10 
660 	 97.84692841732921 	 10 
680 	 97.85076804565318 	 10 
700 	 97.8562875113689 	 10 
720 	 97.86012713969288 	 10 
740 	 97.86348681447636 	 10 
760 	 97.86636653571934 	 10 
780 	 97.86900628019207 	 10 
800 	 97.87116607112432 	 10 
820 	 97.87284590851606 	 10 
840 	 97.87596560652929 	 10 
860 	 97.87812539746153 	 10 
880 	 97.87932528131277 	 10 
900 	 97.88028518839377 	 10 
920 	 97.8819650257855 	 10 
940 	 97.88268495609626 	 10 
960 	 97.88340488640699 	 10 
980 	 97.88460477025825 	 10 
