Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 87.7582083061535 	 10 
40 	 90.58160091513278 	 10 
60 	 92.15566711099767 	 10 
80 	 93.24569613432031 	 10 
100 	 94.03414730990669 	 10 
120 	 94.62312222883992 	 10 
140 	 95.06745322707205 	 10 
160 	 95.41299148208023 	 10 
180 	 95.6975523979693 	 10 
200 	 95.90931866095654 	 10 
220 	 96.09319606341643 	 10 
240 	 96.2316949809505 	 10 
260 	 96.34845004112425 	 10 
280 	 96.45386048006655 	 10 
300 	 96.54036321695642 	 10 
320 	 96.62024825812794 	 10 
340 	 96.6972971439916 	 10 
360 	 96.76583756393167 	 10 
380 	 96.82397874774288 	 10 
400 	 96.87172069542528 	 10 
420 	 96.91048148463275 	 10 
440 	 96.94593342598107 	 10 
460 	 96.97665844181628 	 10 
480 	 97.00312922468967 	 10 
500 	 97.02581846715259 	 10 
520 	 97.05039847982076 	 10 
540 	 97.06788810421926 	 10 
560 	 97.08585042116906 	 10 
580 	 97.10712158597805 	 10 
600 	 97.12461121037654 	 10 
620 	 97.13453775395408 	 10 
640 	 97.1444642975316 	 10 
660 	 97.15250007090388 	 10 
680 	 97.1614812293788 	 10 
700 	 97.170935080405 	 10 
720 	 97.1799162388799 	 10 
740 	 97.18606124204695 	 10 
760 	 97.19409701541923 	 10 
780 	 97.19787855582972 	 10 
800 	 97.20307817389413 	 10 
820 	 97.205914329202 	 10 
840 	 97.20780509940724 	 10 
860 	 97.21064125471511 	 10 
880 	 97.2144227951256 	 10 
900 	 97.2148954876769 	 10 
920 	 97.21725895043346 	 10 
940 	 97.2186770280874 	 10 
960 	 97.22009510574132 	 10 
980 	 97.22056779829263 	 10 
