Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 61.34686346863468 	 10 
40 	 70.75645756457564 	 10 
60 	 76.44526445264452 	 10 
80 	 79.6740467404674 	 10 
100 	 82.44157441574416 	 10 
120 	 84.04059040590406 	 10 
140 	 85.48585485854858 	 10 
160 	 86.71586715867159 	 10 
180 	 87.66912669126691 	 10 
200 	 88.22263222632226 	 10 
220 	 88.80688806888068 	 10 
240 	 89.11439114391145 	 10 
260 	 89.39114391143912 	 10 
280 	 89.54489544895449 	 10 
300 	 89.66789667896678 	 10 
320 	 89.9138991389914 	 10 
340 	 89.94464944649447 	 10 
360 	 90.03690036900369 	 10 
380 	 90.06765067650676 	 10 
400 	 90.22140221402213 	 10 
420 	 90.40590405904058 	 10 
440 	 90.55965559655597 	 10 
460 	 90.74415744157442 	 10 
480 	 90.86715867158671 	 10 
500 	 90.92865928659286 	 10 
520 	 91.02091020910208 	 10 
540 	 91.05166051660517 	 10 
560 	 91.08241082410824 	 10 
580 	 91.08241082410824 	 10 
600 	 91.17466174661747 	 10 
620 	 91.17466174661747 	 10 
640 	 91.29766297662977 	 10 
660 	 91.32841328413284 	 10 
680 	 91.32841328413284 	 10 
700 	 91.38991389913899 	 10 
720 	 91.38991389913899 	 10 
740 	 91.42066420664207 	 10 
760 	 91.48216482164821 	 10 
780 	 91.5129151291513 	 10 
800 	 91.5129151291513 	 10 
820 	 91.54366543665436 	 10 
840 	 91.54366543665436 	 10 
860 	 91.54366543665436 	 10 
880 	 91.54366543665436 	 10 
900 	 91.54366543665436 	 10 
920 	 91.57441574415745 	 10 
940 	 91.57441574415745 	 10 
960 	 91.57441574415745 	 10 
980 	 91.57441574415745 	 10 
1000 	 91.57441574415745 	 10 
1020 	 91.60516605166052 	 10 
1040 	 91.60516605166052 	 10 
1060 	 91.60516605166052 	 10 
1080 	 91.60516605166052 	 10 
1100 	 91.60516605166052 	 10 
1120 	 91.60516605166052 	 10 
1140 	 91.60516605166052 	 10 
1160 	 91.60516605166052 	 10 
1180 	 91.60516605166052 	 10 
1200 	 91.60516605166052 	 10 
1220 	 91.60516605166052 	 10 
1240 	 91.60516605166052 	 10 
1260 	 91.60516605166052 	 10 
1280 	 91.60516605166052 	 10 
1300 	 91.60516605166052 	 10 
1320 	 91.60516605166052 	 10 
1340 	 91.60516605166052 	 10 
1360 	 91.60516605166052 	 10 
1380 	 91.60516605166052 	 10 
1400 	 91.60516605166052 	 10 
1420 	 91.60516605166052 	 10 
1440 	 91.60516605166052 	 10 
1460 	 91.60516605166052 	 10 
1480 	 91.60516605166052 	 10 
1500 	 91.60516605166052 	 10 
1520 	 91.60516605166052 	 10 
1540 	 91.60516605166052 	 10 
1560 	 91.60516605166052 	 10 
1580 	 91.60516605166052 	 10 
1600 	 91.60516605166052 	 10 
1620 	 91.60516605166052 	 10 
1640 	 91.60516605166052 	 10 
1660 	 91.60516605166052 	 10 
1680 	 91.60516605166052 	 10 
1700 	 91.60516605166052 	 10 
1720 	 91.60516605166052 	 10 
1740 	 91.60516605166052 	 10 
1760 	 91.60516605166052 	 10 
1780 	 91.60516605166052 	 10 
1800 	 91.60516605166052 	 10 
1820 	 91.60516605166052 	 10 
1840 	 91.60516605166052 	 10 
1860 	 91.60516605166052 	 10 
1880 	 91.60516605166052 	 10 
1900 	 91.60516605166052 	 10 
1920 	 91.60516605166052 	 10 
1940 	 91.60516605166052 	 10 
1960 	 91.60516605166052 	 10 
1980 	 91.60516605166052 	 10 
