Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 92.33056335498266 	 10 
40 	 94.36077786286243 	 10 
60 	 95.4687692031349 	 10 
80 	 96.2454030649385 	 10 
100 	 96.7975079648695 	 10 
120 	 97.21725895043346 	 10 
140 	 97.53679911511955 	 10 
160 	 97.78685347476295 	 10 
180 	 97.98538434631348 	 10 
200 	 98.13900942548948 	 10 
220 	 98.2760902653696 	 10 
240 	 98.37393762349093 	 10 
260 	 98.45807689762425 	 10 
280 	 98.5389073238984 	 10 
300 	 98.59610312260699 	 10 
320 	 98.64809930325119 	 10 
340 	 98.69867740624143 	 10 
360 	 98.75114627943692 	 10 
380 	 98.79321591650358 	 10 
400 	 98.82488631744141 	 10 
420 	 98.8508844077635 	 10 
440 	 98.87782788318822 	 10 
460 	 98.90098981820245 	 10 
480 	 98.92226098301144 	 10 
500 	 98.93691445210206 	 10 
520 	 98.95534946160318 	 10 
540 	 98.96527600518071 	 10 
560 	 98.97945678172003 	 10 
580 	 98.99647371356723 	 10 
600 	 99.00923641245262 	 10 
620 	 99.01727218582491 	 10 
640 	 99.02436257409455 	 10 
660 	 99.0305075772616 	 10 
680 	 99.03712527297995 	 10 
700 	 99.04516104635223 	 10 
720 	 99.05083335696796 	 10 
740 	 99.05603297503238 	 10 
760 	 99.06312336330204 	 10 
780 	 99.06548682605859 	 10 
800 	 99.0702137515717 	 10 
820 	 99.07210452177695 	 10 
840 	 99.07352259943087 	 10 
860 	 99.07494067708481 	 10 
880 	 99.07777683239267 	 10 
900 	 99.07824952494398 	 10 
920 	 99.08014029514923 	 10 
940 	 99.08108568025185 	 10 
960 	 99.08155837280316 	 10 
980 	 99.08203106535447 	 10 
