Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 62.82822689799434 	 10 
40 	 73.67540297772855 	 10 
60 	 79.93417005044911 	 10 
80 	 83.91503629875723 	 10 
100 	 86.85462040113204 	 10 
120 	 89.05038759689923 	 10 
140 	 90.7302817767934 	 10 
160 	 91.96751568844593 	 10 
180 	 92.89190353143842 	 10 
200 	 93.5957302817768 	 10 
220 	 94.15005537098561 	 10 
240 	 94.56410729666544 	 10 
260 	 94.89940937615357 	 10 
280 	 95.16949673926418 	 10 
300 	 95.38421311677125 	 10 
320 	 95.56232312046265 	 10 
340 	 95.71397809769903 	 10 
360 	 95.81795250399901 	 10 
380 	 95.91608219515196 	 10 
400 	 95.99267872523687 	 10 
420 	 96.06066199089454 	 10 
440 	 96.11511012673803 	 10 
460 	 96.16371354743448 	 10 
480 	 96.20247323735695 	 10 
500 	 96.23569582871909 	 10 
520 	 96.26584225421435 	 10 
540 	 96.28983634797589 	 10 
560 	 96.30767811000369 	 10 
580 	 96.32213608957795 	 10 
600 	 96.33843976867233 	 10 
620 	 96.3547434477667 	 10 
640 	 96.36458717854066 	 10 
660 	 96.37842992494156 	 10 
680 	 96.38919650547557 	 10 
700 	 96.39657930355605 	 10 
720 	 96.40488495139657 	 10 
740 	 96.40949920019688 	 10 
760 	 96.41319059923711 	 10 
780 	 96.41749723145072 	 10 
800 	 96.4224190968377 	 10 
820 	 96.42611049587794 	 10 
840 	 96.42918666174481 	 10 
860 	 96.43195521102498 	 10 
880 	 96.43533899347852 	 10 
900 	 96.43656945982528 	 10 
920 	 96.43810754275871 	 10 
940 	 96.44087609203889 	 10 
960 	 96.44210655838563 	 10 
980 	 96.44456749107911 	 10 
