Time 	 Efficiency 
0 	 0.0 
1 	 54.93207242850545 
2 	 60.50895706536349 
3 	 63.232952626463835 
4 	 65.08226439023717 
5 	 66.54489561003854 
6 	 67.65117417166961 
7 	 68.62235578745666 
8 	 69.45568337687223 
9 	 70.17803847505876 
10 	 70.87626911863029 
11 	 71.49936931782935 
12 	 72.08938455069926 
13 	 72.60771568985601 
14 	 73.11019361598004 
15 	 73.6071573810492 
16 	 74.06621128886623 
17 	 74.47563774718951 
18 	 74.86645391195263 
19 	 75.26829839882548 
20 	 75.63499010897361 
21 	 75.99203203727572 
22 	 76.33184221228142 
23 	 76.66407041583668 
24 	 76.98664883754593 
25 	 77.29337404622245 
26 	 77.60285633542642 
27 	 77.90751373370738 
28 	 78.15013682012118 
29 	 78.41412728062255 
30 	 78.66295379822306 
31 	 78.92487644832886 
32 	 79.1668102646108 
33 	 79.40736554062903 
34 	 79.60380752820838 
35 	 79.81954907947973 
36 	 80.0256408489051 
37 	 80.21174378450658 
38 	 80.39991453050365 
39 	 80.58877454663256 
40 	 80.78452726408007 
41 	 80.96580530875855 
42 	 81.1608687560742 
43 	 81.33525409943411 
44 	 81.48896133883831 
45 	 81.66334668219822 
46 	 81.82187881252541 
47 	 81.96869335061103 
48 	 82.1134400783011 
49 	 82.25749753585929 
50 	 82.40637988434048 
51 	 82.53320558860223 
52 	 82.66761326431443 
53 	 82.79995312963104 
54 	 82.92884664428837 
55 	 83.08048607329698 
56 	 83.19421564505345 
57 	 83.31070229733734 
58 	 83.4278782197531 
59 	 83.53195800966357 
60 	 83.6512017424749 
61 	 83.76217423370393 
62 	 83.86625402361439 
63 	 83.98549775642572 
64 	 84.09302389699546 
65 	 84.20330711809265 
66 	 84.3094547183987 
67 	 84.41560231870471 
68 	 84.50658597610989 
69 	 84.60101598417435 
70 	 84.69820307276625 
71 	 84.77677986779798 
72 	 84.87603476678545 
73 	 84.96701842419063 
74 	 85.05869135172766 
75 	 85.14278230781426 
76 	 85.226183993769 
77 	 85.30407151866888 
78 	 85.37713415264577 
79 	 85.46122510873236 
80 	 85.53359847257738 
81 	 85.6142430780047 
82 	 85.68799498211344 
83 	 85.76657177714519 
84 	 85.84101295138578 
85 	 85.90097945285737 
86 	 85.95956741406525 
87 	 86.02642661685542 
88 	 86.10155706122787 
89 	 86.17530896533661 
90 	 86.24423597852234 
91 	 86.31592007223551 
92 	 86.38346854515754 
93 	 86.44688139728841 
94 	 86.51580841047415 
95 	 86.58266761326432 
96 	 86.64470192513147 
97 	 86.70949331752608 
98 	 86.7673920086021 
99 	 86.8287370503374 
100 	 86.88387866088598 
101 	 86.94108808183016 
102 	 86.99554042224689 
103 	 87.05412838345477 
104 	 87.10651291347592 
105 	 87.15131547204665 
106 	 87.21266051378196 
107 	 87.2733162853854 
108 	 87.33052570632957 
109 	 87.36912483371358 
110 	 87.42771279492145 
111 	 87.47940805481076 
112 	 87.52903550430449 
113 	 87.5772844135345 
114 	 87.62829040329196 
115 	 87.67722858265384 
116 	 87.71858479056527 
117 	 87.76269807900414 
118 	 87.81232552849787 
119 	 87.85437100654117 
120 	 87.90882334695792 
121 	 87.95982933671536 
122 	 88.00394262515422 
123 	 88.04598810319753 
124 	 88.08458723058153 
125 	 88.12525416836112 
126 	 88.16729964640442 
127 	 88.21003439457958 
128 	 88.24725498169987 
129 	 88.2955038909299 
130 	 88.3341030183139 
131 	 88.3809733872802 
132 	 88.41543689387308 
133 	 88.44852186020223 
134 	 88.48505317719068 
135 	 88.5298557357614 
136 	 88.57741537485956 
137 	 88.61808231263915 
138 	 88.66012779068244 
139 	 88.70217326872574 
140 	 88.73870458571419 
141 	 88.77110028191149 
142 	 88.80349597810878 
143 	 88.8386487548335 
144 	 88.86897664063524 
145 	 88.90619722775554 
146 	 88.93170022263426 
147 	 88.96685299935898 
148 	 89.00614139687485 
149 	 89.0474976047863 
150 	 89.07782549058801 
151 	 89.10401775559859 
152 	 89.13227783100474 
153 	 89.17087695838876 
154 	 89.20396192471792 
155 	 89.24187178197008 
156 	 89.26875331711251 
157 	 89.29770266265052 
158 	 89.32113784713367 
159 	 89.34664084201239 
160 	 89.3755901875504 
161 	 89.40385026295655 
162 	 89.43279960849456 
163 	 89.47346654627415 
164 	 89.50586224247145 
165 	 89.53894720880061 
166 	 89.56238239328376 
167 	 89.58926392842619 
168 	 89.6133883830412 
169 	 89.64371626884292 
170 	 89.66921926372164 
171 	 89.69679006899594 
172 	 89.71540036255608 
173 	 89.73676773664366 
174 	 89.76847416270911 
175 	 89.7912200770604 
176 	 89.8105196407524 
177 	 89.8380904460267 
178 	 89.85807927985057 
179 	 89.87462176301514 
180 	 89.90357110855315 
181 	 89.92493848264074 
182 	 89.94699512686016 
183 	 89.97180885160704 
184 	 89.99731184648576 
185 	 90.0159221400459 
186 	 90.03660024400163 
187 	 90.05658907782549 
188 	 90.07657791164935 
189 	 90.0986345558688 
190 	 90.11379849876965 
191 	 90.13861222351652 
192 	 90.15722251707666 
193 	 90.1744542703731 
194 	 90.19168602366953 
195 	 90.21029631722969 
196 	 90.23166369131727 
197 	 90.24958471474555 
198 	 90.26957354856941 
199 	 90.28956238239329 
200 	 90.31230829674458 
201 	 90.33091859030473 
202 	 90.34608253320559 
203 	 90.35917866571089 
204 	 90.38192458006216 
205 	 90.39639925283117 
206 	 90.41363100612762 
207 	 90.42534859836918 
208 	 90.44602670232491 
209 	 90.46187991535763 
210 	 90.47359750759921 
211 	 90.49082926089564 
212 	 90.51012882458764 
213 	 90.5239142272248 
214 	 90.54252452078494 
215 	 90.5576884636858 
216 	 90.57423094685038 
217 	 90.59421978067425 
218 	 90.61076226383882 
219 	 90.62661547687154 
220 	 90.6369545288494 
221 	 90.65073993148654 
222 	 90.6645253341237 
223 	 90.67693219649713 
224 	 90.68727124847499 
225 	 90.70450300177141 
226 	 90.71415278361744 
227 	 90.72449183559529 
228 	 90.73552015770501 
229 	 90.74999483047401 
230 	 90.76653731363858 
231 	 90.77825490588016 
232 	 90.78721541759431 
233 	 90.79686519944032 
234 	 90.80582571115445 
235 	 90.81685403326418 
236 	 90.82788235537389 
237 	 90.84304629827476 
238 	 90.8568317009119 
239 	 90.87130637368091 
240 	 90.88509177631806 
241 	 90.89543082829591 
242 	 90.90852696080121 
243 	 90.92093382317465 
244 	 90.93402995567993 
245 	 90.94919389858079 
246 	 90.95953295055865 
247 	 90.9733183531958 
248 	 90.98641448570109 
249 	 91.0008891584701 
250 	 91.01398529097538 
251 	 91.02501361308511 
252 	 91.03535266506296 
253 	 91.04431317677711 
254 	 91.05672003915053 
255 	 91.0670590911284 
256 	 91.07533033271069 
257 	 91.08222303402927 
258 	 91.09049427561156 
259 	 91.10014405745756 
260 	 91.11117237956728 
261 	 91.12357924194072 
262 	 91.13253975365485 
263 	 91.14287880563272 
264 	 91.14908223681944 
265 	 91.15735347840173 
266 	 91.17044961090701 
267 	 91.18561355380788 
268 	 91.19595260578573 
269 	 91.20422384736803 
270 	 91.2159414396096 
271 	 91.22352341106003 
272 	 91.22972684224675 
273 	 91.24420151501576 
274 	 91.25729764752104 
275 	 91.26694742936704 
276 	 91.27521867094933 
277 	 91.2855577229272 
278 	 91.29727531516878 
279 	 91.30003239569619 
280 	 91.30830363727848 
281 	 91.31795341912449 
282 	 91.32346758017935 
283 	 91.33449590228906 
284 	 91.34414568413507 
285 	 91.35379546598107 
286 	 91.36344524782707 
287 	 91.37516284006864 
288 	 91.38756970244208 
289 	 91.39721948428809 
290 	 91.40755853626594 
291 	 91.41238342718894 
292 	 91.41858685837566 
293 	 91.42892591035353 
294 	 91.43512934154025 
295 	 91.43995423246325 
296 	 91.4454683935181 
297 	 91.45580744549596 
298 	 91.4682143078694 
299 	 91.47717481958354 
300 	 91.4875138715614 
301 	 91.49371730274812 
302 	 91.49854219367111 
303 	 91.50474562485785 
304 	 91.51301686644013 
305 	 91.51990956775869 
306 	 91.52611299894542 
307 	 91.533005700264 
308 	 91.54196621197813 
