Time 	 Efficiency 	 EfficiencyError 
0 	 0.0 	 10 
20 	 87.11487374381954 	 10 
40 	 89.91604980288722 	 10 
60 	 91.47782599241802 	 10 
80 	 92.55981924236838 	 10 
100 	 93.35063388071131 	 10 
120 	 93.9386634145419 	 10 
140 	 94.38204902767143 	 10 
160 	 94.7323142081927 	 10 
180 	 95.0173478166331 	 10 
200 	 95.2276960019664 	 10 
220 	 95.41346417463153 	 10 
240 	 95.55149039961428 	 10 
260 	 95.66777276723674 	 10 
280 	 95.76940166576856 	 10 
300 	 95.8544863250045 	 10 
320 	 95.9334259810734 	 10 
340 	 96.00763871162918 	 10 
360 	 96.07665182412055 	 10 
380 	 96.13479300793179 	 10 
400 	 96.1839530332681 	 10 
420 	 96.22365920757821 	 10 
440 	 96.2586384563752 	 10 
460 	 96.28936347221041 	 10 
480 	 96.31630694763513 	 10 
500 	 96.33805080499542 	 10 
520 	 96.36263081766357 	 10 
540 	 96.37964774951077 	 10 
560 	 96.39713737390926 	 10 
580 	 96.41746315361563 	 10 
600 	 96.43542547056543 	 10 
620 	 96.44629739924558 	 10 
640 	 96.4562239428231 	 10 
660 	 96.46425971619539 	 10 
680 	 96.4732408746703 	 10 
700 	 96.4822220331452 	 10 
720 	 96.49120319162012 	 10 
740 	 96.49734819478715 	 10 
760 	 96.50491127560812 	 10 
780 	 96.5082201234673 	 10 
800 	 96.51341974153172 	 10 
820 	 96.51625589683958 	 10 
840 	 96.51814666704482 	 10 
860 	 96.52098282235269 	 10 
880 	 96.52476436276316 	 10 
900 	 96.52523705531448 	 10 
920 	 96.52760051807104 	 10 
940 	 96.52901859572496 	 10 
960 	 96.5304366733789 	 10 
980 	 96.5309093659302 	 10 
