Time 	 Efficiency 	 EfficiencyError 
0.0 	 0.0 	 10 
20.0 	 58.2987217875656 	 10 
40.0 	 70.18148255470771 	 10 
60.0 	 77.01042102664822 	 10 
80.0 	 81.30654560674844 	 10 
100.0 	 84.48544168625305 	 10 
120.0 	 86.93239748006482 	 10 
140.0 	 88.7225388239587 	 10 
160.0 	 90.15744228725974 	 10 
180.0 	 91.20705753565794 	 10 
200.0 	 92.05490625368921 	 10 
220.0 	 92.71279392983247 	 10 
240.0 	 93.28696996039795 	 10 
260.0 	 93.78816660763923 	 10 
280.0 	 94.15091707180957 	 10 
300.0 	 94.42995589040214 	 10 
320.0 	 94.70792148276935 	 10 
340.0 	 94.94081157367161 	 10 
360.0 	 95.10394195992573 	 10 
380.0 	 95.25741331015165 	 10 
400.0 	 95.37761464739152 	 10 
420.0 	 95.51176792556103 	 10 
440.0 	 95.59011344001203 	 10 
460.0 	 95.6738250855898 	 10 
480.0 	 95.75002414759007 	 10 
500.0 	 95.825149983365 	 10 
520.0 	 95.88203097330886 	 10 
540.0 	 95.92710647477382 	 10 
560.0 	 95.96252294021058 	 10 
580.0 	 96.00223231054873 	 10 
600.0 	 96.03442909730943 	 10 
620.0 	 96.06555265784475 	 10 
640.0 	 96.09882267083078 	 10 
660.0 	 96.12672655269004 	 10 
680.0 	 96.14926430342253 	 10 
700.0 	 96.18146109018319 	 10 
720.0 	 96.1964862573382 	 10 
740.0 	 96.21258465071853 	 10 
760.0 	 96.2254633654228 	 10 
780.0 	 96.23834208012707 	 10 
800.0 	 96.25014756860598 	 10 
820.0 	 96.26409950953561 	 10 
840.0 	 96.27375854556381 	 10 
860.0 	 96.28127112914132 	 10 
880.0 	 96.28878371271881 	 10 
900.0 	 96.29844274874701 	 10 
920.0 	 96.31239468967664 	 10 
940.0 	 96.31883404702877 	 10 
960.0 	 96.32420017815555 	 10 
980.0 	 96.3327859879584 	 10 
