Bins	Weights
-7.5	0.0
7.5	0.0036441773267277926
22.5	0.11858465241686737
37.5	2.274699063437487
52.5	3.975092560316052
67.5	3.6152666698796496
82.5	2.9336002282318208
97.5	2.430831327419684
112.5	2.0615085004304516
127.5	1.7474511114940283
142.5	1.4778624514311418
157.5	1.2690539789932536
172.5	1.1234980130121406
187.5	1.0139055177259828
202.5	0.9269768620116267
217.5	0.8633488656849904
232.5	0.8102858201380967
247.5	0.7648374478220378
262.5	0.7281298744912044
277.5	0.6955165849336629
292.5	0.6668954541573359
307.5	0.6393959790179011
322.5	0.6156053259813242
337.5	0.5956001747554612
352.5	0.577211142932846
367.5	0.5587966658260095
382.5	0.5415674575666188
397.5	0.524286671028401
412.5	0.5110004502577429
427.5	0.49832766714993454
442.5	0.48654443742429687
457.5	0.4734841295149012
472.5	0.4631815402467923
487.5	0.45204854068956773
502.5	0.4402140765402952
517.5	0.5418026545180702
532.5	0.41528870136952295
547.5	0.40677828536305827
562.5	0.39912234950916187
577.5	0.3914825748492979
592.5	0.38267850650871116
607.5	0.37475401974972183
622.5	0.36861964312122364
637.5	0.3622524765276193
652.5	0.35478703645019083
667.5	0.34894975070773654
682.5	0.343918461535753
697.5	0.3379405390196969
712.5	0.3326365726803144
727.5	0.32792094257475246
742.5	0.3216338942409262
757.5	0.31686840513249814
772.5	0.31164386934250926
787.5	0.3072280809645287
802.5	0.3006415347583133
817.5	0.29700079598350726
832.5	0.2935739351382375
847.5	0.28946796028841143
862.5	0.2866328742288841
877.5	0.2817023346282095
892.5	0.277810925418304
907.5	0.28562537851579556
922.5	0.2685577821967296
937.5	0.2649191065530767
952.5	0.2622428815923367
967.5	0.270024324591379
982.5	0.2524859905142181
997.5	0.24845016212359686
1012.5	0.2461944720628935
1027.5	0.24396800969352544
1042.5	0.24166177291957155
1057.5	0.23979120067411022
1072.5	0.23783156993387417
1087.5	0.23454500200701398
1102.5	0.23199806659853384
1117.5	0.23046894255890762
1132.5	0.22715039609917467
1147.5	0.22566562937933973
1162.5	0.22242960816573007
1177.5	0.22022721565981465
1192.5	0.21778309295379641
1207.5	0.21602702448733116
1222.5	0.2146742981612935
1237.5	0.2121755024797186
1252.5	0.21308534331822793
1267.5	0.20753930292355038
1282.5	0.20855883356836524
1297.5	0.20453779095100774
1312.5	0.20271088831495332
1327.5	0.20159301508517485
1342.5	0.19969424671395475
1357.5	0.19943807459578033
1372.5	0.19647816910149152
1387.5	0.19576432572252503
1402.5	0.19410556827544684
1417.5	0.1925121433148829
1432.5	0.1920420932671723
1447.5	0.1890402374394375
1462.5	0.19188391987876932
1477.5	0.18511719355185138
1492.5	0.18753380784249518
1507.5	0.1874227426154209
1522.5	0.1809434792291658
1537.5	0.1802378883748116
1552.5	0.1781671924075013
1567.5	0.17687979856797792
1582.5	0.20348662562851227
1597.5	0.17235707122522922
1612.5	0.17127977290812807
1627.5	0.20074266119491274
1642.5	0.17052432305090773
1657.5	0.1655043811002662
1672.5	0.16531250990302954
1687.5	0.1637545020272602
1702.5	0.16173504048358475
1717.5	0.15950892196940888
1732.5	0.1607523023443332
1747.5	0.15853271707880875
1762.5	0.15729311911099844
1777.5	0.15748774114977254
1792.5	0.155975122159371
1807.5	0.15560960409008323
1822.5	0.15441814584917818
1837.5	0.15398248132068562
1852.5	0.15318026715732877
1867.5	0.1513158843053267
1882.5	0.1524169086306883
1897.5	0.1495213040573372
1912.5	0.14861249478440444
1927.5	0.14855128856019634
1942.5	0.14729931180546754
1957.5	0.1473048134885424
1972.5	0.14526059437102998
1987.5	0.14431568030291828
2002.5	0.144145471982789
2017.5	0.14174708201733074
2032.5	0.14344607052189406
2047.5	0.14216486607582993
2062.5	0.14095793435127674
2077.5	0.14139738128688328
2092.5	0.1400467180919987
2107.5	0.13928267185497387
2122.5	0.1397644129792186
2137.5	0.13882190589745216
2152.5	0.13725908404899226
2167.5	0.13853925692947988
2182.5	0.13779446658321715
2197.5	0.13587059678296784
2212.5	0.13685642961894903
2227.5	0.13459042390248024
2242.5	0.13597100249908453
2257.5	0.13479089147952142
2272.5	0.13308949598861283
2287.5	0.13182273346062026
2302.5	0.13404300643652906
2317.5	0.13221128982778413
2332.5	0.1314506821426811
2347.5	0.13031011447021873
2362.5	0.13006047560069578
2377.5	0.1288005901765468
2392.5	0.1286905565150491
2407.5	0.1303651313009676
2422.5	0.1284061882711159
2437.5	0.12849937302819678
2452.5	0.1282167240602245
2467.5	0.12683201920131407
2482.5	0.1303864503228828
2497.5	0.12303241932772074
2512.5	0.12615393676233433
2527.5	0.12337696223028549
2542.5	0.12232786003894311
2557.5	0.12622924104942185
2572.5	0.1234873397469754
2587.5	0.1241640467651864
2602.5	0.1212426530524218
2617.5	3.4053379172256375
2632.5	0.0009682962211799834
2647.5	0.0009060584313953325
2662.5	0.0008720167673694737
2677.5	0.0008847394094801482
2692.5	0.0008376312481514345
2707.5	0.0008912726581315756
2722.5	0.0008637642427571443
2737.5	0.0008190630677736933
2752.5	0.0008314418546921874
2767.5	0.0008300664339234659
2782.5	0.0008280033027703835
2797.5	0.0008630765323727835
2812.5	0.0010212499207757637
2827.5	0.0007870845349009169
2842.5	0.0008451960623794031
2857.5	0.0008778623056365404
2872.5	0.0009418193713820933
2887.5	0.0007540744364515992
2902.5	0.0008613572564118815
2917.5	0.0007667970785622738
2932.5	0.0007764250239433247
2947.5	0.000796024769897607
2962.5	0.0008548240077604541
2977.5	0.0007200327724257405
2992.5	0.000756481422796862
3007.5	0.0007375693872269405
3022.5	0.0007018084472401797
