Bins	Weights
1993.8775510204082	0.0
2006.1224489795918	0.145409
2018.3673469387754	0.144146
2030.612244897959	0.139981
2042.8571428571427	0.139093
2055.1020408163263	0.138025
2067.34693877551	0.14558
2079.5918367346935	0.140266
2091.836734693877	0.142192
2104.0816326530608	0.133978
2116.3265306122444	0.139243
2128.571428571428	0.139938
2140.8163265306116	0.134939
2153.061224489795	0.133237
2165.306122448979	0.134992
2177.5510204081625	0.13627
2189.795918367346	0.140351
2202.0408163265297	0.136865
2214.2857142857133	0.137152
2226.530612244897	0.131805
2238.7755102040805	0.13416
2251.020408163264	0.136697
2263.265306122448	0.132789
2275.5102040816314	0.134259
2287.755102040815	0.133881
2299.9999999999986	0.126826
2312.2448979591823	0.132593
2324.489795918366	0.131121
2336.7346938775495	0.125755
2348.979591836733	0.125014
2361.2244897959167	0.127296
2373.4693877551003	0.12999
2385.714285714284	0.128674
2397.9591836734676	0.126153
2410.204081632651	0.12872
2422.448979591835	0.129694
2434.6938775510184	0.130034
2446.938775510202	0.12545
2459.1836734693857	0.130101
2471.4285714285693	0.122436
2483.673469387753	0.124629
2495.9183673469365	0.131227
2508.16326530612	0.119746
2520.4081632653038	0.128945
2532.6530612244874	0.121771
2544.897959183671	0.125774
2557.1428571428546	0.118833
2569.387755102038	0.127566
2581.632653061222	0.121857
2593.8775510204055	0.126304
2606.122448979589	0.12091
2618.3673469387727	4.77161
2630.6122448979563	0.000767
2642.85714285714	0.001373
2655.1020408163236	0.000538
2667.346938775507	0.000506
2679.591836734691	0.000563
2691.8367346938744	0.000527
2704.081632653058	0.000533
2716.3265306122416	0.000596
2728.5714285714253	0.000509
2740.816326530609	0.000555
2753.0612244897925	0.000666
2765.306122448976	0.000493
2777.5510204081597	0.000531
2789.7959183673433	0.000584
2802.040816326527	0.000629
2814.2857142857106	0.00049
2826.530612244894	0.000615
2838.775510204078	0.000549
2851.0204081632614	0.000593
2863.265306122445	0.00065
2875.5102040816287	0.000577
2887.7551020408123	0.000534
