Bins	Weights
-7.5	0.0
7.5	0.0014396022187020338
22.5	0.07414066655948774
37.5	1.5364037528970267
52.5	2.6556347505779305
67.5	2.3772992997848554
82.5	1.9058376392342706
97.5	1.561204050724146
112.5	1.3049329621648569
127.5	1.0869787994682352
142.5	0.9134425876187695
157.5	0.7834695147867582
172.5	0.6953543744487415
187.5	0.6299435049081064
202.5	0.578609471470249
217.5	0.5406568632982003
232.5	0.5090226800188006
247.5	0.4806711969427458
262.5	0.4569565543107068
277.5	0.4378142235280352
292.5	0.41861888711404527
307.5	0.40146445955519766
322.5	0.38659369127897886
337.5	0.3736514829654343
352.5	0.3619380066416517
367.5	0.34994529050650397
382.5	0.33891090082163955
397.5	0.32839370014090585
412.5	0.31918646834141107
427.5	0.3110766067497156
442.5	0.30318683375762423
457.5	0.29553846684729757
472.5	0.2872974355230282
487.5	0.28028014290441117
502.5	0.2731332169483309
517.5	0.29316646484580494
532.5	0.25921443749256384
547.5	0.2539186755954576
562.5	0.24875197088764797
577.5	0.24278192358634443
592.5	0.23783780412019379
607.5	0.23444333117254726
622.5	0.22678862663238908
637.5	0.22217560031258882
652.5	0.21778477513566985
667.5	0.21396299229786694
682.5	0.21018653311582897
697.5	0.2065082111714853
712.5	0.202407572621095
727.5	0.19882373897605782
742.5	0.19546902025189997
757.5	0.19116020016401325
772.5	0.18862764487345512
787.5	0.18459729639937816
802.5	0.18137144281512815
817.5	0.17773690813143872
832.5	0.17562378870609474
847.5	0.17201537273928677
862.5	0.1698434862009595
877.5	0.1691736179327054
892.5	0.16456692924273666
907.5	0.16179392811735796
922.5	0.16160091848157948
937.5	0.15873074036545062
952.5	0.15552274737436222
967.5	0.15081081561931226
982.5	0.14967311503985778
997.5	0.1465632592864637
1012.5	0.1436805979600606
1027.5	0.1426660010388489
1042.5	0.1397209236610747
1057.5	0.1386665725163743
1072.5	0.1367660517644699
1087.5	0.1347479967865989
1102.5	0.13313939110572268
1117.5	0.15815881728550205
1132.5	0.12469862841706564
1147.5	0.12239634034371986
1162.5	0.12381692967292729
1177.5	0.11853038614648508
1192.5	0.11719929183247443
1207.5	0.11720774200558313
1222.5	0.11409174067174636
1237.5	0.13027286192798165
1252.5	0.10889757290133345
1267.5	0.10755265103132673
1282.5	0.1124180302480553
1297.5	0.10626188708897129
1312.5	0.10376178814512617
1327.5	0.10298571656484669
1342.5	0.10172779306798192
1357.5	0.10192406754337059
1372.5	0.12196883840417468
1387.5	0.10237692000224191
1402.5	0.11713149839821592
1417.5	0.09140571456630393
1432.5	0.08997148973048925
1447.5	0.09042453423874941
1462.5	0.0871141789234123
1477.5	0.08802007589054377
1492.5	0.08551901669975448
1507.5	0.10401126030122194
1522.5	0.08217121175359468
1537.5	0.08830162029457488
1552.5	0.07938457512160875
1567.5	0.08026819435963543
1582.5	0.08714701936890297
1597.5	0.08253322485154736
1612.5	0.07556951401241506
1627.5	0.0754152983531811
1642.5	0.07501564357501689
1657.5	0.08933388575955933
1672.5	0.07379382536325298
1687.5	0.0775722050391793
1702.5	0.07002235946532467
1717.5	0.07018829013727752
1732.5	0.11974240983941845
1747.5	0.06335978206788458
1762.5	0.377728499440998
1777.5	0.039662807979618304
1792.5	0.04032096123515351
1807.5	0.03892860316610471
1822.5	0.038732712789493716
1837.5	0.04664572375763404
1852.5	0.08851633151129165
1867.5	0.03992649179048782
1882.5	0.03315079730302432
1897.5	0.04202059832633721
1912.5	0.03188826462082752
1927.5	0.03287923946721259
1942.5	0.031743459381646445
1957.5	0.03199485203163056
1972.5	0.03112064321365676
1987.5	0.030691220780223228
2002.5	0.030591163048640548
2017.5	0.03326353029427006
2032.5	0.029051118999578168
2047.5	0.03294703290147111
2062.5	0.029410443406087172
2077.5	0.029961433102652826
2092.5	0.03345807632515922
2107.5	0.0321383129250898
2122.5	0.08466996635171796
2137.5	0.02509336519448058
2152.5	0.02570600274486205
2167.5	0.026371645926561788
2182.5	0.02516365527079394
2197.5	0.3240278413845354
2212.5	0.009787028904385585
2227.5	0.009603621738048813
2242.5	0.00982774337481846
2257.5	0.010609000288596458
2272.5	0.010621291449481854
2287.5	0.03106283634761763
2302.5	0.008216256953109713
2317.5	0.008789332329391311
2332.5	0.009726533346902775
2347.5	0.007919924746138363
2362.5	0.008339744710130178
2377.5	0.008199932755058797
2392.5	0.008349347179571894
2407.5	0.008017101736888526
2422.5	0.008628010842770487
2437.5	0.008964865470785878
2452.5	0.14978296729027102
2467.5	0.0021223377960080275
2482.5	0.0019343214443392322
2497.5	0.0017714635626077321
2512.5	0.0027570610261054423
2527.5	0.0016710217322473847
2542.5	0.001676783213912414
2557.5	0.0019279838145076997
2572.5	0.0016719819791915563
2587.5	0.0018888057391854992
2602.5	0.0019928965079336987
2617.5	0.0016835049425216152
2632.5	0.0018953354184058659
2647.5	0.0016975245479065202
2662.5	0.0015936258285471554
2677.5	0.0016416381757557344
2692.5	0.006640299668335315
2707.5	0.001474363158081045
2722.5	0.0016800480535225976
2737.5	0.0014881907140771157
2752.5	0.0014344168852035073
2767.5	0.00429825737150083
2782.5	0.0022736727144094687
2797.5	0.0015811426182729248
2812.5	0.0013019028069078291
2827.5	0.0018286942804803582
2842.5	0.00150662745540521
2857.5	0.0013883250318832713
2872.5	0.0013249487335679471
2887.5	0.004210106702025878
2902.5	0.0015348587155638545
2917.5	0.00379681641725443
2932.5	0.0013276374250116275
2947.5	0.0010608808239207623
2962.5	0.001137892628843323
2977.5	0.004384103448309769
2992.5	0.0032212443989179844
3007.5	0.0009226052639600547
