energy 	 mean 	 psig1 	 nsig1 	 psig2 	 nsig2 
70 	 3.9932015826788567 	 4.029366713099655 	 3.9570364522580577 	 4.101696973941253 	 3.88470619141646 
71 	 3.9967818421288954 	 4.032924892009037 	 3.960638792248754 	 4.105210991769319 	 3.8883526924884717 
72 	 4.0001985904162725 	 4.036352138232544 	 3.9640450426000013 	 4.108659233865086 	 3.8917379469674596 
73 	 4.003653589345652 	 4.039728577589492 	 3.9675786011018124 	 4.1118785540771725 	 3.8954286246141323 
74 	 4.007212902644772 	 4.043174908024591 	 3.971250897264953 	 4.11509891878423 	 3.899326886505315 
75 	 4.010524127349901 	 4.046354146674908 	 3.9746941080248934 	 4.118014185324922 	 3.903034069374879 
76 	 4.013739998441705 	 4.049509906202584 	 3.977970090680826 	 4.121049721724341 	 3.9064302751590687 
77 	 4.01683737449423 	 4.0524833692584075 	 3.9811913797300527 	 4.123775358786763 	 3.9098993902016974 
78 	 4.0199892875951555 	 4.055486459288241 	 3.984492115902069 	 4.126480802674414 	 3.913497772515897 
79 	 4.02320182311916 	 4.058611444904446 	 3.9877922013338742 	 4.129430688475017 	 3.9169729577633032 
80 	 4.026467228727184 	 4.061736028480556 	 3.9911984289738114 	 4.132273627987302 	 3.9206608294670664 
81 	 4.029611056693025 	 4.064852009006384 	 3.9943701043796667 	 4.135333913633102 	 3.9238881997529487 
82 	 4.032492852904687 	 4.0676794459029635 	 3.99730625990641 	 4.138052631899517 	 3.926933073909857 
83 	 4.03553779609638 	 4.070613060204726 	 4.000462531988033 	 4.14076358842142 	 3.930312003771339 
84 	 4.038477949214199 	 4.073496766650256 	 4.0034591317781425 	 4.14353440152237 	 3.9334214969060284 
85 	 4.0413346658846905 	 4.076235331019476 	 4.006434000749905 	 4.146036661289049 	 3.9366326704803325 
86 	 4.044210354435688 	 4.079011725897197 	 4.00940898297418 	 4.148614468820215 	 3.939806240051162 
87 	 4.047028227976796 	 4.081767196382034 	 4.012289259571557 	 4.151245133192511 	 3.942811322761081 
88 	 4.049898159862335 	 4.0845602684060225 	 4.015236051318647 	 4.153884485493398 	 3.945911834231271 
89 	 4.052771634832306 	 4.0874517462708155 	 4.018091523393796 	 4.156811969147834 	 3.9487313005167772 
90 	 4.055383147758048 	 4.090012243807546 	 4.0207540517085505 	 4.159270435906543 	 3.9514958596095537 
91 	 4.05795993168602 	 4.092500097088795 	 4.023419766283245 	 4.161580427894346 	 3.954339435477695 
92 	 4.060795960369501 	 4.09529762160927 	 4.026294299129732 	 4.164300944088809 	 3.957290976650193 
93 	 4.063532204182735 	 4.097933261023464 	 4.029131147342007 	 4.1667353747049205 	 3.96032903366055 
94 	 4.066072664983772 	 4.100348199202013 	 4.031797130765531 	 4.168899267638497 	 3.9632460623290475 
95 	 4.068624698556672 	 4.102899716168689 	 4.034349680944655 	 4.171449751392721 	 3.965799645720622 
96 	 4.071188900478365 	 4.105394881353084 	 4.036982919603646 	 4.173806843102523 	 3.968570957854207 
97 	 4.073699046591114 	 4.107784670194768 	 4.039613422987459 	 4.175955917402075 	 3.9714421757801524 
98 	 4.076048551513438 	 4.110110146304636 	 4.04198695672224 	 4.178233335887031 	 3.9738637671398447 
99 	 4.078372063652437 	 4.112313510562456 	 4.044430616742418 	 4.180196404382493 	 3.976547722922381 
100 	 4.080831823080675 	 4.11477394467124 	 4.046889701490109 	 4.182658187852372 	 3.979005458308978 
101 	 4.083417954998163 	 4.117298548495479 	 4.049537361500847 	 4.185059735490112 	 3.981776174506214 
102 	 4.085855634182263 	 4.119597468712314 	 4.052113799652211 	 4.187081137772417 	 3.9846301305921092 
103 	 4.088108373205741 	 4.121873881451815 	 4.054342864959667 	 4.189404897943965 	 3.986811848467517 
104 	 4.0904450440114015 	 4.124169758833783 	 4.05672032918902 	 4.191619188478544 	 3.9892708995442594 
105 	 4.092864710920514 	 4.126581422953327 	 4.059147998887701 	 4.194014847018953 	 3.9917145748220753 
106 	 4.095192509962075 	 4.128795429137618 	 4.061589590786532 	 4.196001267488704 	 3.994383752435447 
107 	 4.097311874533234 	 4.1308303752286 	 4.063793373837868 	 4.197867376619331 	 3.996756372447136 
