energy rate negative_error possitive_error
1.36 0.0005724712973460555 5.753553141292117e-05 5.753553141292117e-05
1.3800000000000001 0.0005609062500298023 5.695139921408997e-05 5.695139921408997e-05
1.4000000000000001 0.0005204284097999334 5.4857976754584935e-05 5.4857976754584935e-05
1.42 0.0004683856386691332 5.204284631191806e-05 5.204284631191806e-05
1.44 0.0006534268613904715 6.146922720060317e-05 6.146922720060317e-05
1.46 0.0005262109916657209 5.516190138917327e-05 5.516190138917327e-05
1.48 0.00039899518014863133 4.803337211875072e-05 4.803337211875072e-05
1.5 0.00037586502730846405 4.6620315657974664e-05 4.6620315657974664e-05
1.52 0.0004336903803050518 5.007825221263368e-05 5.007825221263368e-05
1.54 0.00039899518014863133 4.803337211875072e-05 4.803337211875072e-05
1.56 0.000323822139762342 4.327255562927315e-05 4.327255562927315e-05
1.58 0.0003180396161042154 4.288445312028875e-05 4.288445312028875e-05
1.6 0.00026599675766192377 3.921908410538912e-05 3.921908410538912e-05
1.62 0.00028912691050209105 4.0888721710451735e-05 4.0888721710451735e-05
1.6400000000000001 0.00024286660482175648 3.7475132461625865e-05 3.7475132461625865e-05
1.6600000000000001 0.00023130152840167284 3.6571984503056626e-05 3.6571984503056626e-05
1.68 0.00024864915758371353 3.791864059112219e-05 3.791864059112219e-05
1.7 0.000161911069881171 3.059831752473115e-05 3.059831752473115e-05
1.72 0.00019082377548329532 3.321815454921821e-05 3.321815454921821e-05
1.74 0.00020817139011342078 3.469523087461204e-05 3.469523087461204e-05
1.76 0.0001561285462230444 3.0046951327580212e-05 3.0046951327580212e-05
1.78 0.00011565076420083642 2.5860298243560666e-05 2.5860298243560666e-05
1.8 0.0001387809170410037 2.8328537383618806e-05 2.8328537383618806e-05
1.82 8.095554221654311e-05 2.1636277814636575e-05 2.1636277814636575e-05
1.84 9.252061136066914e-05 2.3130153916408024e-05 2.3130153916408024e-05
1.86 0.00013299837883096188 2.773208032284619e-05 2.773208032284619e-05
1.8800000000000001 7.517299673054367e-05 2.0849238988745836e-05 2.0849238988745836e-05
1.9000000000000001 0.00012143330241087824 2.6498920289479764e-05 2.6498920289479764e-05
1.92 8.09555349405855e-05 2.1636277814636575e-05 2.1636277814636575e-05
1.94 6.360792758641765e-05 1.9178510470973724e-05 1.9178510470973724e-05
1.96 8.673808042658493e-05 2.2395675228365637e-05 2.2395675228365637e-05
1.98 0.0001098682259907946 2.520550086754103e-05 2.520550086754103e-05
2.0 6.939046579645947e-05 2.0031300885053474e-05 2.0031300885053474e-05
2.02 8.095554221654311e-05 2.1636277814636575e-05 2.1636277814636575e-05
2.04 9.830315684666857e-05 2.3842016933536072e-05 2.3842016933536072e-05
2.06 8.673807315062732e-05 2.2395675228365637e-05 2.2395675228365637e-05
2.08 6.939045852050185e-05 2.0031300885053474e-05 2.0031300885053474e-05
2.1 9.252061863662675e-05 2.3130153916408024e-05 2.3130153916408024e-05
2.12 7.517300400650129e-05 2.0849238988745836e-05 2.0849238988745836e-05
2.14 6.360792758641765e-05 1.9178510470973724e-05 1.9178510470973724e-05
2.16 7.517300400650129e-05 2.0849238988745836e-05 2.0849238988745836e-05
2.18 5.204284389037639e-05 1.734761543730602e-05 1.734761543730602e-05
2.2 5.782538573839702e-05 1.8285992251528313e-05 1.8285992251528313e-05
2.22 4.6260309318313375e-05 1.6355488684180695e-05 1.6355488684180695e-05
2.24 2.891269286919851e-05 1.2930149121780333e-05 1.2930149121780333e-05
2.2600000000000002 4.6260309318313375e-05 1.6355488684180695e-05 1.6355488684180695e-05
2.2800000000000002 5.2042847528355196e-05 1.734761543730602e-05 1.734761543730602e-05
2.3000000000000003 6.939045852050185e-05 2.0031300885053474e-05 2.0031300885053474e-05
2.32 2.3130154659156688e-05 1.1565076958204012e-05 1.1565076958204012e-05
2.34 5.782538573839702e-05 1.8285992251528313e-05 1.8285992251528313e-05
2.36 4.626030568033457e-05 1.6355488684180695e-05 1.6355488684180695e-05
2.38 1.7347616449114867e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.4 4.0477771108271554e-05 1.5299158762365576e-05 1.5299158762365576e-05
2.42 2.3130152840167284e-05 1.1565076958204012e-05 1.1565076958204012e-05
2.44 3.469523289822973e-05 1.4164268691809403e-05 1.4164268691809403e-05
2.46 3.469523289822973e-05 1.4164268691809403e-05 1.4164268691809403e-05
2.48 1.7347616449114867e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.5 2.3130152840167284e-05 1.1565076958204012e-05 1.1565076958204012e-05
2.52 1.7347614630125463e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.54 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
2.56 1.7347616449114867e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.58 2.891269286919851e-05 1.2930149121780333e-05 1.2930149121780333e-05
2.6 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
2.62 0.0 0.0 0.0
2.64 0.0 0.0 0.0
2.66 1.7347616449114867e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.68 1.7347614630125463e-05 1.0015650442526737e-05 1.0015650442526737e-05
2.7 1.1565077329578344e-05 8.177744342090348e-06 8.177744342090348e-06
2.72 1.1565077329578344e-05 8.177744342090348e-06 8.177744342090348e-06
2.74 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
2.7600000000000002 0.0 0.0 0.0
2.7800000000000002 0.0 0.0 0.0
2.8000000000000003 1.1565077329578344e-05 8.177744342090348e-06 8.177744342090348e-06
2.82 0.0 0.0 0.0
2.84 1.1565077329578344e-05 8.177744342090348e-06 8.177744342090348e-06
2.86 0.0 0.0 0.0
2.88 0.0 0.0 0.0
2.9 0.0 0.0 0.0
2.92 0.0 0.0 0.0
2.94 0.0 0.0 0.0
2.96 0.0 0.0 0.0
2.98 0.0 0.0 0.0
3.0 0.0 0.0 0.0
3.02 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
3.04 0.0 0.0 0.0
3.06 0.0 0.0 0.0
3.08 0.0 0.0 0.0
3.1 0.0 0.0 0.0
3.12 0.0 0.0 0.0
3.14 0.0 0.0 0.0
3.16 0.0 0.0 0.0
3.18 0.0 0.0 0.0
3.2 0.0 0.0 0.0
3.22 0.0 0.0 0.0
3.24 0.0 0.0 0.0
3.2600000000000002 0.0 0.0 0.0
3.2800000000000002 0.0 0.0 0.0
3.3000000000000003 0.0 0.0 0.0
3.3200000000000003 0.0 0.0 0.0
3.34 0.0 0.0 0.0
3.36 0.0 0.0 0.0
3.38 0.0 0.0 0.0
3.4 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
3.42 0.0 0.0 0.0
3.44 0.0 0.0 0.0
3.46 0.0 0.0 0.0
3.48 0.0 0.0 0.0
3.5 0.0 0.0 0.0
3.52 0.0 0.0 0.0
3.54 0.0 0.0 0.0
3.56 0.0 0.0 0.0
3.58 0.0 0.0 0.0
3.6 0.0 0.0 0.0
3.62 0.0 0.0 0.0
3.64 0.0 0.0 0.0
3.66 0.0 0.0 0.0
3.68 5.782538664789172e-06 5.782538479102006e-06 5.782538479102006e-06
3.7 0.0 0.0 0.0
3.72 0.0 0.0 0.0
3.74 0.0 0.0 0.0
3.7600000000000002 0.0 0.0 0.0
3.7800000000000002 1.1565077329578344e-05 8.177744342090348e-06 8.177744342090348e-06
3.8000000000000003 0.0 0.0 0.0
3.8200000000000003 0.0 0.0 0.0
3.84 0.0 0.0 0.0
3.86 0.0 0.0 0.0
3.88 0.0 0.0 0.0
3.9 0.0 0.0 0.0
3.92 0.0 0.0 0.0
3.94 0.0 0.0 0.0
3.96 0.0 0.0 0.0
3.98 0.0 0.0 0.0
4.0 0.0 0.0 0.0
4.0200000000000005 0.0 0.0 0.0
4.04 0.0 0.0 0.0
4.0600000000000005 0.0 0.0 0.0
4.08 0.0 0.0 0.0
4.1 0.0 0.0 0.0
4.12 0.0 0.0 0.0
4.14 0.0 0.0 0.0
4.16 0.0 0.0 0.0
4.18 0.0 0.0 0.0
4.2 0.0 0.0 0.0
4.22 0.0 0.0 0.0
4.24 0.0 0.0 0.0
4.26 0.0 0.0 0.0
4.28 0.0 0.0 0.0
4.3 0.0 0.0 0.0
4.32 0.0 0.0 0.0
4.34 0.0 0.0 0.0
4.36 0.0 0.0 0.0
4.38 0.0 0.0 0.0
4.4 0.0 0.0 0.0
4.42 0.0 0.0 0.0
4.44 0.0 0.0 0.0
4.46 0.0 0.0 0.0
4.48 0.0 0.0 0.0
4.5 0.0 0.0 0.0
4.5200000000000005 0.0 0.0 0.0
4.54 0.0 0.0 0.0
4.5600000000000005 0.0 0.0 0.0
4.58 0.0 0.0 0.0
4.6000000000000005 0.0 0.0 0.0
4.62 0.0 0.0 0.0
4.64 0.0 0.0 0.0
4.66 0.0 0.0 0.0
4.68 0.0 0.0 0.0
4.7 0.0 0.0 0.0
4.72 0.0 0.0 0.0
4.74 0.0 0.0 0.0
4.76 0.0 0.0 0.0
4.78 0.0 0.0 0.0
4.8 0.0 0.0 0.0
4.82 0.0 0.0 0.0
4.84 0.0 0.0 0.0
4.86 0.0 0.0 0.0
4.88 0.0 0.0 0.0
4.9 0.0 0.0 0.0
4.92 0.0 0.0 0.0
4.94 0.0 0.0 0.0
4.96 0.0 0.0 0.0
4.98 0.0 0.0 0.0
5.0 0.0 0.0 0.0
5.0200000000000005 0.0 0.0 0.0
5.04 0.0 0.0 0.0
5.0600000000000005 0.0 0.0 0.0
5.08 0.0 0.0 0.0
5.1000000000000005 0.0 0.0 0.0
5.12 0.0 0.0 0.0
5.14 0.0 0.0 0.0
5.16 0.0 0.0 0.0
5.18 0.0 0.0 0.0
5.2 0.0 0.0 0.0
5.22 0.0 0.0 0.0
5.24 0.0 0.0 0.0
5.26 0.0 0.0 0.0
5.28 0.0 0.0 0.0
5.3 0.0 0.0 0.0
