pulsearea rate x_error y_error
72.0 0.04111384600400925 2.5 0.20276549510212344
73.0 0.040055640041828156 2.5 0.20013905176608626
74.0 0.04077845811843872 2.5 0.20193676762402313
75.0 0.039523646235466 2.5 0.19880554880451903
76.0 0.039413779973983765 2.5 0.19852904063129848
77.0 0.03967399150133133 2.5 0.19918331130225578
78.0 0.040078770369291306 2.5 0.20019682906902223
79.0 0.03991107642650604 2.5 0.1997775673755841
80.0 0.03974338248372078 2.5 0.19935742394934977
81.0 0.040691718459129333 2.5 0.2017218839370913
82.0 0.04055294021964073 2.5 0.2013776060530086
83.0 0.04041415825486183 2.5 0.20103272931257196
84.0 0.04167475178837776 2.5 0.20414394869399818
85.0 0.041524406522512436 2.5 0.20377538252328822
86.0 0.04240913316607475 2.5 0.20593477891331213
87.0 0.04338059946894646 2.5 0.20828009859068738
88.0 0.043976202607154846 2.5 0.2097050371525559
89.0 0.04496501386165619 2.5 0.21204955520268415
90.0 0.04444458708167076 2.5 0.21081884897150624
91.0 0.04467010498046875 2.5 0.211353033998731
92.0 0.04613887146115303 2.5 0.21479960768388995
93.0 0.046809643507003784 2.5 0.21635536394322138
94.0 0.04563000798225403 2.5 0.21361181611103358
95.0 0.04528305307030678 2.5 0.2127981510030263
96.0 0.046427998691797256 2.5 0.2154715728159918
97.0 0.04612152278423309 2.5 0.21475922048711457
98.0 0.04565891996026039 2.5 0.21367947950203453
99.0 0.045167405158281326 2.5 0.21252624581044413
100.0 0.044039808213710785 2.5 0.20985663728772266
101.0 0.04356564208865166 2.5 0.20872384168717203
102.0 0.04249008744955063 2.5 0.20613123841269335
103.0 0.0424785241484642 2.5 0.20610318810844291
104.0 0.04052980989217758 2.5 0.20132016762405494
105.0 0.040489330887794495 2.5 0.20121960860660298
106.0 0.03779466822743416 2.5 0.19440850862921139
107.0 0.037626974284648895 2.5 0.1939767364522068
108.0 0.035886429250240326 2.5 0.18943713799105055
109.0 0.03467788174748421 2.5 0.18621998213801924
110.0 0.033411502838134766 2.5 0.18278813648083064
111.0 0.03193695843219757 2.5 0.17870914479174693
112.0 0.03134135529398918 2.5 0.177034898520007
113.0 0.029340596869587898 2.5 0.1712909713603957
114.0 0.02900521084666252 2.5 0.17030916254465736
115.0 0.026836758479475975 2.5 0.1638192860425047
116.0 0.026634369045495987 2.5 0.16320039535949657
117.0 0.025686033070087433 2.5 0.16026862784115747
118.0 0.02466830611228943 2.5 0.15706147239946985
119.0 0.023193759843707085 2.5 0.15229497642308193
120.0 0.02258659340441227 2.5 0.150288367495333
121.0 0.021453214809298515 2.5 0.14646915992555742
122.0 0.021753907203674316 2.5 0.14749205810373084
123.0 0.020788224413990974 2.5 0.14418122073970305
124.0 0.02045862004160881 2.5 0.14303363255405635
125.0 0.019672194495797157 2.5 0.1402576004920844
126.0 0.019504500553011894 2.5 0.1396585140727621
127.0 0.019145982339978218 2.5 0.13836900787379455
128.0 0.01885685697197914 2.5 0.1373202715260174
129.0 0.018157169222831726 2.5 0.1347485407076148
130.0 0.017336048185825348 2.5 0.13166642770966844
131.0 0.017763957381248474 2.5 0.13328149676998857
132.0 0.017151007428765297 2.5 0.1309618548615027
133.0 0.01722618006169796 2.5 0.13124854308409659
134.0 0.016965966671705246 2.5 0.13025347086241212
135.0 0.016503363847732544 2.5 0.12846541887890509
136.0 0.016757795587182045 2.5 0.12945190453284974
137.0 0.015994500368833542 2.5 0.12646936533735567
138.0 0.016023412346839905 2.5 0.1265836180034364
139.0 0.016087019816040993 2.5 0.1268346160006841
140.0 0.016364581882953644 2.5 0.12792412549223717
141.0 0.01576319895684719 2.5 0.12555157887038773
142.0 0.015560809522867203 2.5 0.12474297384168458
143.0 0.01583258807659149 2.5 0.12582761253632485
144.0 0.01528903003782034 2.5 0.12364881737331877
145.0 0.01539311558008194 2.5 0.12406899524088176
146.0 0.014988338574767113 2.5 0.12242687031353498
147.0 0.014861122705042362 2.5 0.12190620453874512
148.0 0.015144466422498226 2.5 0.12306285557591383
149.0 0.014895817264914513 2.5 0.12204842180427616
150.0 0.015341073274612427 2.5 0.12385908636273896
151.0 0.014514170587062836 2.5 0.12047477157921004
152.0 0.014676081016659737 2.5 0.1211448761469495
153.0 0.01486690528690815 2.5 0.12192991957230247
154.0 0.014288650825619698 2.5 0.11953514472999018
155.0 0.014190347865223885 2.5 0.11912324653577859
156.0 0.01443321444094181 2.5 0.12013831379265238
157.0 0.014155653305351734 2.5 0.11897753277552756
158.0 0.01365257240831852 2.5 0.11684422282816775
159.0 0.01381448283791542 2.5 0.1175350281316826
160.0 0.013103230856359005 2.5 0.11446934461400138
161.0 0.013664137572050095 2.5 0.11689370202046856
162.0 0.01319575123488903 2.5 0.11487276106583767
163.0 0.013276707381010056 2.5 0.11522459538227962
164.0 0.012831451371312141 2.5 0.11327599644810961
165.0 0.01262328028678894 2.5 0.11235337238725387
166.0 0.012796756811439991 2.5 0.113122751077933
167.0 0.012785191647708416 2.5 0.11307162176120238
168.0 0.012426674365997314 2.5 0.11147499435298176
169.0 0.01257701963186264 2.5 0.11214731219187841
170.0 0.012524977326393127 2.5 0.11191504512974619
171.0 0.012559672817587852 2.5 0.11206994609433812
172.0 0.01239197887480259 2.5 0.11131926551501582
173.0 0.011987200938165188 2.5 0.10948607645799162
174.0 0.01155929360538721 2.5 0.10751415537215187
175.0 0.011744334362447262 2.5 0.1083712801550635
176.0 0.011582423932850361 2.5 0.10762167036824118
177.0 0.011414729990065098 2.5 0.10683973975101727
178.0 0.011541945859789848 2.5 0.10743344851483567
179.0 0.011166080832481384 2.5 0.10566967792361906
180.0 0.011218123137950897 2.5 0.10591564161138287
181.0 0.01110825501382351 2.5 0.10539570680926007
182.0 0.010986821725964546 2.5 0.10481804103285153
183.0 0.011114037595689297 2.5 0.10542313596023074
184.0 0.010778650641441345 2.5 0.10382028049201825
185.0 0.01002113800495863 2.5 0.10010563423183846
186.0 0.01058204472064972 2.5 0.10286906590734514
187.0 0.010483740828931332 2.5 0.10239014029158927
188.0 0.010258221998810768 2.5 0.10128288107479352
189.0 0.010287134908139706 2.5 0.10142551408861433
190.0 0.009841879829764366 2.5 0.09920624894513634
191.0 0.010131006129086018 2.5 0.10065289925822314
192.0 0.009818749502301216 2.5 0.09908960340167487
193.0 0.009893922135233879 2.5 0.09946819660189823
194.0 0.009893922135233879 2.5 0.09946819660189823
195.0 0.009587448090314865 2.5 0.09791551506433935
196.0 0.009604795835912228 2.5 0.09800406030319472
197.0 0.009651055559515953 2.5 0.09823978603150535
198.0 0.009546970017254353 2.5 0.0977085974582296
199.0 0.009292538277804852 2.5 0.09639781261939948
200.0 0.009055454283952713 2.5 0.09516015071421816
201.0 0.009269407950341702 2.5 0.09627776456867755
202.0 0.00942553672939539 2.5 0.09708520345240766
203.0 0.009072802029550076 2.5 0.09525125736466725
204.0 0.008824152871966362 2.5 0.09393696222449587
205.0 0.008812587708234787 2.5 0.09387538393122441
206.0 0.009055454283952713 2.5 0.09516015071421816
207.0 0.008760545402765274 2.5 0.09359778524497935
208.0 0.008413592353463173 2.5 0.09172563629358574
209.0 0.009194235317409039 2.5 0.09588657527208404
210.0 0.008656458929181099 2.5 0.09304009312753883
211.0 0.008471418172121048 2.5 0.09204030732304759
212.0 0.008558155968785286 2.5 0.09251030196029676
213.0 0.008575503714382648 2.5 0.09260401564933698
214.0 0.008552373386919498 2.5 0.09247904296065947
215.0 0.008367332629859447 2.5 0.09147312517816064
216.0 0.008095553144812584 2.5 0.08997529185733483
217.0 0.008540808223187923 2.5 0.09241649324221259
218.0 0.008043509908020496 2.5 0.08968561706327552
219.0 0.008402027189731598 2.5 0.09166257245861911
220.0 0.008049292489886284 2.5 0.08971784933827986
221.0 0.008691154420375824 2.5 0.09322636118810937
222.0 0.007939424365758896 2.5 0.08910344755259976
223.0 0.008477200753986835 2.5 0.09207171527666265
224.0 0.008297941647469997 2.5 0.09109303841386562
225.0 0.008321071974933147 2.5 0.09121990996999037
226.0 0.008089770562946796 2.5 0.08994315184018624
227.0 0.008055075071752071 2.5 0.08975007003758867
228.0 0.008031944744288921 2.5 0.0896211177362173
229.0 0.007783296052366495 2.5 0.08822299049775231
230.0 0.008159160614013672 2.5 0.09032807212607646
231.0 0.008182290941476822 2.5 0.0904560166129198
232.0 0.008240116760134697 2.5 0.09077508887428697
233.0 0.00792785920202732 2.5 0.08903852650413371
234.0 0.008170725777745247 2.5 0.09039206700670832
235.0 0.008055075071752071 2.5 0.08975007003758867
236.0 0.008321071974933147 2.5 0.09121990996999037
237.0 0.007725470699369907 2.5 0.0878946568306055
238.0 0.007852686569094658 2.5 0.08861538562289653
239.0 0.008026163093745708 2.5 0.08958885585688495
240.0 0.00833841972053051 2.5 0.09131494795777145
241.0 0.00782377365976572 2.5 0.08845209810833048
242.0 0.007916294038295746 2.5 0.08897355808494874
243.0 0.008118683472275734 2.5 0.09010373728251084
244.0 0.007817991077899933 2.5 0.08841940441950473
245.0 0.007950989529490471 2.5 0.08916832133381491
246.0 0.00833841972053051 2.5 0.09131494795777145
247.0 0.008095553144812584 2.5 0.08997529185733483
248.0 0.007875816896557808 2.5 0.08874579931781452
249.0 0.007551994640380144 2.5 0.08690221309253375
250.0 0.007985685020685196 2.5 0.08936266010300496
251.0 0.008112900890409946 2.5 0.09007164309820237
252.0 0.007835338823497295 2.5 0.0885174492600035
253.0 0.007684993091970682 2.5 0.08766409237521759
254.0 0.007505734451115131 2.5 0.08663564192129664
255.0 0.007563559804111719 2.5 0.08696872888637455
256.0 0.007656080182641745 2.5 0.08749902960971478
257.0 0.007950989529490471 2.5 0.08916832133381491
258.0 0.007904729805886745 2.5 0.08890854742873007
259.0 0.007760165724903345 2.5 0.08809180282468594
260.0 0.008378897793591022 2.5 0.09153631953269163
261.0 0.007829556241631508 2.5 0.08848477971737008
262.0 0.00769655779004097 2.5 0.08773002786982897
263.0 0.008072422817349434 2.5 0.08984666280585737
264.0 0.007777513470500708 2.5 0.08819021187467863
265.0 0.008297941647469997 2.5 0.09109303841386562
266.0 0.008072422817349434 2.5 0.08984666280585737
267.0 0.008436722680926323 2.5 0.091851634067807
268.0 0.008003032766282558 2.5 0.0894596711724482
269.0 0.008378897793591022 2.5 0.09153631953269163
270.0 0.007881599478423595 2.5 0.08877837280792882
271.0 0.008367332629859447 2.5 0.09147312517816064
272.0 0.008448287844657898 2.5 0.09191456818512449
273.0 0.008240116760134697 2.5 0.09077508887428697
274.0 0.008558155968785286 2.5 0.09251030196029676
275.0 0.007945206947624683 2.5 0.08913589034516166
276.0 0.008367332629859447 2.5 0.09147312517816064
277.0 0.007922076620161533 2.5 0.08900604822236258
278.0 0.008349984884262085 2.5 0.09137825170280993
279.0 0.007968337275087833 2.5 0.08926554360495338
280.0 0.00789316464215517 2.5 0.08884348396002473
281.0 0.00779486121609807 2.5 0.08828851123503029
282.0 0.007817991077899933 2.5 0.08841940441950473
283.0 0.007580907084047794 2.5 0.08706840462560339
284.0 0.00774281844496727 2.5 0.08799328636303608
285.0 0.007864251732826233 2.5 0.08868061644365263
286.0 0.007765948306769133 2.5 0.08812461805176311
287.0 0.008367332629859447 2.5 0.09147312517816064
288.0 0.007956772111356258 2.5 0.08920074053143426
289.0 0.007424778770655394 2.5 0.08616715598565032
290.0 0.007580907084047794 2.5 0.08706840462560339
291.0 0.007829556241631508 2.5 0.08848477971737008
292.0 0.007378518581390381 2.5 0.08589830371660653
293.0 0.00720504205673933 2.5 0.08488251914699121
294.0 0.007418996188789606 2.5 0.08613359500676612
295.0 0.007384301163256168 2.5 0.08593195658924664
296.0 0.0069274804554879665 2.5 0.0832314871637409
297.0 0.007262867409735918 2.5 0.08522245836477564
298.0 0.006788699422031641 2.5 0.08239356420274366
299.0 0.006881220266222954 2.5 0.08295312089501487
300.0 0.006875437684357166 2.5 0.0829182590528598
301.0 0.006719308905303478 2.5 0.081971390773266
302.0 0.006395487114787102 2.5 0.07997178949346515
303.0 0.006256706081330776 2.5 0.07909934311567181
304.0 0.006701961625367403 2.5 0.08186550937585012
305.0 0.006372356787323952 2.5 0.07982704295740856
306.0 0.006256706081330776 2.5 0.07909934311567181
307.0 0.006019622087478638 2.5 0.07758622356758085
308.0 0.006274053826928139 2.5 0.07920892517215557
309.0 0.005614844150841236 2.5 0.07493226375094533
310.0 0.005979144014418125 2.5 0.07732492492345612
311.0 0.005759407766163349 2.5 0.07589076206076303
312.0 0.005626409314572811 2.5 0.07500939484206502
313.0 0.005510758608579636 2.5 0.07423448395846526
314.0 0.005522323772311211 2.5 0.0743123393004904
315.0 0.005666887387633324 2.5 0.07527873130993457
316.0 0.005348847713321447 2.5 0.07313581689788833
317.0 0.005348847713321447 2.5 0.07313581689788833
318.0 0.005632191896438599 2.5 0.07504793066060249
319.0 0.005360412877053022 2.5 0.07321484055198797
320.0 0.004955634940415621 2.5 0.07039627078486203
321.0 0.005111763719469309 2.5 0.07149659935597852
322.0 0.004839984234422445 2.5 0.06956999521649003
323.0 0.005019242875277996 2.5 0.07084661512929179
324.0 0.004533509723842144 2.5 0.06733134280438899
325.0 0.00479950662702322 2.5 0.06927847159849314
326.0 0.004510379396378994 2.5 0.06715935821893322
327.0 0.004487249534577131 2.5 0.0669869355514725
328.0 0.0046838559210300446 2.5 0.06843870192391177
329.0 0.004868897143751383 2.5 0.06977748307119842
330.0 0.004545074887573719 2.5 0.06741717056932692
331.0 0.0046491604298353195 2.5 0.06818475217990691
332.0 0.0044409893453121185 2.5 0.06664074838499429
333.0 0.0045392923057079315 2.5 0.0673742703538074
334.0 0.004244382958859205 2.5 0.06514892906916586
335.0 0.0043079908937215805 2.5 0.06563528695542956
336.0 0.004666508175432682 2.5 0.06831184505949668
337.0 0.004313773475587368 2.5 0.06567932304452725
338.0 0.0042964257299900055 2.5 0.06554712602387694
339.0 0.004360033664852381 2.5 0.06603055099612891
340.0 0.004377381410449743 2.5 0.06616178209850263
341.0 0.004036211408674717 2.5 0.0635311845370029
342.0 0.0041634272783994675 2.5 0.06452462536427056
343.0 0.0043079908937215805 2.5 0.06563528695542956
344.0 0.004013081546872854 2.5 0.06334888749514749
345.0 0.004192340187728405 2.5 0.06474828328016431
346.0 0.004024646244943142 2.5 0.0634400996605707
347.0 0.003995733801275492 2.5 0.06321181694331758
348.0 0.003631433704867959 2.5 0.060261378219121066
349.0 0.0037413020618259907 2.5 0.06116618397305811
350.0 0.003937908448278904 2.5 0.06275275649944713
351.0 0.00408247159793973 2.5 0.06389422194486548
352.0 0.003602521028369665 2.5 0.06002100489303445
353.0 0.003550478257238865 2.5 0.05958588974949409
354.0 0.0034579576458781958 2.5 0.05880440158592038
355.0 0.0036487814504653215 2.5 0.06040514423842825
356.0 0.003590956097468734 2.5 0.05992458675259041
357.0 0.0034579576458781958 2.5 0.05880440158592038
358.0 0.003417479805648327 2.5 0.05845921489079653
359.0 0.0032208736520260572 2.5 0.05675274136133036
360.0 0.0034463927149772644 2.5 0.05870598534201828
361.0 0.0030994403641670942 2.5 0.05567261772332153
362.0 0.003157265717163682 2.5 0.05618955167256349
363.0 0.002792965853586793 2.5 0.05284851798855662
364.0 0.0029490943998098373 2.5 0.05430556509060409
365.0 0.00294331181794405 2.5 0.05425229781257242
366.0 0.0027062278240919113 2.5 0.05202141697504895
367.0 0.0026773151475936174 2.5 0.05174277869996564
368.0 0.002613707212731242 2.5 0.05112442872767619
369.0 0.0025732293725013733 2.5 0.05072700831412565
370.0 0.002469143597409129 2.5 0.0496904779350041
371.0 0.002590576885268092 2.5 0.05089771001988294
372.0 0.0023939707316458225 2.5 0.048928220196996976
373.0 0.0022204946726560593 2.5 0.04712212508637593
374.0 0.0023361453786492348 2.5 0.04833368782380706
375.0 0.002284102374687791 2.5 0.04779228363122849
376.0 0.0023187976330518723 2.5 0.048153895305072386
377.0 0.002006540773436427 2.5 0.04479442792844247
378.0 0.0023419279605150223 2.5 0.04839347022600283
379.0 0.002064366126433015 2.5 0.045435296042097215
380.0 0.001994975609704852 2.5 0.04466514983412517
381.0 0.0018388470634818077 2.5 0.04288178008760606
382.0 0.0017752391286194324 2.5 0.04213358670490126
383.0 0.0017347614048048854 2.5 0.04165046704185783
384.0 0.0017925867578014731 2.5 0.04233895083491646
385.0 0.0018099343869835138 2.5 0.0425433236475891
386.0 0.0017925867578014731 2.5 0.04233895083491646
387.0 0.0018851073691621423 2.5 0.04341782317392412
388.0 0.0016653708880767226 2.5 0.0408089559787643
389.0 0.0014687646180391312 2.5 0.03832446500656116
390.0 0.0016017629532143474 2.5 0.04002203084820093
391.0 0.0014861122472211719 2.5 0.0385501264228948
392.0 0.0014109392650425434 2.5 0.03756247149805965
393.0 0.0015959804877638817 2.5 0.03994972450172694
394.0 0.0013993742177262902 2.5 0.0374082105656805
395.0 0.0016538058407604694 2.5 0.04066701170187539
396.0 0.0014629821525886655 2.5 0.03824894969262117
397.0 0.0013126360718160868 2.5 0.03623031978627965
398.0 0.0013184186536818743 2.5 0.03631003516497711
399.0 0.0012374630896374583 2.5 0.03517759357371476
400.0 0.0011622901074588299 2.5 0.034092376089953455
401.0 0.0011449424782767892 2.5 0.03383699865940815
402.0 0.0012779409298673272 2.5 0.03574829967798926
403.0 0.0011796377366408706 2.5 0.03434585472281729
404.0 0.0013473313301801682 2.5 0.036706012180297766
405.0 0.0012374630896374583 2.5 0.03517759357371476
406.0 0.001173855154775083 2.5 0.0342615696484426
407.0 0.0010986821725964546 2.5 0.03314637495407989
408.0 0.0012258980423212051 2.5 0.035012826825624996
409.0 0.0011796377366408706 2.5 0.03434585472281729
410.0 0.0011680726893246174 2.5 0.03417707841996764
411.0 0.0010003790957853198 2.5 0.031628770064378406
412.0 0.0011449424782767892 2.5 0.03383699865940815
413.0 0.0011565076420083642 2.5 0.03400746450425795
414.0 0.001173855154775083 2.5 0.0342615696484426
415.0 0.0011449424782767892 2.5 0.03383699865940815
416.0 0.0010697694960981607 2.5 0.0327073309228705
417.0 0.0011507250601425767 2.5 0.0339223386596882
418.0 0.0010466394014656544 2.5 0.03235180677281648
419.0 0.0011160298017784953 2.5 0.03340703222045465
420.0 0.001254810718819499 2.5 0.035423307564645894
421.0 0.0011275948490947485 2.5 0.03357967910946661
422.0 0.0010408568195998669 2.5 0.03226231268213528
423.0 0.0010292917722836137 2.5 0.032082577394648544
424.0 0.0010986821725964546 2.5 0.03314637495407989
425.0 0.0009194235317409039 2.5 0.03032199748929651
426.0 0.0009656838374212384 2.5 0.031075453937492826
427.0 0.0010350742377340794 2.5 0.032172569647668486
428.0 0.0010697694960981607 2.5 0.0327073309228705
429.0 0.0010061615612357855 2.5 0.03172004983028535
430.0 0.0010003790957853198 2.5 0.031628770064378406
431.0 0.0010350742377340794 2.5 0.032172569647668486
432.0 0.0010177267249673605 2.5 0.03190182949248147
433.0 0.0010466394014656544 2.5 0.03235180677281648
434.0 0.0011044647544622421 2.5 0.03323348844858514
435.0 0.0010582044487819076 2.5 0.03253005454624858
436.0 0.0010582044487819076 2.5 0.03253005454624858
437.0 0.0009425536845810711 2.5 0.030701037190640174
438.0 0.001011944143101573 2.5 0.03181106950578011
439.0 0.0010350742377340794 2.5 0.032172569647668486
440.0 0.0009136410080827773 2.5 0.030226495133951228
441.0 0.000930988579057157 2.5 0.03051210545106904
442.0 0.0010582044487819076 2.5 0.03253005454624858
443.0 0.0010755520779639482 2.5 0.03279561065087748
444.0 0.0009599013137631118 2.5 0.03098227418642976
445.0 0.0009772488847374916 2.5 0.03126098022675379
446.0 0.00105242186691612 2.5 0.03244105218571247
447.0 0.00089051085524261 2.5 0.029841428505395146
448.0 0.001063987030647695 2.5 0.03261881405949173
449.0 0.0010292917722836137 2.5 0.032082577394648544
450.0 0.0010003790957853198 2.5 0.031628770064378406
451.0 0.0008962933789007366 2.5 0.029938159243693266
452.0 0.0008731632260605693 2.5 0.029549335458865556
453.0 0.0009020759025588632 2.5 0.030034578448163096
454.0 0.0010061615612357855 2.5 0.03172004983028535
455.0 0.0010177267249673605 2.5 0.03190182949248147
456.0 0.000728599785361439 2.5 0.026992587600329077
457.0 0.0010003790957853198 2.5 0.031628770064378406
458.0 0.0009425536845810711 2.5 0.030701037190640174
459.0 0.0008326854440383613 2.5 0.02885628950572754
460.0 0.0008962933789007366 2.5 0.029938159243693266
461.0 0.00089051085524261 2.5 0.029841428505395146
462.0 0.0009020759025588632 2.5 0.030034578448163096
463.0 0.0009020759025588632 2.5 0.030034578448163096
464.0 0.0009020759025588632 2.5 0.030034578448163096
465.0 0.0009252060553990304 2.5 0.030417199992751314
466.0 0.0009194235317409039 2.5 0.03032199748929651
467.0 0.0009078584262169898 2.5 0.030130689109560533
468.0 0.0008731632260605693 2.5 0.029549335458865556
469.0 0.0007517299382016063 2.5 0.0274176938891951
470.0 0.0008326854440383613 2.5 0.02885628950572754
471.0 0.0009194235317409039 2.5 0.03032199748929651
472.0 0.000850033073220402 2.5 0.029155326669759712
473.0 0.0010003790957853198 2.5 0.031628770064378406
474.0 0.0010292917722836137 2.5 0.032082577394648544
475.0 0.000809555291198194 2.5 0.028452685131603907
476.0 0.0008037727675400674 2.5 0.028350886538873302
477.0 0.0009483362082391977 2.5 0.03079506792067843
478.0 0.0009136410080827773 2.5 0.030226495133951228
479.0 0.0008789457497186959 2.5 0.02964701923834327
480.0 0.0009078584262169898 2.5 0.030130689109560533
481.0 0.0008153378730639815 2.5 0.028554121822671794
482.0 0.000688122003339231 2.5 0.026232079660965333
483.0 0.000809555291198194 2.5 0.028452685131603907
484.0 0.0007054696325212717 2.5 0.026560678314404392
485.0 0.000930988579057157 2.5 0.03051210545106904
486.0 0.0007806426146999002 2.5 0.02793998236756602
487.0 0.000809555291198194 2.5 0.028452685131603907
488.0 0.0007459474145434797 2.5 0.027312037905353744
489.0 0.000728599785361439 2.5 0.026992587600329077
490.0 0.000769077567383647 2.5 0.027732247788155345
491.0 0.0008789457497186959 2.5 0.02964701923834327
492.0 0.0007632949855178595 2.5 0.027627793714262806
493.0 0.000850033073220402 2.5 0.029155326669759712
494.0 0.0009194235317409039 2.5 0.03032199748929651
495.0 0.000809555291198194 2.5 0.028452685131603907
496.0 0.0007748600910417736 2.5 0.027836308861660764
497.0 0.0007632949855178595 2.5 0.027627793714262806
498.0 0.0007401648326776922 2.5 0.027205970533647428
499.0 0.0008558155968785286 2.5 0.029254326122447747
500.0 0.000769077567383647 2.5 0.027732247788155345
501.0 0.0007575124618597329 2.5 0.027522944280358758
502.0 0.0008269029203802347 2.5 0.028755919744988766
503.0 0.0008558155968785286 2.5 0.029254326122447747
504.0 0.0009541187318973243 2.5 0.03088881240671652
505.0 0.0007748600910417736 2.5 0.027836308861660764
506.0 0.0007632949855178595 2.5 0.027627793714262806
507.0 0.0008673807024024427 2.5 0.029451327684884475
508.0 0.0008037727675400674 2.5 0.028350886538873302
509.0 0.0008269029203802347 2.5 0.028755919744988766
510.0 0.0007112521561793983 2.5 0.02666931113057475
511.0 0.0007575124618597329 2.5 0.027522944280358758
512.0 0.0008153378730639815 2.5 0.028554121822671794
513.0 0.0008153378730639815 2.5 0.028554121822671794
514.0 0.0008789457497186959 2.5 0.02964701923834327
515.0 0.0007632949855178595 2.5 0.027627793714262806
516.0 0.0007170346798375249 2.5 0.026777503241294267
517.0 0.0007864251383580267 2.5 0.028043272604281168
518.0 0.0007864251383580267 2.5 0.028043272604281168
519.0 0.0007517299382016063 2.5 0.0274176938891951
520.0 0.0007864251383580267 2.5 0.028043272604281168
521.0 0.0007575124618597329 2.5 0.027522944280358758
522.0 0.0007748600910417736 2.5 0.027836308861660764
523.0 0.000647644221317023 2.5 0.02544885500994147
524.0 0.0007748600910417736 2.5 0.027836308861660764
525.0 0.0006707743741571903 2.5 0.025899312233285083
526.0 0.0007748600910417736 2.5 0.027836308861660764
527.0 0.0008211203967221081 2.5 0.02865519842405751
528.0 0.0007228172617033124 2.5 0.026885261049566032
529.0 0.0007228172617033124 2.5 0.026885261049566032
530.0 0.0007228172617033124 2.5 0.026885261049566032
531.0 0.000688122003339231 2.5 0.026232079660965333
532.0 0.000688122003339231 2.5 0.026232079660965333
