Week	Rate
-1	53.9978
9.0	42.558732365403756
7.0	42.605501086664795
2.0	42.4502237883277
10.0	42.835173654468086
0.0	42.71943153909587
4.0	42.46026017297269
1.0	42.504189155492355
3.0	42.56927629319554
8.0	42.40386582488471
13.0	42.35855924564931
5.0	42.59024199463383
12.0	42.477492677109446
6.0	42.733609327556316
11.0	42.78298015673692
