mass	cl	exp	ps1	ps2	ns1
5.0	730.1075268817204	3002.186379928315	182213.6559139785	182213.6559139785	2222.9032258064512
7.0	9.182142857142857	65.33482142857143	4529.620535714285	4529.620535714285	46.29017857142857
10.0	2.848222173144876	2.2347614840989403	6.15972835689046	278.2948321554771	1.7453069787985869
12.0	1.8740449222499522	0.6570167018621617	1.795200614321367	2.4599731234402	0.44970243808792476
14.0	0.24350479271397193	0.2883531995846008	0.907417448603542	10.11072409958552	0.2259514203527217
17.0	0.13864142300153126	0.1353387006146495	0.4026404622095642	4.719611737103299	0.10177532051419527
21.0	0.0722447971127671	0.08578973143968975	0.2363591040048003	0.2944037802279255	0.08024380881788461
33.0	0.043999098798237865	0.03365605091470381	0.0943385674407308	4.028344712869768	0.025172131134443644
200.0	0.010172684846294735	0.006832958065781467	0.017557270770209625	0.029126321544063822	0.00418570029866973
400.0	0.019758425530294096	0.010764432080641689	0.02583197536988538	0.03443406768141833	0.006115309796931882
