mass	cl	exp	ps1	ps2	ns1
5.0	61349.69325153375	985.0061349693251	62334.699386503074	62334.699386503074	878.5276073619632
7.0	3.927699530516432	10.255586854460095	949.2227230046949	949.2227230046949	7.960375586854461
10.0	0.15055191850394856	0.213075771364824	0.7459119866130406	8.051001086222588	0.15783254557731263
12.0	0.04259485822760178	0.0627640701109379	0.16860533719204326	0.22752932847268367	0.05111962621852635
14.0	0.022428791436035884	0.026812661609128374	0.08618343547281615	0.09963920212222217	0.01969976522163179
17.0	0.01728591284774644	0.010621429968919259	0.028528065391275084	0.040318926494083696	0.00942363933341788
21.0	0.008653724408297826	0.004650273280376917	0.0133600362241552	0.1459072969310179	0.0032264451135586556
33.0	0.0013540464704834255	0.001475406221184101	0.003933568895721232	0.16242998274727896	0.0011998519861714267
200.0	0.000607667906285003	0.0003932044501385912	0.0010286808004853006	0.0013446495813696756	0.0002680214127335573
400.0	0.0005376807647781934	0.0006162896925887653	0.0016783812608704262	0.0021576053729019345	0.000564392745172374
