centre 	 rate 
-2.5 	 0.0 
2.5 	 0.0 
7.5 	 0.5491200685501099 
12.5 	 48.26130294799805 
17.5 	 55.962005615234375 
22.5 	 30.401092529296875 
27.5 	 15.759068489074707 
32.5 	 7.307873725891113 
37.5 	 2.7580196857452393 
42.5 	 1.7935810089111328 
47.5 	 1.2680542469024658 
52.5 	 0.8804723024368286 
57.5 	 0.8350661993026733 
62.5 	 0.7955912947654724 
67.5 	 0.7321144938468933 
72.5 	 0.7175763249397278 
77.5 	 0.6654554605484009 
82.5 	 0.6578059196472168 
87.5 	 0.6159651279449463 
92.5 	 0.5787816047668457 
97.5 	 0.5677948594093323 
102.5 	 0.5350302457809448 
107.5 	 0.5293812155723572 
112.5 	 0.49582257866859436 
117.5 	 0.4618895649909973 
122.5 	 0.4576709270477295 
127.5 	 0.4290250539779663 
132.5 	 0.4152965843677521 
137.5 	 0.38906335830688477 
142.5 	 0.37189963459968567 
147.5 	 0.38239920139312744 
152.5 	 0.3526802957057953 
157.5 	 0.3334988057613373 
162.5 	 0.3330337405204773 
167.5 	 0.3323585093021393 
172.5 	 0.3253410756587982 
177.5 	 0.31171509623527527 
182.5 	 0.3131643831729889 
187.5 	 0.3025401532649994 
192.5 	 0.29839596152305603 
197.5 	 0.27938544750213623 
202.5 	 0.3003717362880707 
207.5 	 0.28192147612571716 
212.5 	 0.2752572000026703 
217.5 	 0.27029895782470703 
222.5 	 0.2559659481048584 
227.5 	 0.25770241022109985 
232.5 	 0.2374492883682251 
237.5 	 0.24430857598781586 
242.5 	 0.2466754913330078 
247.5 	 0.23293381929397583 
252.5 	 0.23307844996452332 
257.5 	 0.23152397572994232 
262.5 	 0.21477943658828735 
267.5 	 0.20891256630420685 
272.5 	 0.20916233956813812 
277.5 	 0.20225445926189423 
282.5 	 0.18824493885040283 
287.5 	 0.18843966722488403 
292.5 	 0.17585717141628265 
297.5 	 0.17216327786445618 
302.5 	 0.1661747694015503 
