centre 	 rate 
-2.5 	 0.0 
2.5 	 0.0 
7.5 	 0.0009842519648373127 
12.5 	 0.03929133713245392 
17.5 	 0.06488189101219177 
22.5 	 0.057283464819192886 
27.5 	 0.052637793123722076 
32.5 	 0.049803148955106735 
37.5 	 0.04307086765766144 
42.5 	 0.04133858159184456 
47.5 	 0.03641732409596443 
52.5 	 0.03295275568962097 
57.5 	 0.0311417318880558 
62.5 	 0.030472440645098686 
67.5 	 0.02893700823187828 
72.5 	 0.027716536074876785 
77.5 	 0.025433070957660675 
82.5 	 0.024803150445222855 
87.5 	 0.023779526352882385 
92.5 	 0.02224409393966198 
97.5 	 0.024803150445222855 
102.5 	 0.02161417342722416 
107.5 	 0.02279527485370636 
112.5 	 0.02240157499909401 
117.5 	 0.022204723209142685 
122.5 	 0.021811023354530334 
127.5 	 0.02098425105214119 
132.5 	 0.02129921317100525 
137.5 	 0.02263779565691948 
142.5 	 0.02137795276939869 
147.5 	 0.022913385182619095 
152.5 	 0.02145669236779213 
157.5 	 0.022519685328006744 
162.5 	 0.024015747010707855 
167.5 	 0.024015748873353004 
172.5 	 0.024960629642009735 
177.5 	 0.025826770812273026 
182.5 	 0.026220472529530525 
187.5 	 0.02783464640378952 
192.5 	 0.02909448742866516 
197.5 	 0.02704724296927452 
202.5 	 0.030551180243492126 
207.5 	 0.03169291466474533 
212.5 	 0.03232283517718315 
217.5 	 0.03299212455749512 
222.5 	 0.03566928952932358 
227.5 	 0.03488188982009888 
232.5 	 0.03433070704340935 
237.5 	 0.03818897530436516 
242.5 	 0.03964566811919212 
247.5 	 0.04043307155370712 
252.5 	 0.03956693038344383 
257.5 	 0.03814960643649101 
262.5 	 0.03511811047792435 
267.5 	 0.03547244146466255 
272.5 	 0.033858269453048706 
277.5 	 0.03476377949118614 
282.5 	 0.02988189086318016 
287.5 	 0.03098425269126892 
292.5 	 0.02665354311466217 
297.5 	 0.027165353298187256 
302.5 	 0.02358267642557621 
