centre 	 rate 
-2.5 	 0.0 
2.5 	 0.0 
7.5 	 5.36250638961792 
12.5 	 61.29987716674805 
17.5 	 53.424049377441406 
22.5 	 23.853029251098633 
27.5 	 12.193610191345215 
32.5 	 3.9378302097320557 
37.5 	 2.538296937942505 
42.5 	 1.3979313373565674 
47.5 	 0.9730873107910156 
52.5 	 0.9246736168861389 
57.5 	 0.8589954972267151 
62.5 	 0.8114519119262695 
67.5 	 0.7605007886886597 
72.5 	 0.7339535355567932 
77.5 	 0.7029966711997986 
82.5 	 0.643761157989502 
87.5 	 0.6353742480278015 
92.5 	 0.5888827443122864 
97.5 	 0.5841746926307678 
102.5 	 0.5362858772277832 
107.5 	 0.5181475877761841 
112.5 	 0.4915734529495239 
117.5 	 0.4591177701950073 
122.5 	 0.4470207095146179 
127.5 	 0.4189430773258209 
132.5 	 0.4239766597747803 
137.5 	 0.3861311674118042 
142.5 	 0.37207022309303284 
147.5 	 0.372912734746933 
152.5 	 0.3598122298717499 
157.5 	 0.3502722978591919 
162.5 	 0.34476637840270996 
167.5 	 0.34070876240730286 
172.5 	 0.3433648943901062 
177.5 	 0.30677443742752075 
182.5 	 0.32661789655685425 
187.5 	 0.31430432200431824 
192.5 	 0.30530741810798645 
197.5 	 0.2943798303604126 
202.5 	 0.2860383093357086 
207.5 	 0.27791446447372437 
212.5 	 0.2668989896774292 
217.5 	 0.26058828830718994 
222.5 	 0.266588032245636 
227.5 	 0.25775235891342163 
232.5 	 0.2561816871166229 
237.5 	 0.23914986848831177 
242.5 	 0.22976258397102356 
247.5 	 0.22800353169441223 
252.5 	 0.22732830047607422 
257.5 	 0.1998276561498642 
262.5 	 0.20663827657699585 
267.5 	 0.18778879940509796 
272.5 	 0.18239831924438477 
277.5 	 0.18982388079166412 
282.5 	 0.1706049144268036 
287.5 	 0.1597786545753479 
292.5 	 0.15880867838859558 
297.5 	 0.153391033411026 
302.5 	 0.14862850308418274 
307.5 	 0.13926441967487335 
