centre 	 rate 
-2.5 	 0.0 
2.5 	 0.0 
7.5 	 4.195035934448242 
12.5 	 60.86437225341797 
17.5 	 46.17720031738281 
22.5 	 22.03913688659668 
27.5 	 11.18605899810791 
32.5 	 5.4380903244018555 
37.5 	 2.205976724624634 
42.5 	 2.1612420082092285 
47.5 	 2.463397264480591 
52.5 	 2.9536540508270264 
57.5 	 3.4039156436920166 
62.5 	 3.7221124172210693 
67.5 	 3.8590710163116455 
72.5 	 3.7709639072418213 
77.5 	 3.489166736602783 
82.5 	 3.06295108795166 
87.5 	 2.6335442066192627 
92.5 	 2.1876025199890137 
97.5 	 1.8545547723770142 
102.5 	 1.5545560121536255 
107.5 	 1.3509777784347534 
112.5 	 1.2050033807754517 
117.5 	 1.0858877897262573 
122.5 	 1.0118906497955322 
127.5 	 0.9462831616401672 
132.5 	 0.9115867614746094 
137.5 	 0.8359012007713318 
142.5 	 0.7908802032470703 
147.5 	 0.7575527429580688 
152.5 	 0.7190822958946228 
157.5 	 0.6779223084449768 
162.5 	 0.6436464190483093 
167.5 	 0.6131187677383423 
172.5 	 0.5948148369789124 
177.5 	 0.5290544033050537 
182.5 	 0.535487949848175 
187.5 	 0.5030543804168701 
192.5 	 0.4785774350166321 
197.5 	 0.45349985361099243 
202.5 	 0.4330483078956604 
207.5 	 0.4166044294834137 
212.5 	 0.39819902181625366 
217.5 	 0.3812883794307709 
222.5 	 0.381788045167923 
227.5 	 0.3703623116016388 
232.5 	 0.3646017014980316 
237.5 	 0.34142985939979553 
242.5 	 0.3273225724697113 
247.5 	 0.32330355048179626 
252.5 	 0.32106825709342957 
257.5 	 0.29014766216278076 
262.5 	 0.29405829310417175 
267.5 	 0.2739887833595276 
272.5 	 0.26578831672668457 
277.5 	 0.26965388655662537 
282.5 	 0.24642491340637207 
287.5 	 0.23390865325927734 
292.5 	 0.23074869811534882 
297.5 	 0.22230102121829987 
302.5 	 0.2149985134601593 
307.5 	 0.20151442289352417 
