Week	Rate
-1	332.028
9.0	272.45226162776964
7.0	292.0273318783656
2.0	292.9263381745446
10.0	272.9231979497902
0.0	275.7724478506321
4.0	273.66206733848304
1.0	274.7781116248335
3.0	273.9065848180672
8.0	278.40165942761456
13.0	270.74273408470526
5.0	274.3242219942797
12.0	272.3734349151829
6.0	278.57004152157646
11.0	272.57537831503777
