Week	Rate
-1	125.031
9.0	95.74125050760863
7.0	96.1947426609333
2.0	96.1769816602678
10.0	96.01435819530342
0.0	96.88148424561439
4.0	95.32103923249204
1.0	96.24780441382724
3.0	96.16745529728736
8.0	95.65289848478187
13.0	94.1338230347105
5.0	95.8141272733527
12.0	94.7723253172383
6.0	96.10835901288732
11.0	95.91609663577307
