time weight xerror yerror
0.4 0.034269485622644424 0.4 0.0007726902282844937
1.2000000000000002 0.1684901863336563 0.4 0.0017133217641689192
2.0 0.3615805506706238 0.4 0.002509886867878944
2.8000000000000003 0.5346004962921143 0.4 0.0030518719239096283
3.6 0.679466187953949 0.4 0.0034406107631157006
4.4 0.7972403168678284 0.4 0.003726887196660772
5.200000000000001 0.8728352785110474 0.4 0.0038995794105994783
6.000000000000001 0.9261994957923889 0.4 0.004017019090058084
6.800000000000001 0.9568626284599304 0.4 0.004082972097126733
7.6000000000000005 0.9877347350120544 0.4 0.004148315600660764
8.4 0.9931879043579102 0.4 0.004159750987194676
9.200000000000001 1.0 0.4 0.0041739920739138
10.000000000000002 0.9978222250938416 0.4 0.004169444586352201
10.8 0.987612783908844 0.4 0.004148059496790903
11.600000000000001 0.9691801071166992 0.4 0.004109167708491786
12.4 0.9507474303245544 0.4 0.004069904289305347
13.200000000000001 0.9394752383232117 0.4 0.004045705725486965
14.000000000000002 0.9130631685256958 0.4 0.003988430542169177
14.8 0.8949440717697144 0.4 0.003948658437801474
15.600000000000001 0.8781664967536926 0.4 0.003911470413870557
16.4 0.8661277294158936 0.4 0.0038845667998267247
17.2 0.8464754819869995 0.4 0.0038402439443644314
18.0 0.8296979069709778 0.4 0.0038019956460248108
18.8 0.8019094467163086 0.4 0.0037377847886976476
19.6 0.7872225642204285 0.4 0.003703397963254781
20.4 0.7699397206306458 0.4 0.0036625198082652064
21.2 0.7467681765556335 0.4 0.003606986544189212
22.0 0.7360186576843262 0.4 0.0035809316978906523
22.8 0.7181086540222168 0.4 0.003537094781655775
23.6 0.7035436630249023 0.4 0.0035010406418384994
24.4 0.6827067136764526 0.4 0.003448805537403454
25.2 0.6695181131362915 0.4 0.003415330855781786
26.0 0.6571657657623291 0.4 0.0033836784240036835
26.8 0.6335760951042175 0.4 0.0033223930320785103
27.6 0.6186801195144653 0.4 0.0032831043855592462
28.4 0.6085926294326782 0.4 0.0032562291950202385
29.2 0.5945851802825928 0.4 0.0032185381340828568
