pulsearea weight xerror yerror
5.0 0.0 5.0 0.0
15.0 0.0 5.0 0.0
25.0 0.0 5.0 0.0
35.0 0.0 5.0 0.0
45.0 0.0 5.0 0.0
55.0 2348.0 5.0 48.45616575834287
65.0 2001.0 5.0 44.73253849269008
75.0 1860.0 5.0 43.12771730569565
85.0 1762.0 5.0 41.97618372363071
95.0 1590.0 5.0 39.87480407475377
105.0 1394.0 5.0 37.33630940518894
115.0 1222.0 5.0 34.95711658589707
125.0 1084.0 5.0 32.92415526630866
135.0 1015.0 5.0 31.85906464414798
145.0 987.0 5.0 31.416556144810016
155.0 1004.0 5.0 31.68595903550972
165.0 922.0 5.0 30.364452901377952
175.0 859.0 5.0 29.30870177950569
185.0 934.0 5.0 30.56141357987225
195.0 891.0 5.0 29.8496231131986
205.0 912.0 5.0 30.199337741083
215.0 869.0 5.0 29.478805945967352
225.0 942.0 5.0 30.692018506445613
235.0 950.0 5.0 30.822070014844883
245.0 969.0 5.0 31.12876483254676
255.0 1003.0 5.0 31.670175244226233
265.0 952.0 5.0 30.854497241083024
275.0 947.0 5.0 30.773365106858236
285.0 942.0 5.0 30.692018506445613
295.0 862.0 5.0 29.359836511806396
305.0 849.0 5.0 29.13760456866693
315.0 865.0 5.0 29.410882339705484
325.0 802.0 5.0 28.319604517012593
335.0 870.0 5.0 29.49576240750525
345.0 861.0 5.0 29.34280150224242
355.0 954.0 5.0 30.886890422961002
365.0 955.0 5.0 30.903074280724887
375.0 1069.0 5.0 32.69556544854363
385.0 1165.0 5.0 34.132096331752024
395.0 1302.0 5.0 36.08323710533743
405.0 1499.0 5.0 38.71692136521188
415.0 1671.0 5.0 40.87786687193939
425.0 1966.0 5.0 44.339598554790726
435.0 1993.0 5.0 44.64302857109943
445.0 1898.0 5.0 43.56604182158393
455.0 1764.0 5.0 42.0
465.0 1267.0 5.0 35.59494346111537
475.0 988.0 5.0 31.432467291003423
485.0 798.0 5.0 28.24889378365107
495.0 590.0 5.0 24.289915602982237
505.0 519.0 5.0 22.781571499789035
515.0 468.0 5.0 21.633307652783937
525.0 472.0 5.0 21.72556098240043
535.0 463.0 5.0 21.517434791350013
545.0 483.0 5.0 21.97726097583591
555.0 470.0 5.0 21.6794833886788
565.0 441.0 5.0 21.0
575.0 474.0 5.0 21.77154105707724
585.0 459.0 5.0 21.42428528562855
595.0 442.0 5.0 21.02379604162864
605.0 489.0 5.0 22.11334438749598
615.0 442.0 5.0 21.02379604162864
625.0 531.0 5.0 23.043437243605826
635.0 505.0 5.0 22.47220505424423
645.0 525.0 5.0 22.9128784747792
655.0 514.0 5.0 22.67156809750927
665.0 498.0 5.0 22.315913604421397
675.0 470.0 5.0 21.6794833886788
685.0 488.0 5.0 22.090722034374522
695.0 502.0 5.0 22.40535650240808
705.0 461.0 5.0 21.470910553583888
715.0 494.0 5.0 22.22611077089287
725.0 508.0 5.0 22.538855339169288
735.0 493.0 5.0 22.20360331117452
745.0 525.0 5.0 22.9128784747792
755.0 469.0 5.0 21.656407827707714
765.0 448.0 5.0 21.166010488516726
775.0 490.0 5.0 22.135943621178654
785.0 474.0 5.0 21.77154105707724
795.0 493.0 5.0 22.20360331117452
805.0 455.0 5.0 21.330729007701542
815.0 457.0 5.0 21.37755832643195
825.0 505.0 5.0 22.47220505424423
835.0 518.0 5.0 22.759613353482084
845.0 487.0 5.0 22.06807649071391
855.0 503.0 5.0 22.427661492005804
865.0 499.0 5.0 22.338307903688676
875.0 511.0 5.0 22.60530911091463
885.0 479.0 5.0 21.88606862823929
895.0 447.0 5.0 21.142374511865974
905.0 544.0 5.0 23.323807579381203
915.0 537.0 5.0 23.173260452512935
925.0 506.0 5.0 22.494443758403985
935.0 486.0 5.0 22.045407685048602
945.0 466.0 5.0 21.587033144922902
955.0 498.0 5.0 22.315913604421397
965.0 486.0 5.0 22.045407685048602
975.0 528.0 5.0 22.978250586152114
985.0 516.0 5.0 22.715633383201094
995.0 494.0 5.0 22.22611077089287
1005.0 531.0 5.0 23.043437243605826
1015.0 533.0 5.0 23.08679276123039
1025.0 540.0 5.0 23.2379000772445
1035.0 495.0 5.0 22.24859546128699
1045.0 483.0 5.0 21.97726097583591
1055.0 529.0 5.0 23.0
1065.0 496.0 5.0 22.271057451320086
1075.0 496.0 5.0 22.271057451320086
1085.0 463.0 5.0 21.517434791350013
1095.0 452.0 5.0 21.2602916254693
1105.0 519.0 5.0 22.781571499789035
1115.0 456.0 5.0 21.354156504062622
1125.0 467.0 5.0 21.61018278497431
1135.0 488.0 5.0 22.090722034374522
1145.0 484.0 5.0 22.0
1155.0 477.0 5.0 21.840329667841555
1165.0 460.0 5.0 21.447610589527216
1175.0 468.0 5.0 21.633307652783937
1185.0 467.0 5.0 21.61018278497431
1195.0 461.0 5.0 21.470910553583888
1205.0 449.0 5.0 21.18962010041709
1215.0 467.0 5.0 21.61018278497431
