Low	Centre	Weight	Normed
0.0	0.005	0.0	0.0
0.01	0.015	0.0	0.0
0.02	0.025	0.0	0.0
0.03	0.035	0.0	0.0
0.04	0.045	0.0	0.0
0.05	0.055	0.0	0.0
0.06	0.065	0.0	0.0
0.07	0.07500000000000001	0.0	0.0
0.08	0.08499999999999999	0.0	0.0
0.09	0.095	0.0	0.0
0.1	0.10500000000000001	0.0	0.0
0.11	0.11499999999999999	0.0	0.0
0.12	0.125	0.0	0.0
0.13	0.135	0.0	0.0
0.14	0.14500000000000002	0.0	0.0
0.15	0.155	0.0	0.0
0.16	0.165	0.0	0.0
0.17	0.175	0.0	0.0
0.18	0.185	0.0	0.0
0.19	0.195	0.0	0.0
0.2	0.20500000000000002	0.0	0.0
0.21	0.215	0.0	0.0
0.22	0.225	0.0	0.0
0.23	0.235	0.0	0.0
0.24	0.245	0.0	0.0
0.25	0.255	0.0	0.0
0.26	0.265	0.0	0.0
0.27	0.275	0.0	0.0
0.28	0.28500000000000003	0.0	0.0
0.29	0.295	0.0	0.0
0.3	0.305	0.0	0.0
0.31	0.315	0.0	0.0
0.32	0.325	0.0	0.0
0.33	0.335	0.0	0.0
0.34	0.34500000000000003	0.0	0.0
0.35000000000000003	0.355	0.0	0.0
0.36	0.365	0.0	0.0
0.37	0.375	0.0	0.0
0.38	0.385	0.0	0.0
0.39	0.395	0.0	0.0
0.4	0.405	0.0	0.0
0.41000000000000003	0.41500000000000004	0.0	0.0
0.42	0.425	0.0	0.0
0.43	0.435	0.0	0.0
0.44	0.445	0.0	0.0
0.45	0.455	0.0	0.0
0.46	0.465	0.0	0.0
0.47000000000000003	0.475	0.0	0.0
0.48	0.485	0.0	0.0
0.49	0.495	0.0	0.0
0.5	0.505	1.0	0.009708737954497337
0.51	0.515	0.0	0.0
0.52	0.525	2.0	0.019417475908994675
0.53	0.535	4.0	0.03883495181798935
0.54	0.545	6.0	0.058252427726984024
0.55	0.555	11.0	0.10679611563682556
0.56	0.5650000000000001	11.0	0.10679611563682556
0.5700000000000001	0.575	20.0	0.19417475163936615
0.58	0.585	28.0	0.27184465527534485
0.59	0.595	40.0	0.3883495032787323
0.6	0.605	51.0	0.49514561891555786
0.61	0.615	44.0	0.42718446254730225
0.62	0.625	55.0	0.5339806079864502
0.63	0.635	70.0	0.6796116232872009
0.64	0.645	70.0	0.6796116232872009
0.65	0.655	84.0	0.8155339956283569
0.66	0.665	97.0	0.9417475461959839
0.67	0.675	100.0	0.9708737730979919
0.68	0.685	82.0	0.7961165308952332
0.6900000000000001	0.6950000000000001	96.0	0.9320388436317444
0.7000000000000001	0.7050000000000001	89.0	0.8640776872634888
0.71	0.715	93.0	0.9029126167297363
0.72	0.725	100.0	0.9708737730979919
0.73	0.735	100.0	0.9708737730979919
0.74	0.745	86.0	0.8349514603614807
0.75	0.755	90.0	0.8737863898277283
0.76	0.765	103.0	1.0
0.77	0.775	85.0	0.8252426981925964
0.78	0.785	90.0	0.8737863898277283
0.79	0.795	81.0	0.7864077687263489
0.8	0.805	67.0	0.6504854559898376
0.81	0.8150000000000001	63.0	0.6116504669189453
0.8200000000000001	0.8250000000000001	81.0	0.7864077687263489
0.8300000000000001	0.835	52.0	0.5048543810844421
0.84	0.845	45.0	0.43689319491386414
0.85	0.855	48.0	0.4660194218158722
0.86	0.865	39.0	0.3786407709121704
0.87	0.875	47.0	0.4563106894493103
0.88	0.885	26.0	0.25242719054222107
0.89	0.895	34.0	0.3300970792770386
0.9	0.905	35.0	0.33980581164360046
0.91	0.915	17.0	0.1650485396385193
0.92	0.925	25.0	0.24271844327449799
0.93	0.935	23.0	0.223300963640213
0.9400000000000001	0.9450000000000001	17.0	0.1650485396385193
0.9500000000000001	0.9550000000000001	26.0	0.25242719054222107
0.96	0.965	22.0	0.21359223127365112
0.97	0.975	22.0	0.21359223127365112
0.98	0.985	10.0	0.09708737581968307
0.99	0.995	19.0	0.18446601927280426
1.0	1.005	20.0	0.19417475163936615
1.01	1.0150000000000001	18.0	0.17475728690624237
1.02	1.025	13.0	0.12621359527111053
1.03	1.0350000000000001	18.0	0.17475728690624237
1.04	1.045	10.0	0.09708737581968307
1.05	1.0550000000000002	15.0	0.1456310749053955
1.06	1.065	7.0	0.06796116381883621
1.07	1.0750000000000002	9.0	0.08737864345312119
1.08	1.085	11.0	0.10679611563682556
1.09	1.0950000000000002	9.0	0.08737864345312119
1.1	1.105	6.0	0.058252427726984024
1.11	1.1150000000000002	7.0	0.06796116381883621
1.12	1.125	8.0	0.0776699036359787
1.1300000000000001	1.1350000000000002	8.0	0.0776699036359787
1.1400000000000001	1.145	16.0	0.1553398072719574
1.1500000000000001	1.155	11.0	0.10679611563682556
1.16	1.165	9.0	0.08737864345312119
1.17	1.1749999999999998	11.0	0.10679611563682556
1.18	1.185	6.0	0.058252427726984024
1.19	1.1949999999999998	2.0	0.019417475908994675
1.2	1.205	4.0	0.03883495181798935
1.21	1.2149999999999999	8.0	0.0776699036359787
1.22	1.225	9.0	0.08737864345312119
1.23	1.2349999999999999	7.0	0.06796116381883621
1.24	1.245	4.0	0.03883495181798935
1.25	1.255	6.0	0.058252427726984024
1.26	1.2650000000000001	11.0	0.10679611563682556
1.27	1.275	4.0	0.03883495181798935
1.28	1.2850000000000001	6.0	0.058252427726984024
1.29	1.295	5.0	0.04854368790984154
1.3	1.3050000000000002	7.0	0.06796116381883621
1.31	1.315	5.0	0.04854368790984154
1.32	1.3250000000000002	2.0	0.019417475908994675
1.33	1.335	4.0	0.03883495181798935
