x   y
0.1 	 3.1144343148753594e-16
1.1 	 3.1574634788301067e-15
2.1 	 5.551794171347795e-15
3.1 	 7.542914929751134e-15
4.1 	 9.175142781367054e-15
5.1 	 1.0488936165258258e-14
6.1 	 1.1521179274111194e-14
7.1 	 1.2305448050341145e-14
8.1 	 1.2872258895500874e-14
9.1 	 1.3249301096522643e-14
10.1 	 1.3461653919443294e-14
11.1 	 1.353198927094386e-14
12.1 	 1.3480760780158433e-14
13.1 	 1.33263801076677e-14
14.1 	 1.308538124527912e-14
15.1 	 1.2772573529013934e-14
16.1 	 1.2401184048567458e-14
17.1 	 1.1982990099297645e-14
18.1 	 1.1528442287432482e-14
19.1 	 1.104677886559121e-14
20.1 	 1.0546131843799426e-14
21.1 	 1.0033625390872747e-14
22.1 	 9.515467012267827e-15
23.1 	 8.997031963186222e-15
24.1 	 8.48294132979343e-15
25.1 	 7.977134186823474e-15
26.1 	 7.48293421650657e-15
27.1 	 7.003111151636424e-15
28.1 	 6.539937384615033e-15
29.1 	 6.0952400644314924e-15
30.1 	 5.670448984689932e-15
31.1 	 5.266640547951795e-15
32.1 	 4.88457807475193e-15
33.1 	 4.524748709641289e-15
34.1 	 4.187397161454206e-15
35.1 	 3.8725565006625254e-15
36.1 	 3.580076223108476e-15
37.1 	 3.3096477765821584e-15
38.1 	 3.0608277345750742e-15
39.1 	 2.8330587900775274e-15
40.1 	 2.6256887314522138e-15
41.1 	 2.4379875521825135e-15
42.1 	 2.2691628366302223e-15
43.1 	 2.118373554815609e-15
44.1 	 1.9847423906241084e-15
45.1 	 1.867366719724535e-15
46.1 	 1.7653283458274436e-15
47.1 	 1.6777020966932318e-15
48.1 	 1.6035633745023437e-15
49.1 	 1.5419947487928963e-15
50.1 	 1.4920916741400328e-15
51.1 	 1.452967409081159e-15
52.1 	 1.4237572074465215e-15
53.1 	 1.4036218482396961e-15
54.1 	 1.3917505654959244e-15
55.1 	 1.387363435108505e-15
56.1 	 1.3897132714604906e-15
57.1 	 1.3980870827883367e-15
58.1 	 1.4118071305440114e-15
59.1 	 1.430231634585613e-15
60.1 	 1.4527551628135579e-15
61.1 	 1.4788087408500415e-15
62.1 	 1.5078597145470915e-15
63.1 	 1.5394113954638603e-15
64.1 	 1.5730025169930425e-15
65.1 	 1.6082065265145676e-15
66.1 	 1.6446307367985306e-15
67.1 	 1.6819153578826267e-15
68.1 	 1.7197324287748136e-15
69.1 	 1.7577846665921462e-15
70.1 	 1.795804249129092e-15
71.1 	 1.833551545340832e-15
72.1 	 1.8708138068257884e-15
73.1 	 1.9074038320988917e-15
74.1 	 1.943158614235655e-15
75.1 	 1.9779379813585304e-15
76.1 	 2.01162323839953e-15
77.1 	 2.0441158176248784e-15
78.1 	 2.075335944521745e-15
79.1 	 2.105221324841988e-15
80.1 	 2.1337258578450454e-15
81.1 	 2.1608183800983526e-15
82.1 	 2.1864814435659244e-15
83.1 	 2.21071013113454e-15
84.1 	 2.2335109122000484e-15
85.1 	 2.254900540457862e-15
86.1 	 2.2749049955994647e-15
87.1 	 2.29355847021635e-15
88.1 	 2.310902402863041e-15
89.1 	 2.3269845578839707e-15
90.1 	 2.34185815233722e-15
91.1 	 2.3555810300660313e-15
92.1 	 2.3682148827458944e-15
93.1 	 2.379824517513764e-15
94.1 	 2.390477170605403e-15
95.1 	 2.400241866269851e-15
96.1 	 2.4091888200589798e-15
97.1 	 2.417388885508612e-15
98.1 	 2.4249130430705046e-15
99.1 	 2.4318319301088675e-15
100.1 	 2.4382154106581163e-15
101.1 	 2.44413218361013e-15
102.1 	 2.4496494279174746e-15
103.1 	 2.454832483384656e-15
104.1 	 2.459744565567425e-15
105.1 	 2.464446513296587e-15
106.1 	 2.4689965673268595e-15
107.1 	 2.4734501785945354e-15
108.1 	 2.4778598445922177e-15
109.1 	 2.4822749723546266e-15
110.1 	 2.4867417665833014e-15
111.1 	 2.4913031414374007e-15
